SchoolID,School,District,SchoolType,Enrollment,No_of_Program,FrRedLnch_PercentEligible,PercentofStudentsNotChronicallyAbsent,Subject,ParticipationRate2014to2015,PercentageMeetsORExceeds2014to2015
959,Lynch Meadows Elementary School,Centennial SD 28J,E,511,2,83.37,81.7,English Language Arts,100,30.9
959,Lynch Meadows Elementary School,Centennial SD 28J,E,511,2,83.37,81.7,Mathematics,99.3,20.5
959,Lynch Meadows Elementary School,Centennial SD 28J,E,511,2,83.37,81.7,Science,100,24.3
964,Lynch View Elementary School,Centennial SD 28J,E,450,3,87.56,89.1,English Language Arts,99.2,37.5
964,Lynch View Elementary School,Centennial SD 28J,E,450,3,87.56,89.1,Mathematics,98.8,32.4
964,Lynch View Elementary School,Centennial SD 28J,E,450,3,87.56,89.1,Science,98.7,28.8
965,Lynch Wood Elementary School,Centennial SD 28J,E,519,3,81.7,80.8,English Language Arts,97.7,25.5
965,Lynch Wood Elementary School,Centennial SD 28J,E,519,3,81.7,80.8,Mathematics,98,17
965,Lynch Wood Elementary School,Centennial SD 28J,E,519,3,81.7,80.8,Science,100,33.3
259,M A Lynch Elementary School,Redmond SD 2J,E,493,2,78.7,77.2,English Language Arts,100,42.6
259,M A Lynch Elementary School,Redmond SD 2J,E,493,2,78.7,77.2,Mathematics,98.4,36
259,M A Lynch Elementary School,Redmond SD 2J,E,493,2,78.7,77.2,Science,100,68.7
1219,Mabel Rush Elementary School,Newberg SD 29J,E,540,3,42.96,90.2,English Language Arts,99.2,62.2
1219,Mabel Rush Elementary School,Newberg SD 29J,E,540,3,42.96,90.2,Mathematics,98.4,54.4
1219,Mabel Rush Elementary School,Newberg SD 29J,E,540,3,42.96,90.2,Science,100,78.6
196,Madison Elementary School,Coos Bay SD 9,E,432,3,77.55,78.9,English Language Arts,100,40.2
196,Madison Elementary School,Coos Bay SD 9,E,432,3,77.55,78.9,Mathematics,100,46.1
915,Madison High School,Portland SD 1J,H,1074,1,63.04,71.6,English Language Arts,70,47.3
915,Madison High School,Portland SD 1J,H,1074,1,63.04,71.6,Mathematics,69.6,25.3
915,Madison High School,Portland SD 1J,H,1074,1,63.04,71.6,Science,,95
520,Madison Middle School,Eugene SD 4J,M,459,1,48.15,77.3,English Language Arts,98.3,55.2
520,Madison Middle School,Eugene SD 4J,M,459,1,48.15,77.3,Mathematics,97.9,41.6
520,Madison Middle School,Eugene SD 4J,M,459,1,48.15,77.3,Science,97.8,79.4
434,Madras High School,Jefferson County SD 509J,H,812,1,70.57,65.4,English Language Arts,95.8,57.1
434,Madras High School,Jefferson County SD 509J,H,812,1,70.57,65.4,Mathematics,94.6,13.8
434,Madras High School,Jefferson County SD 509J,H,812,1,70.57,65.4,Science,,95
450,Madrona Elementary School,Three Rivers/Josephine County SD,E,380,1,66.58,86.3,English Language Arts,100,39.2
450,Madrona Elementary School,Three Rivers/Josephine County SD,E,380,1,66.58,86.3,Mathematics,100,28.4
450,Madrona Elementary School,Three Rivers/Josephine County SD,E,380,1,66.58,86.3,Science,100,70
4593,Madrone Trail Public Charter School,Medford SD 549C,E,239,2,45.61,87.7,English Language Arts,89.3,47.9
4593,Madrone Trail Public Charter School,Medford SD 549C,E,239,2,45.61,87.7,Mathematics,89.3,40.1
4593,Madrone Trail Public Charter School,Medford SD 549C,E,239,2,45.61,87.7,Science,98.4,65.1
586,Malabon Elementary School,Bethel SD 52,E,349,3,66.76,81.8,English Language Arts,96.9,53.5
586,Malabon Elementary School,Bethel SD 52,E,349,3,66.76,81.8,Mathematics,95.6,51
586,Malabon Elementary School,Bethel SD 52,E,349,3,66.76,81.8,Science,94,74.5
475,Malin Elementary School,Klamath County SD,E,134,3,76.87,91.3,English Language Arts,100,47.4
475,Malin Elementary School,Klamath County SD,E,134,3,76.87,91.3,Mathematics,100,33.3
475,Malin Elementary School,Klamath County SD,E,134,3,76.87,91.3,Science,100,33.3
451,Manzanita Elementary School,Three Rivers/Josephine County SD,E,369,2,66.67,83.6,English Language Arts,99.5,56.3
451,Manzanita Elementary School,Three Rivers/Josephine County SD,E,369,2,66.67,83.6,Mathematics,99.5,42.6
451,Manzanita Elementary School,Three Rivers/Josephine County SD,E,369,2,66.67,83.6,Science,100,80
550,Maple Elementary School,Springfield SD 19,E,337,3,88.13,87.7,English Language Arts,100,41.7
550,Maple Elementary School,Springfield SD 19,E,337,3,88.13,87.7,Mathematics,100,35.4
550,Maple Elementary School,Springfield SD 19,E,337,3,88.13,87.7,Science,100,65
568,Mapleton Elementary School,Mapleton SD 32,E,81,2,77.78,79.7,English Language Arts,95.8,32.6
568,Mapleton Elementary School,Mapleton SD 32,E,81,2,77.78,79.7,Mathematics,93.8,20
568,Mapleton Elementary School,Mapleton SD 32,E,81,2,77.78,79.7,Science,80,50
569,Mapleton Jr/Sr High School,Mapleton SD 32,H,68,2,79.41,81.4,English Language Arts,94.6,40
569,Mapleton Jr/Sr High School,Mapleton SD 32,H,68,2,79.41,81.4,Mathematics,94.6,22.9
569,Mapleton Jr/Sr High School,Mapleton SD 32,H,68,2,79.41,81.4,Science,100,40.7
873,Maplewood Elementary School,Portland SD 1J,E,329,2,21.58,89.9,English Language Arts,95.3,59.4
873,Maplewood Elementary School,Portland SD 1J,E,329,2,21.58,89.9,Mathematics,95.3,63.6
873,Maplewood Elementary School,Portland SD 1J,E,329,2,21.58,89.9,Science,97.8,86.4
603,Marcola Elementary School,Marcola SD 79J,E,123,1,64.23,95,English Language Arts,97.4,35.5
603,Marcola Elementary School,Marcola SD 79J,E,123,1,64.23,95,Mathematics,97.4,28.9
603,Marcola Elementary School,Marcola SD 79J,E,123,1,64.23,95,Science,,95
948,Margaret Scott Elementary School,Reynolds SD 7,E,488,1,76.43,85.8,English Language Arts,99.1,33.2
948,Margaret Scott Elementary School,Reynolds SD 7,E,488,1,76.43,85.8,Mathematics,98.2,29.5
948,Margaret Scott Elementary School,Reynolds SD 7,E,488,1,76.43,85.8,Science,100,30.8
656,Mari-Linn Elementary School,North Santiam SD 29J,E,197,1,60.91,84.6,English Language Arts,95.3,52
656,Mari-Linn Elementary School,North Santiam SD 29J,E,197,1,60.91,84.6,Mathematics,97.7,45.2
656,Mari-Linn Elementary School,North Santiam SD 29J,E,197,1,60.91,84.6,Science,100,80.4
715,Mark Twain Middle School,Silver Falls SD 4J,M,294,1,47.96,81.7,English Language Arts,99.3,56.9
715,Mark Twain Middle School,Silver Falls SD 4J,M,294,1,47.96,81.7,Mathematics,98.6,34.3
715,Mark Twain Middle School,Silver Falls SD 4J,M,294,1,47.96,81.7,Science,99.3,47.5
1278,Markham Elementary School,Portland SD 1J,E,386,4,57.25,87.5,English Language Arts,96.7,64.8
1278,Markham Elementary School,Portland SD 1J,E,386,4,57.25,87.5,Mathematics,96.1,53.5
1278,Markham Elementary School,Portland SD 1J,E,386,4,57.25,87.5,Science,100,70.6
1338,Marshall High School,Bend-LaPine Administrative SD 1,H,164,1,73.78,19.5,English Language Arts,84.1,45.9
1338,Marshall High School,Bend-LaPine Administrative SD 1,H,164,1,73.78,19.5,Mathematics,95.5,7.1
1338,Marshall High School,Bend-LaPine Administrative SD 1,H,164,1,73.78,19.5,Science,,
201,Marshfield Senior High School,Coos Bay SD 9,H,1010,1,56.44,76,English Language Arts,98,54.7
201,Marshfield Senior High School,Coos Bay SD 9,H,1010,1,56.44,76,Mathematics,97.7,20.8
201,Marshfield Senior High School,Coos Bay SD 9,H,1010,1,56.44,76,Science,98.5,56.3
1137,Mary Woodward Elementary School,Tigard-Tualatin SD 23J,E,470,1,22.34,94.2,English Language Arts,99.2,72.5
1137,Mary Woodward Elementary School,Tigard-Tualatin SD 23J,E,470,1,22.34,94.2,Mathematics,98.8,62.6
1137,Mary Woodward Elementary School,Tigard-Tualatin SD 23J,E,470,1,22.34,94.2,Science,100,89.2
875,Marysville Elementary School,Portland SD 1J,E,406,2,80.3,88.8,English Language Arts,94.1,48.5
875,Marysville Elementary School,Portland SD 1J,E,406,2,80.3,88.8,Mathematics,94.1,30.9
875,Marysville Elementary School,Portland SD 1J,E,406,2,80.3,88.8,Science,94.3,32.9
1108,Maupin Elementary School,South Wasco County SD 1,E,106,1,62.26,69.8,English Language Arts,100,64.7
1108,Maupin Elementary School,South Wasco County SD 1,E,106,1,62.26,69.8,Mathematics,100,47.1
1108,Maupin Elementary School,South Wasco County SD 1,E,106,1,62.26,69.8,Science,,95
696,May Roberts Elementary School,Ontario SD 8C,E,406,1,92.12,85.2,English Language Arts,100,33.2
696,May Roberts Elementary School,Ontario SD 8C,E,406,1,92.12,85.2,Mathematics,100,32.7
696,May Roberts Elementary School,Ontario SD 8C,E,406,1,92.12,85.2,Science,100,46.8
362,May Street Elementary School,Hood River County SD,E,503,1,47.51,86.8,English Language Arts,94.7,59.7
362,May Street Elementary School,Hood River County SD,E,503,1,47.51,86.8,Mathematics,93.2,46.3
362,May Street Elementary School,Hood River County SD,E,503,1,47.51,86.8,Science,97.8,63.5
488,Mazama High School,Klamath County SD,H,733,1,69.85,93.7,English Language Arts,100,58
488,Mazama High School,Klamath County SD,H,733,1,69.85,93.7,Mathematics,100,20.3
488,Mazama High School,Klamath County SD,H,733,1,69.85,93.7,Science,100,62.9
182,McBride Elementary School,St Helens SD 502,E,634,1,51.1,88.4,English Language Arts,99.2,48.9
182,McBride Elementary School,St Helens SD 502,E,634,1,51.1,88.4,Mathematics,99.2,33.3
182,McBride Elementary School,St Helens SD 502,E,634,1,51.1,88.4,Science,100,81
522,McCornack Elementary School,Eugene SD 4J,E,338,2,68.34,84.6,English Language Arts,99.4,39.5
522,McCornack Elementary School,Eugene SD 4J,E,338,2,68.34,84.6,Mathematics,99.4,26.1
522,McCornack Elementary School,Eugene SD 4J,E,338,2,68.34,84.6,Science,100,46.9
311,McGovern Elementary School,Winston-Dillard SD 116,E,271,2,63.1,86.5,English Language Arts,99.2,35.4
311,McGovern Elementary School,Winston-Dillard SD 116,E,271,2,63.1,86.5,Mathematics,96.7,28.2
311,McGovern Elementary School,Winston-Dillard SD 116,E,271,2,63.1,86.5,Science,100,73.4
1047,McKay Creek Elementary School,Pendleton SD 16,E,350,1,37.71,86.9,English Language Arts,99.4,54.5
1047,McKay Creek Elementary School,Pendleton SD 16,E,350,1,37.71,86.9,Mathematics,98.9,50.8
1047,McKay Creek Elementary School,Pendleton SD 16,E,350,1,37.71,86.9,Science,98.5,70.1
1168,McKay Elementary School,Beaverton SD 48J,E,373,1,56.84,88.9,English Language Arts,97.1,50.9
1168,McKay Elementary School,Beaverton SD 48J,E,373,1,56.84,88.9,Mathematics,96.5,52.1
1168,McKay Elementary School,Beaverton SD 48J,E,373,1,56.84,88.9,Science,96.7,62.1
771,McKay High School,Salem-Keizer SD 24J,H,2225,3,83.01,67.3,English Language Arts,95.7,67.7
771,McKay High School,Salem-Keizer SD 24J,H,2225,3,83.01,67.3,Mathematics,91.9,15.3
771,McKay High School,Salem-Keizer SD 24J,H,2225,3,83.01,67.3,Science,76.3,60.4
593,McKenzie Elementary School,McKenzie SD 68,E,153,2,,71,English Language Arts,100,45.7
593,McKenzie Elementary School,McKenzie SD 68,E,153,2,,71,Mathematics,92.4,32
593,McKenzie Elementary School,McKenzie SD 68,E,153,2,,71,Science,100,59.4
594,McKenzie High School,McKenzie SD 68,H,70,1,,75.4,English Language Arts,93.8,73.3
594,McKenzie High School,McKenzie SD 68,H,70,1,,75.4,Mathematics,93.8,33.3
594,McKenzie High School,McKenzie SD 68,H,70,1,,75.4,Science,87.5,64.3
1169,McKinley Elementary School,Beaverton SD 48J,E,653,2,60.95,88.9,English Language Arts,99.4,45.5
1169,McKinley Elementary School,Beaverton SD 48J,E,653,2,60.95,88.9,Mathematics,99.1,41.5
1169,McKinley Elementary School,Beaverton SD 48J,E,653,2,60.95,88.9,Science,100,48.3
750,McKinley Elementary School,Salem-Keizer SD 24J,E,334,5,53.29,82.8,English Language Arts,98.8,66.9
750,McKinley Elementary School,Salem-Keizer SD 24J,E,334,5,53.29,82.8,Mathematics,98.8,54.7
750,McKinley Elementary School,Salem-Keizer SD 24J,E,334,5,53.29,82.8,Science,100,70.9
1064,McLoughlin High School,Milton-Freewater Unified SD 7,H,527,1,68.88,87.1,English Language Arts,86.3,29
1064,McLoughlin High School,Milton-Freewater Unified SD 7,H,527,1,68.88,87.1,Mathematics,,5
1064,McLoughlin High School,Milton-Freewater Unified SD 7,H,527,1,68.88,87.1,Science,96.9,55.3
422,McLoughlin Middle School,Medford SD 549C,M,801,1,61.3,78.8,English Language Arts,99.6,50.9
422,McLoughlin Middle School,Medford SD 549C,M,801,1,61.3,78.8,Mathematics,99.3,34.8
422,McLoughlin Middle School,Medford SD 549C,M,801,1,61.3,78.8,Science,100,73.9
1234,McMinnville High School,McMinnville SD 40,H,2055,2,45.64,78.8,English Language Arts,95.3,72.8
1234,McMinnville High School,McMinnville SD 40,H,2055,2,45.64,78.8,Mathematics,94.4,34.6
1234,McMinnville High School,McMinnville SD 40,H,2055,2,45.64,78.8,Science,94.4,64.2
1032,McNary Heights Elementary School,Umatilla SD 6R,E,664,1,76.51,80.3,English Language Arts,99,23
1032,McNary Heights Elementary School,Umatilla SD 6R,E,664,1,76.51,80.3,Mathematics,99,19.3
1032,McNary Heights Elementary School,Umatilla SD 6R,E,664,1,76.51,80.3,Science,99,36.8
772,McNary High School,Salem-Keizer SD 24J,H,2055,1,54.5,73.9,English Language Arts,98.3,76.3
772,McNary High School,Salem-Keizer SD 24J,H,2055,1,54.5,73.9,Mathematics,94.9,33.3
772,McNary High School,Salem-Keizer SD 24J,H,2055,1,54.5,73.9,Science,98.7,48.6
1182,Meadow Park Middle School,Beaverton SD 48J,M,832,1,43.15,85.4,English Language Arts,97.7,60.5
1182,Meadow Park Middle School,Beaverton SD 48J,M,832,1,43.15,85.4,Mathematics,98.5,52.5
1182,Meadow Park Middle School,Beaverton SD 48J,M,832,1,43.15,85.4,Science,,5
2264,Meadow View School,Bethel SD 52,E,794,1,37.28,87.8,English Language Arts,97.9,56.8
2264,Meadow View School,Bethel SD 52,E,794,1,37.28,87.8,Mathematics,97.9,42.5
2264,Meadow View School,Bethel SD 52,E,794,1,37.28,87.8,Science,99.4,72.3
274,Melrose Elementary School,Douglas County SD 4,E,307,1,36.81,90.9,English Language Arts,100,44.4
274,Melrose Elementary School,Douglas County SD 4,E,307,1,36.81,90.9,Mathematics,100,46.5
274,Melrose Elementary School,Douglas County SD 4,E,307,1,36.81,90.9,Science,100,80.8
1230,Memorial Elementary School,McMinnville SD 40,E,536,7,44.03,88.8,English Language Arts,97.4,65.9
1230,Memorial Elementary School,McMinnville SD 40,E,536,7,44.03,88.8,Mathematics,98.1,68.5
1230,Memorial Elementary School,McMinnville SD 40,E,536,7,44.03,88.8,Science,100,86.7
642,Memorial Middle School,Greater Albany Public SD 8J,M,556,1,44.24,88.3,English Language Arts,98.7,54.6
642,Memorial Middle School,Greater Albany Public SD 8J,M,556,1,44.24,88.3,Mathematics,98.5,41.9
642,Memorial Middle School,Greater Albany Public SD 8J,M,556,1,44.24,88.3,Science,97.8,68.7
976,Menlo Park Elementary School,David Douglas SD 40,E,587,2,78.19,79.3,English Language Arts,100,51.6
976,Menlo Park Elementary School,David Douglas SD 40,E,587,2,78.19,79.3,Mathematics,99.6,39
976,Menlo Park Elementary School,David Douglas SD 40,E,587,2,78.19,79.3,Science,98.8,39
476,Merrill Elementary School,Klamath County SD,E,132,2,71.21,92.4,English Language Arts,100,62.3
476,Merrill Elementary School,Klamath County SD,E,132,2,71.21,92.4,Mathematics,100,42.9
476,Merrill Elementary School,Klamath County SD,E,132,2,71.21,92.4,Science,100,36.8
431,Metolius Elementary School,Jefferson County SD 509J,E,317,1,79.5,80,English Language Arts,100,34.6
431,Metolius Elementary School,Jefferson County SD 509J,E,317,1,79.5,80,Mathematics,100,23.5
431,Metolius Elementary School,Jefferson County SD 509J,E,317,1,79.5,80,Science,100,63.3
4740,Metro East Web Academy,Gresham-Barlow SD 10J,H,414,0,,81,English Language Arts,98.1,58.7
4740,Metro East Web Academy,Gresham-Barlow SD 10J,H,414,0,,81,Mathematics,98.7,26.3
4740,Metro East Web Academy,Gresham-Barlow SD 10J,H,414,0,,81,Science,98.6,52.2
916,Metropolitan Learning Center,Portland SD 1J,H,436,5,20.18,92.8,English Language Arts,58.6,64.7
916,Metropolitan Learning Center,Portland SD 1J,H,436,5,20.18,92.8,Mathematics,56.8,48.3
916,Metropolitan Learning Center,Portland SD 1J,H,436,5,20.18,92.8,Science,50.5,62.5
1140,Metzger Elementary School,Tigard-Tualatin SD 23J,E,648,3,56.64,88.5,English Language Arts,100,43.6
1140,Metzger Elementary School,Tigard-Tualatin SD 23J,E,648,3,56.64,88.5,Mathematics,100,42.5
1140,Metzger Elementary School,Tigard-Tualatin SD 23J,E,648,3,56.64,88.5,Science,100,62.7
363,Mid Valley Elementary School,Hood River County SD,E,489,1,83.23,88.8,English Language Arts,99.1,33.3
363,Mid Valley Elementary School,Hood River County SD,E,489,1,83.23,88.8,Mathematics,98.3,35.4
363,Mid Valley Elementary School,Hood River County SD,E,489,1,83.23,88.8,Science,100,63
3222,Middleton Elementary School,Sherwood SD 88J,E,491,2,7.33,94.6,English Language Arts,96.5,81
3222,Middleton Elementary School,Sherwood SD 88J,E,491,2,7.33,94.6,Mathematics,96.9,70.3
3222,Middleton Elementary School,Sherwood SD 88J,E,491,2,7.33,94.6,Science,94,81
977,Mill Park Elementary School,David Douglas SD 40,E,591,4,87.82,87,English Language Arts,99.7,22
977,Mill Park Elementary School,David Douglas SD 40,E,591,4,87.82,87,Mathematics,98.6,17.3
977,Mill Park Elementary School,David Douglas SD 40,E,591,4,87.82,87,Science,100,33.3
3215,Miller Elementary School,Salem-Keizer SD 24J,E,425,3,72.24,80.9,English Language Arts,99.5,45
3215,Miller Elementary School,Salem-Keizer SD 24J,E,425,3,72.24,80.9,Mathematics,98.6,34.9
3215,Miller Elementary School,Salem-Keizer SD 24J,E,425,3,72.24,80.9,Science,98.7,51.4
197,Millicoma School,Coos Bay SD 9,E,468,1,60.04,82.8,English Language Arts,99.6,43.4
197,Millicoma School,Coos Bay SD 9,E,468,1,60.04,82.8,Mathematics,99.1,33.6
197,Millicoma School,Coos Bay SD 9,E,468,1,60.04,82.8,Science,98.4,44.4
461,Mills Elementary School,Klamath Falls City Schools,E,412,4,91.26,79.7,English Language Arts,98.6,22.7
461,Mills Elementary School,Klamath Falls City Schools,E,412,4,91.26,79.7,Mathematics,98.1,26.6
461,Mills Elementary School,Klamath Falls City Schools,E,412,4,91.26,79.7,Science,100,57.4
4369,Milwaukie Academy of the Arts,North Clackamas SD 12,H,327,1,,82.6,English Language Arts,94.1,82.8
4369,Milwaukie Academy of the Arts,North Clackamas SD 12,H,327,1,,82.6,Mathematics,94.1,28.1
4369,Milwaukie Academy of the Arts,North Clackamas SD 12,H,327,1,,82.6,Science,73.5,94
73,Milwaukie Elementary School,North Clackamas SD 12,E,154,3,47.4,88.8,English Language Arts,97.5,54.5
73,Milwaukie Elementary School,North Clackamas SD 12,E,154,3,47.4,88.8,Mathematics,98.7,53.8
73,Milwaukie Elementary School,North Clackamas SD 12,E,154,3,47.4,88.8,Science,100,84
86,Milwaukie High School,North Clackamas SD 12,H,1076,1,77.6,79.8,English Language Arts,97.3,61.6
86,Milwaukie High School,North Clackamas SD 12,H,1076,1,77.6,79.8,Mathematics,98.4,14.6
86,Milwaukie High School,North Clackamas SD 12,H,1076,1,77.6,79.8,Science,53.3,80.3
1116,Minter Bridge Elementary School,Hillsboro SD 1J,E,514,1,51.56,93.7,English Language Arts,98.5,54.3
1116,Minter Bridge Elementary School,Hillsboro SD 1J,E,514,1,51.56,93.7,Mathematics,98.1,45.1
1116,Minter Bridge Elementary School,Hillsboro SD 1J,E,514,1,51.56,93.7,Science,100,45.5
176,Mist Elementary School,Vernonia SD 47J,E,19,1,,95,English Language Arts,100,62.5
176,Mist Elementary School,Vernonia SD 47J,E,19,1,,95,Mathematics,87.5,42.9
3404,Mitchell School,Mitchell SD 55,H,64,1,,84.6,English Language Arts,85.3,65.5
3404,Mitchell School,Mitchell SD 55,H,64,1,,84.6,Mathematics,82.4,53.6
3404,Mitchell School,Mitchell SD 55,H,64,1,,84.6,Science,73.7,50
604,Mohawk High School,Marcola SD 79J,H,97,1,45.36,95,English Language Arts,100,54.7
604,Mohawk High School,Marcola SD 79J,H,97,1,45.36,95,Mathematics,100,11.3
604,Mohawk High School,Marcola SD 79J,H,97,1,45.36,95,Science,100,50
94,Molalla Elementary School,Molalla River SD 35,E,447,3,73.6,87.4,English Language Arts,98.5,35.7
94,Molalla Elementary School,Molalla River SD 35,E,447,3,73.6,87.4,Mathematics,99,39
94,Molalla Elementary School,Molalla River SD 35,E,447,3,73.6,87.4,Science,100,71.2
142,Molalla High School,Molalla River SD 35,H,741,1,43.05,75.7,English Language Arts,98.2,75.8
142,Molalla High School,Molalla River SD 35,H,741,1,43.05,75.7,Mathematics,94.6,20.8
142,Molalla High School,Molalla River SD 35,H,741,1,43.05,75.7,Science,97.6,44.5
4745,Molalla River Academy,Molalla River SD 35,E,195,0,,87.5,English Language Arts,73,40.2
4745,Molalla River Academy,Molalla River SD 35,E,195,0,,87.5,Mathematics,74.2,38
4745,Molalla River Academy,Molalla River SD 35,E,195,0,,87.5,Science,97.4,67.6
95,Molalla River Middle School,Molalla River SD 35,M,504,1,63.89,79.2,English Language Arts,99.2,47.8
95,Molalla River Middle School,Molalla River SD 35,M,504,1,63.89,79.2,Mathematics,99,32.7
95,Molalla River Middle School,Molalla River SD 35,M,504,1,63.89,79.2,Science,100,69.2
999,Monmouth Elementary School,Central SD 13J,E,547,4,55.94,82,English Language Arts,98.9,36.5
999,Monmouth Elementary School,Central SD 13J,E,547,4,55.94,82,Mathematics,97,37.5
999,Monmouth Elementary School,Central SD 13J,E,547,4,55.94,82,Science,98.8,56.1
1321,Monroe Grade School,Monroe SD 1J,E,311,1,63.34,82.9,English Language Arts,100,41.9
1321,Monroe Grade School,Monroe SD 1J,E,311,1,63.34,82.9,Mathematics,100,32.5
1321,Monroe Grade School,Monroe SD 1J,E,311,1,63.34,82.9,Science,100,81.3
43,Monroe High School,Monroe SD 1J,H,128,1,55.47,78,English Language Arts,96.9,41.9
43,Monroe High School,Monroe SD 1J,H,128,1,55.47,78,Mathematics,100,25
43,Monroe High School,Monroe SD 1J,H,128,1,55.47,78,Science,,95
524,Monroe Middle School,Eugene SD 4J,M,506,1,39.72,88,English Language Arts,86.4,58.4
524,Monroe Middle School,Eugene SD 4J,M,506,1,39.72,88,Mathematics,93.3,40.6
524,Monroe Middle School,Eugene SD 4J,M,506,1,39.72,88,Science,96.9,61
2258,Monroe School,ODE YCEP District,H,27,1,,95,English Language Arts,,
2258,Monroe School,ODE YCEP District,H,27,1,,95,Mathematics,,
2258,Monroe School,ODE YCEP District,H,27,1,,95,Science,,
1170,Montclair Elementary School,Beaverton SD 48J,E,358,2,29.61,94,English Language Arts,99.5,68.9
1170,Montclair Elementary School,Beaverton SD 48J,E,358,2,29.61,94,Mathematics,98.4,62.8
1170,Montclair Elementary School,Beaverton SD 48J,E,358,2,29.61,94,Science,98.3,89.7
3350,Monument School,Monument SD 8,H,59,1,,78.6,English Language Arts,100,74.2
3350,Monument School,Monument SD 8,H,59,1,,78.6,Mathematics,100,35.5
3350,Monument School,Monument SD 8,H,59,1,,78.6,Science,93.3,92.9
1117,Mooberry Elementary School,Hillsboro SD 1J,E,458,1,72.93,93.1,English Language Arts,99.2,35.8
1117,Mooberry Elementary School,Hillsboro SD 1J,E,458,1,72.93,93.1,Mathematics,97.3,30.5
1117,Mooberry Elementary School,Hillsboro SD 1J,E,458,1,72.93,93.1,Science,100,32
753,Morningside Elementary School,Salem-Keizer SD 24J,E,386,3,58.03,83.1,English Language Arts,96.9,64.7
753,Morningside Elementary School,Salem-Keizer SD 24J,E,386,3,58.03,83.1,Mathematics,97.9,54.8
753,Morningside Elementary School,Salem-Keizer SD 24J,E,386,3,58.03,83.1,Science,98.3,80.7
1095,Mosier Community School,North Wasco County SD 21,E,136,2,43.38,82.1,English Language Arts,95.9,47.9
1095,Mosier Community School,North Wasco County SD 21,E,136,2,43.38,82.1,Mathematics,94.6,52.2
1095,Mosier Community School,North Wasco County SD 21,E,136,2,43.38,82.1,Science,92.6,68
4849,Mosier Middle School,North Wasco County SD 21,M,80,0,48.75,87.3,English Language Arts,93.8,58.1
4849,Mosier Middle School,North Wasco County SD 21,M,80,0,48.75,87.3,Mathematics,91.3,43.1
4849,Mosier Middle School,North Wasco County SD 21,M,80,0,48.75,87.3,Science,96,91.3
1264,Mount Scott Elementary School,North Clackamas SD 12,E,358,2,34.08,91.1,English Language Arts,100,60.6
1264,Mount Scott Elementary School,North Clackamas SD 12,E,358,2,34.08,91.1,Mathematics,99.4,56.6
1264,Mount Scott Elementary School,North Clackamas SD 12,E,358,2,34.08,91.1,Science,100,70.2
5252,Mountain View Academy,Lowell SD 71,E,92,0,35.87,93.2,English Language Arts,97.7,67.4
5252,Mountain View Academy,Lowell SD 71,E,92,0,35.87,93.2,Mathematics,97.7,65.1
5252,Mountain View Academy,Lowell SD 71,E,92,0,35.87,93.2,Science,,95
1183,Mountain View Middle School,Beaverton SD 48J,M,876,0,55.59,82,English Language Arts,99.2,51.8
1183,Mountain View Middle School,Beaverton SD 48J,M,876,0,55.59,82,Mathematics,98.9,35.8
1183,Mountain View Middle School,Beaverton SD 48J,M,876,0,55.59,82,Science,,
1221,Mountain View Middle School,Newberg SD 29J,M,529,2,41.4,85.8,English Language Arts,97.9,60.4
1221,Mountain View Middle School,Newberg SD 29J,M,529,2,41.4,85.8,Mathematics,97.1,38.6
1221,Mountain View Middle School,Newberg SD 29J,M,529,2,41.4,85.8,Science,99.4,73.4
252,Mountain View Senior High School,Bend-LaPine Administrative SD 1,H,1357,1,42.96,69.5,English Language Arts,89.4,81.6
252,Mountain View Senior High School,Bend-LaPine Administrative SD 1,H,1357,1,42.96,69.5,Mathematics,85.8,46.8
252,Mountain View Senior High School,Bend-LaPine Administrative SD 1,H,1357,1,42.96,69.5,Science,,95
792,Mt Angel Middle School,Mt Angel SD 91,M,154,1,65.58,93.8,English Language Arts,100,65.1
792,Mt Angel Middle School,Mt Angel SD 91,M,154,1,65.58,93.8,Mathematics,100,45.4
792,Mt Angel Middle School,Mt Angel SD 91,M,154,1,65.58,93.8,Science,100,51
877,Mt Tabor Middle School,Portland SD 1J,M,662,1,28.1,94.2,English Language Arts,95.8,75.6
877,Mt Tabor Middle School,Portland SD 1J,M,662,1,28.1,94.2,Mathematics,94.9,64.3
877,Mt Tabor Middle School,Portland SD 1J,M,662,1,28.1,94.2,Science,96,84.7
554,Mt Vernon Elementary School,Springfield SD 19,E,527,3,71.16,84.6,English Language Arts,94.7,37.7
554,Mt Vernon Elementary School,Springfield SD 19,E,527,3,71.16,84.6,Mathematics,94.3,36.8
554,Mt Vernon Elementary School,Springfield SD 19,E,527,3,71.16,84.6,Science,94.9,52.1
37,Mt View Elementary School,Corvallis SD 509J,E,322,1,46.89,84.9,English Language Arts,100,54.1
37,Mt View Elementary School,Corvallis SD 509J,E,322,1,46.89,84.9,Mathematics,99.3,46.2
37,Mt View Elementary School,Corvallis SD 509J,E,322,1,46.89,84.9,Science,97.7,74.4
121,Mulino Elementary School,Molalla River SD 35,E,300,1,47.33,88.9,English Language Arts,97.6,45.5
121,Mulino Elementary School,Molalla River SD 35,E,300,1,47.33,88.9,Mathematics,97.6,37.4
121,Mulino Elementary School,Molalla River SD 35,E,300,1,47.33,88.9,Science,100,66.7
