SchoolID,SchoolYearStart,CountyID,DistrictID,Enrollment,DistrictEnrollment,CountyEnrollment,FreeLunches,DistrictFreeLunches,CountyFreeLunches,ReducedLunches,DistrictReducedLunches,CountyReducedLunches,EligibleStudents,DistrictEligibleStudents,CountyEligibleStudents,PercentEligible,DistrictPercentEligible,CountyPercentEligible,County,District,School,Spacer
3536,7/1/14,34,2239,520,20884,85670,137,8258,28924,38,1360,4603,175,9618,33527,33.65,46.05,39.14,Washington,Hillsboro SD 1J,Imlay Elementary School,
3160,7/1/14,34,2239,603,20884,85670,165,8258,28924,43,1360,4603,208,9618,33527,34.49,46.05,39.14,Washington,Hillsboro SD 1J,Orenco Elementary School,
1189,7/1/14,34,2239,281,20884,85670,82,8258,28924,15,1360,4603,97,9618,33527,34.52,46.05,39.14,Washington,Hillsboro SD 1J,Farmington View Elementary School,
1111,7/1/14,34,2239,360,20884,85670,114,8258,28924,14,1360,4603,128,9618,33527,35.56,46.05,39.14,Washington,Hillsboro SD 1J,West Union Elementary School,
1200,7/1/14,34,2239,1652,20884,85670,520,8258,28924,87,1360,4603,607,9618,33527,36.74,46.05,39.14,Washington,Hillsboro SD 1J,Glencoe High School,
4643,7/1/14,34,2239,475,20884,85670,154,8258,28924,22,1360,4603,176,9618,33527,37.05,46.05,39.14,Washington,Hillsboro SD 1J,Quatama Elementary School,
1368,7/1/14,34,2239,1634,20884,85670,473,8258,28924,133,1360,4603,606,9618,33527,37.09,46.05,39.14,Washington,Hillsboro SD 1J,Century High School,
1150,7/1/14,34,2239,512,20884,85670,152,8258,28924,39,1360,4603,191,9618,33527,37.3,46.05,39.14,Washington,Hillsboro SD 1J,Ladd Acres Elementary School,
1110,7/1/14,34,2239,459,20884,85670,158,8258,28924,16,1360,4603,174,9618,33527,37.91,46.05,39.14,Washington,Hillsboro SD 1J,Lenox Elementary School,
1302,7/1/14,34,2239,478,20884,85670,147,8258,28924,35,1360,4603,182,9618,33527,38.08,46.05,39.14,Washington,Hillsboro SD 1J,Tobias Elementary School,
1196,7/1/14,34,2239,712,20884,85670,226,8258,28924,57,1360,4603,283,9618,33527,39.75,46.05,39.14,Washington,Hillsboro SD 1J,R A Brown Middle School,
1148,7/1/14,34,2239,501,20884,85670,163,8258,28924,41,1360,4603,204,9618,33527,40.72,46.05,39.14,Washington,Hillsboro SD 1J,Indian Hills Elementary School,
4018,7/1/14,34,2239,1530,20884,85670,522,8258,28924,101,1360,4603,623,9618,33527,40.72,46.05,39.14,Washington,Hillsboro SD 1J,Liberty High School,
1197,7/1/14,34,2239,842,20884,85670,294,8258,28924,53,1360,4603,347,9618,33527,41.21,46.05,39.14,Washington,Hillsboro SD 1J,Evergreen Jr High School,
1199,7/1/14,34,2239,772,20884,85670,292,8258,28924,51,1360,4603,343,9618,33527,44.43,46.05,39.14,Washington,Hillsboro SD 1J,J W Poynter Middle School,
1201,7/1/14,34,2239,1366,20884,85670,591,8258,28924,113,1360,4603,704,9618,33527,51.54,46.05,39.14,Washington,Hillsboro SD 1J,Hillsboro High School,
1116,7/1/14,34,2239,514,20884,85670,234,8258,28924,31,1360,4603,265,9618,33527,51.56,46.05,39.14,Washington,Hillsboro SD 1J,Minter Bridge Elementary School,
1147,7/1/14,34,2239,388,20884,85670,183,8258,28924,35,1360,4603,218,9618,33527,56.19,46.05,39.14,Washington,Hillsboro SD 1J,Butternut Creek Elementary School,
1198,7/1/14,34,2239,723,20884,85670,358,8258,28924,49,1360,4603,407,9618,33527,56.29,46.05,39.14,Washington,Hillsboro SD 1J,South Meadows Middle School,
4703,7/1/14,34,2239,401,20884,85670,187,8258,28924,42,1360,4603,229,9618,33527,57.11,46.05,39.14,Washington,Hillsboro SD 1J,Rosedale Elementary School,
1112,7/1/14,34,2239,384,20884,85670,214,8258,28924,27,1360,4603,241,9618,33527,62.76,46.05,39.14,Washington,Hillsboro SD 1J,Brookwood Elementary School,
4641,7/1/14,34,2239,438,20884,85670,265,8258,28924,41,1360,4603,306,9618,33527,69.86,46.05,39.14,Washington,Hillsboro SD 1J,Free Orchards Elementary School,
1117,7/1/14,34,2239,458,20884,85670,304,8258,28924,30,1360,4603,334,9618,33527,72.93,46.05,39.14,Washington,Hillsboro SD 1J,Mooberry Elementary School,
1151,7/1/14,34,2239,595,20884,85670,402,8258,28924,34,1360,4603,436,9618,33527,73.28,46.05,39.14,Washington,Hillsboro SD 1J,Witch Hazel Elementary School,
1115,7/1/14,34,2239,520,20884,85670,352,8258,28924,33,1360,4603,385,9618,33527,74.04,46.05,39.14,Washington,Hillsboro SD 1J,Eastwood Elementary School,
1114,7/1/14,34,2239,460,20884,85670,325,8258,28924,37,1360,4603,362,9618,33527,78.7,46.05,39.14,Washington,Hillsboro SD 1J,W Verne McKinney Elementary School,
1149,7/1/14,34,2239,234,20884,85670,179,8258,28924,13,1360,4603,192,9618,33527,82.05,46.05,39.14,Washington,Hillsboro SD 1J,Reedville Elementary School,
1119,7/1/14,34,2239,416,20884,85670,310,8258,28924,33,1360,4603,343,9618,33527,82.45,46.05,39.14,Washington,Hillsboro SD 1J,W L Henry Elementary School,
4642,7/1/14,34,2239,568,20884,85670,450,8258,28924,43,1360,4603,493,9618,33527,86.8,46.05,39.14,Washington,Hillsboro SD 1J,Lincoln Street Elementary School,
2300,7/1/14,14,2024,20,4146,4127,,2077,2077,,327,327,17,2404,2404,,57.98,58.25,Hood River,Hood River County SD,The Next Door,
2804,7/1/14,14,2024,,4146,4127,,2077,2077,,327,327,0,2404,2404,0,57.98,58.25,Hood River,Hood River County SD,Hood River County Jail,
361,7/1/14,14,2024,516,4146,4127,204,2077,2077,29,327,327,233,2404,2404,45.16,57.98,58.25,Hood River,Hood River County SD,Hood River Middle School,
366,7/1/14,14,2024,498,4146,4127,189,2077,2077,47,327,327,236,2404,2404,47.39,57.98,58.25,Hood River,Hood River County SD,Westside Elementary School,
362,7/1/14,14,2024,503,4146,4127,210,2077,2077,29,327,327,239,2404,2404,47.51,57.98,58.25,Hood River,Hood River County SD,May Street Elementary School,
369,7/1/14,14,2024,1358,4146,4127,632,2077,2077,107,327,327,739,2404,2404,54.42,57.98,58.25,Hood River,Hood River County SD,Hood River Valley High School,
364,7/1/14,14,2024,242,4146,4127,163,2077,2077,9,327,327,172,2404,2404,71.07,57.98,58.25,Hood River,Hood River County SD,Parkdale Elementary School,
367,7/1/14,14,2024,435,4146,4127,273,2077,2077,40,327,327,313,2404,2404,71.95,57.98,58.25,Hood River,Hood River County SD,WyEast Middle School,
3372,7/1/14,14,2024,66,4146,4127,41,2077,2077,7,327,327,48,2404,2404,72.73,57.98,58.25,Hood River,Hood River County SD,Cascade Locks School,
363,7/1/14,14,2024,489,4146,4127,348,2077,2077,59,327,327,407,2404,2404,83.23,57.98,58.25,Hood River,Hood River County SD,Mid Valley Elementary School,
3351,7/1/14,1,1895,64,64,2675,42,42,983,7,7,175,49,49,1158,76.56,76.56,43.29,Baker,Huntington SD 16J,Huntington School,
1079,7/1/14,31,2215,325,325,3806,103,103,1770,35,35,323,138,138,2093,42.46,42.46,54.99,Union,Imbler SD 11,Imbler Charter School,
4846,7/1/14,30,2200,11,11,13686,,,7408,,,1355,0,0,8763,,,64.03,Umatilla,InterMountain ESD,Lifeways Inc,
2371,7/1/14,30,2200,,11,13686,,,7408,,,1355,0,0,8763,0,,64.03,Umatilla,InterMountain ESD,Eastern Oregon Regional Program,
2324,7/1/14,30,2366,,,13686,,,7408,,,1355,0,,8763,0,,64.03,Umatilla,InterMountain ESD EI/ECSE-Umatilla (Area 1),Malheur ESD EI/ECSE,
3363,7/1/14,25,3997,210,210,2393,72,72,1413,25,25,294,97,97,1707,46.19,46.19,71.33,Morrow,Ione SD R2,Ione Community Charter School,
3458,7/1/14,16,2053,19,2966,3695,,2081,2514,,195,248,0,2276,2762,,76.74,74.75,Jefferson,Jefferson County SD 509J,Big Muddy Elementary,
2806,7/1/14,16,2053,,2966,3695,,2081,2514,,195,248,0,2276,2762,0,76.74,74.75,Jefferson,Jefferson County SD 509J,Jefferson County Jail,
434,7/1/14,16,2053,812,2966,3695,521,2081,2514,52,195,248,573,2276,2762,70.57,76.74,74.75,Jefferson,Jefferson County SD 509J,Madras High School,
429,7/1/14,16,2053,358,2966,3695,249,2081,2514,18,195,248,267,2276,2762,74.58,76.74,74.75,Jefferson,Jefferson County SD 509J,Buff Intermediate School,
430,7/1/14,16,2053,368,2966,3695,263,2081,2514,19,195,248,282,2276,2762,76.63,76.74,74.75,Jefferson,Jefferson County SD 509J,Madras Primary School,
1773,7/1/14,16,2053,440,2966,3695,317,2081,2514,28,195,248,345,2276,2762,78.41,76.74,74.75,Jefferson,Jefferson County SD 509J,Jefferson County Middle School,
431,7/1/14,16,2053,317,2966,3695,231,2081,2514,21,195,248,252,2276,2762,79.5,76.74,74.75,Jefferson,Jefferson County SD 509J,Metolius Elementary School,
432,7/1/14,16,2053,652,2966,3695,500,2081,2514,57,195,248,557,2276,2762,85.43,76.74,74.75,Jefferson,Jefferson County SD 509J,Warm Springs K-8 Academy,
723,7/1/14,24,2140,299,869,60991,156,458,32986,21,84,4619,177,542,37605,59.2,62.37,61.66,Marion,Jefferson SD 14J,Jefferson High School,
722,7/1/14,24,2140,188,869,60991,89,458,32986,29,84,4619,118,542,37605,62.77,62.37,61.66,Marion,Jefferson SD 14J,Jefferson Middle School,
721,7/1/14,24,2140,382,869,60991,213,458,32986,34,84,4619,247,542,37605,64.66,62.37,61.66,Marion,Jefferson SD 14J,Jefferson Elementary School,
3352,7/1/14,4,1934,137,139,4954,60,60,2258,25,25,466,85,85,2724,62.04,61.15,54.99,Clatsop,Jewell SD 8,Jewell School,
330,7/1/14,12,2008,25,592,879,,238,392,7,80,119,12,318,511,,53.72,58.13,Grant,John Day SD 3,Seneca Elementary School,
2802,7/1/14,12,2008,,592,879,,238,392,,80,119,0,318,511,0,53.72,58.13,Grant,John Day SD 3,Grant County Jail,
331,7/1/14,12,2008,267,592,879,102,238,392,34,80,119,136,318,511,50.94,53.72,58.13,Grant,John Day SD 3,Grant Union Junior/Senior High School,
327,7/1/14,12,2008,300,592,879,131,238,392,39,80,119,170,318,511,56.67,53.72,58.13,Grant,John Day SD 3,Humbolt Elementary School,
691,7/1/14,23,2107,24,81,5007,,,3147,,,405,0,0,3552,,,70.94,Malheur,Jordan Valley SD 3,Jordan Valley Elementary School,
712,7/1/14,23,2107,51,81,5007,,,3147,,,405,0,0,3552,,,70.94,Malheur,Jordan Valley SD 3,Jordan Valley High School,
3132,7/1/14,23,2107,6,81,5007,,,3147,,,405,0,0,3552,,,70.94,Malheur,Jordan Valley SD 3,Rockville Elementary School,
1084,7/1/14,32,2219,3,229,848,,22,243,,10,79,2,32,322,,13.97,37.97,Wallowa,Joseph SD 6,Imnaha Elementary School,
1087,7/1/14,32,2219,226,229,848,21,22,243,9,10,79,30,32,322,13.27,13.97,37.97,Wallowa,Joseph SD 6,Joseph Charter School,
1297,7/1/14,20,2091,123,1690,44726,38,686,20342,12,159,3367,50,845,23709,40.65,50,53.01,Lane,Junction City SD 69,Territorial Elementary School,
597,7/1/14,20,2091,564,1690,44726,190,686,20342,56,159,3367,246,845,23709,43.62,50,53.01,Lane,Junction City SD 69,Junction City High School,
596,7/1/14,20,2091,482,1690,44726,207,686,20342,45,159,3367,252,845,23709,52.28,50,53.01,Lane,Junction City SD 69,Oaklea Middle School,
595,7/1/14,20,2091,521,1690,44726,251,686,20342,46,159,3367,297,845,23709,57.01,50,53.01,Lane,Junction City SD 69,Laurel Elementary School,
700,7/1/14,23,2109,9,9,5007,,,3147,,,405,0,0,3552,,,70.94,Malheur,Juntura SD 12,Juntura Elementary School,
4848,7/1/14,18,2057,87,6386,9369,39,3402,5278,,564,771,43,3966,6049,,62.1,64.56,Klamath,Klamath County SD,Falcon Heights Academy,
471,7/1/14,18,2057,11,6386,9369,,3402,5278,,564,771,9,3966,6049,,62.1,64.56,Klamath,Klamath County SD,Gearhart Elementary School,
472,7/1/14,18,2057,105,6386,9369,83,3402,5278,,564,771,87,3966,6049,,62.1,64.56,Klamath,Klamath County SD,Gilchrist Elementary School,
485,7/1/14,18,2057,672,6386,9369,213,3402,5278,61,564,771,274,3966,6049,40.77,62.1,64.56,Klamath,Klamath County SD,Henley High School,
481,7/1/14,18,2057,356,6386,9369,146,3402,5278,48,564,771,194,3966,6049,54.49,62.1,64.56,Klamath,Klamath County SD,Henley Middle School,
473,7/1/14,18,2057,429,6386,9369,168,3402,5278,66,564,771,234,3966,6049,54.55,62.1,64.56,Klamath,Klamath County SD,Henley Elementary School,
478,7/1/14,18,2057,547,6386,9369,275,3402,5278,46,564,771,321,3966,6049,58.68,62.1,64.56,Klamath,Klamath County SD,Shasta Elementary School,
477,7/1/14,18,2057,579,6386,9369,286,3402,5278,66,564,771,352,3966,6049,60.79,62.1,64.56,Klamath,Klamath County SD,Peterson Elementary School,
4581,7/1/14,18,2057,73,6386,9369,36,3402,5278,10,564,771,46,3966,6049,63.01,62.1,64.56,Klamath,Klamath County SD,Sage Community School,
470,7/1/14,18,2057,455,6386,9369,254,3402,5278,33,564,771,287,3966,6049,63.08,62.1,64.56,Klamath,Klamath County SD,Ferguson Elementary School,
482,7/1/14,18,2057,206,6386,9369,120,3402,5278,12,564,771,132,3966,6049,64.08,62.1,64.56,Klamath,Klamath County SD,Bonanza Junior/Senior High School,
474,7/1/14,18,2057,162,6386,9369,89,3402,5278,15,564,771,104,3966,6049,64.2,62.1,64.56,Klamath,Klamath County SD,Keno Elementary School,
488,7/1/14,18,2057,733,6386,9369,440,3402,5278,72,564,771,512,3966,6049,69.85,62.1,64.56,Klamath,Klamath County SD,Mazama High School,
476,7/1/14,18,2057,132,6386,9369,88,3402,5278,6,564,771,94,3966,6049,71.21,62.1,64.56,Klamath,Klamath County SD,Merrill Elementary School,
480,7/1/14,18,2057,366,6386,9369,233,3402,5278,30,564,771,263,3966,6049,71.86,62.1,64.56,Klamath,Klamath County SD,Brixner Junior High School,
467,7/1/14,18,2057,206,6386,9369,133,3402,5278,17,564,771,150,3966,6049,72.82,62.1,64.56,Klamath,Klamath County SD,Bonanza Elementary School,
486,7/1/14,18,2057,222,6386,9369,155,3402,5278,10,564,771,165,3966,6049,74.32,62.1,64.56,Klamath,Klamath County SD,Lost River High School,
475,7/1/14,18,2057,134,6386,9369,93,3402,5278,10,564,771,103,3966,6049,76.87,62.1,64.56,Klamath,Klamath County SD,Malin Elementary School,
483,7/1/14,18,2057,147,6386,9369,111,3402,5278,7,564,771,118,3966,6049,80.27,62.1,64.56,Klamath,Klamath County SD,Chiloquin High School,
479,7/1/14,18,2057,345,6386,9369,252,3402,5278,30,564,771,282,3966,6049,81.74,62.1,64.56,Klamath,Klamath County SD,Stearns Elementary School,
484,7/1/14,18,2057,93,6386,9369,66,3402,5278,11,564,771,77,3966,6049,82.8,62.1,64.56,Klamath,Klamath County SD,Gilchrist Junior/Senior High School,
468,7/1/14,18,2057,137,6386,9369,113,3402,5278,6,564,771,119,3966,6049,86.86,62.1,64.56,Klamath,Klamath County SD,Chiloquin Elementary School,
1257,7/1/14,18,2056,20,3257,9369,,1876,5278,,207,771,0,2083,6049,,63.95,64.56,Klamath,Klamath Falls City Schools,Klamath Youth Development Center,
2808,7/1/14,18,2056,,3257,9369,,1876,5278,,207,771,0,2083,6049,0,63.95,64.56,Klamath,Klamath Falls City Schools,Klamath County Jail,
465,7/1/14,18,2056,378,3257,9369,159,1876,5278,24,207,771,183,2083,6049,48.41,63.95,64.56,Klamath,Klamath Falls City Schools,Roosevelt Elementary School,
4545,7/1/14,18,2056,225,3257,9369,109,1876,5278,17,207,771,126,2083,6049,56,63.95,64.56,Klamath,Klamath Falls City Schools,EagleRidge High School,
487,7/1/14,18,2056,817,3257,9369,430,1876,5278,40,207,771,470,2083,6049,57.53,63.95,64.56,Klamath,Klamath Falls City Schools,Klamath Union High School,
463,7/1/14,18,2056,659,3257,9369,412,1876,5278,45,207,771,457,2083,6049,69.35,63.95,64.56,Klamath,Klamath Falls City Schools,Ponderosa Middle School,
459,7/1/14,18,2056,411,3257,9369,244,1876,5278,42,207,771,286,2083,6049,69.59,63.95,64.56,Klamath,Klamath Falls City Schools,Joseph Conger Elementary School,
462,7/1/14,18,2056,250,3257,9369,165,1876,5278,20,207,771,185,2083,6049,74,63.95,64.56,Klamath,Klamath Falls City Schools,Pelican Elementary School,
461,7/1/14,18,2056,412,3257,9369,357,1876,5278,19,207,771,376,2083,6049,91.26,63.95,64.56,Klamath,Klamath Falls City Schools,Mills Elementary School,
169,7/1/14,4,2262,139,482,4954,47,196,2258,14,38,466,61,234,2724,43.88,48.55,54.99,Clatsop,Knappa SD 4,Knappa High School,
166,7/1/14,4,2262,343,482,4954,149,196,2258,24,38,466,173,234,2724,50.44,48.55,54.99,Clatsop,Knappa SD 4,Hilda Lahti Elementary School,
1067,7/1/14,31,2212,7,2181,3806,,990,1770,,170,323,0,1160,2093,,53.19,54.99,Union,La Grande SD 1,Grande Ronde Child Ctr,
2819,7/1/14,31,2212,,2181,3806,,990,1770,,170,323,0,1160,2093,0,53.19,54.99,Union,La Grande SD 1,Union County Corrections Facility,
1073,7/1/14,31,2212,607,2181,3806,206,990,1770,52,170,323,258,1160,2093,42.5,53.19,54.99,Union,La Grande SD 1,La Grande High School,
1069,7/1/14,31,2212,257,2181,3806,99,990,1770,18,170,323,117,1160,2093,45.53,53.19,54.99,Union,La Grande SD 1,Island City Elementary School,
1072,7/1/14,31,2212,508,2181,3806,214,990,1770,35,170,323,249,1160,2093,49.02,53.19,54.99,Union,La Grande SD 1,La Grande Middle School,
1066,7/1/14,31,2212,364,2181,3806,191,990,1770,32,170,323,223,1160,2093,61.26,53.19,54.99,Union,La Grande SD 1,Central Elementary School,
1071,7/1/14,31,2212,162,2181,3806,93,990,1770,13,170,323,106,1160,2093,65.43,53.19,54.99,Union,La Grande SD 1,Willow Elementary School,
1068,7/1/14,31,2212,276,2181,3806,187,990,1770,20,170,323,207,1160,2093,75,53.19,54.99,Union,La Grande SD 1,Greenwood Elementary School,
489,7/1/14,19,2059,49,767,1217,12,309,454,,68,93,16,377,547,,49.15,44.95,Lake,Lake County SD 7,Union Elementary School,
2809,7/1/14,19,2059,,767,1217,,309,454,,68,93,0,377,547,0,49.15,44.95,Lake,Lake County SD 7,Lake County Jail,
492,7/1/14,19,2059,252,767,1217,80,309,454,21,68,93,101,377,547,40.08,49.15,44.95,Lake,Lake County SD 7,Lakeview Senior High School,
491,7/1/14,19,2059,131,767,1217,44,309,454,13,68,93,57,377,547,43.51,49.15,44.95,Lake,Lake County SD 7,Daly Middle School,
490,7/1/14,19,2059,335,767,1217,173,309,454,30,68,93,203,377,547,60.6,49.15,44.95,Lake,Lake County SD 7,Fremont/Hay Elementary School,
53,7/1/14,3,1923,448,6916,58044,31,579,17130,,158,3572,35,737,20702,,10.66,35.67,Clackamas,Lake Oswego SD 7J,Forest Hills Elementary School,
58,7/1/14,3,1923,457,6916,58044,23,579,17130,,158,3572,26,737,20702,,10.66,35.67,Clackamas,Lake Oswego SD 7J,Westridge Elementary School,
61,7/1/14,3,1923,1289,6916,58044,82,579,17130,21,158,3572,103,737,20702,7.99,10.66,35.67,Clackamas,Lake Oswego SD 7J,Lake Oswego Senior High School,
54,7/1/14,3,1923,455,6916,58044,35,579,17130,7,158,3572,42,737,20702,9.23,10.66,35.67,Clackamas,Lake Oswego SD 7J,Hallinan Elementary School,
55,7/1/14,3,1923,465,6916,58044,37,579,17130,12,158,3572,49,737,20702,10.54,10.66,35.67,Clackamas,Lake Oswego SD 7J,Lake Grove Elementary School,
59,7/1/14,3,1923,889,6916,58044,70,579,17130,29,158,3572,99,737,20702,11.14,10.66,35.67,Clackamas,Lake Oswego SD 7J,Lake Oswego Middle School,
62,7/1/14,3,1923,1132,6916,58044,102,579,17130,26,158,3572,128,737,20702,11.31,10.66,35.67,Clackamas,Lake Oswego SD 7J,Lakeridge High School,
60,7/1/14,3,1923,775,6916,58044,70,579,17130,20,158,3572,90,737,20702,11.61,10.66,35.67,Clackamas,Lake Oswego SD 7J,Lakeridge Middle School,
1288,7/1/14,3,1923,536,6916,58044,59,579,17130,13,158,3572,72,737,20702,13.43,10.66,35.67,Clackamas,Lake Oswego SD 7J,Oak Creek Elementary School,
56,7/1/14,3,1923,416,6916,58044,70,579,17130,23,158,3572,93,737,20702,22.36,10.66,35.67,Clackamas,Lake Oswego SD 7J,River Grove Elementary School,
2317,7/1/14,20,2064,,,44726,,,20342,,,3367,0,,23709,0,,53.01,Lane,Lane ESD,Lane Regional Program,
5299,7/1/14,20,2064,,,44726,,,20342,,,3367,0,,23709,0,,53.01,Lane,Lane ESD,Oregon State Hospital - Junction City Campus,
2319,7/1/14,20,2318,,,44726,,,20342,,,3367,0,,23709,0,,53.01,Lane,Lane ESD-EI/ECSE (Area 7),EC Cares EI/ECSE - Lane,
3505,7/1/14,22,2101,374,4353,22354,146,2365,8629,28,327,1283,174,2692,9912,46.52,61.84,44.34,Linn,Lebanon Community SD 9,Sand Ridge Charter School,
671,7/1/14,22,2101,215,4353,22354,109,2365,8629,17,327,1283,126,2692,9912,58.6,61.84,44.34,Linn,Lebanon Community SD 9,Lacomb School,
688,7/1/14,22,2101,1218,4353,22354,636,2365,8629,98,327,1283,734,2692,9912,60.26,61.84,44.34,Linn,Lebanon Community SD 9,Lebanon High School,
658,7/1/14,22,2101,307,4353,22354,165,2365,8629,30,327,1283,195,2692,9912,63.52,61.84,44.34,Linn,Lebanon Community SD 9,Hamilton Creek School,
3503,7/1/14,22,2101,400,4353,22354,236,2365,8629,22,327,1283,258,2692,9912,64.5,61.84,44.34,Linn,Lebanon Community SD 9,Riverview School,
674,7/1/14,22,2101,514,4353,22354,315,2365,8629,39,327,1283,354,2692,9912,68.87,61.84,44.34,Linn,Lebanon Community SD 9,Seven Oak Middle School,
652,7/1/14,22,2101,394,4353,22354,255,2365,8629,27,327,1283,282,2692,9912,71.57,61.84,44.34,Linn,Lebanon Community SD 9,Cascades School,
3504,7/1/14,22,2101,439,4353,22354,280,2365,8629,35,327,1283,315,2692,9912,71.75,61.84,44.34,Linn,Lebanon Community SD 9,Pioneer School,
653,7/1/14,22,2101,298,4353,22354,223,2365,8629,31,327,1283,254,2692,9912,85.23,61.84,44.34,Linn,Lebanon Community SD 9,Green Acres School,
1355,7/1/14,21,2097,109,5237,5237,28,3041,3041,,413,413,31,3454,3454,,65.95,65.95,Lincoln,Lincoln County SD,Isaac Newton Magnet School,
3240,7/1/14,21,2097,52,5237,5237,,3041,3041,,413,413,0,3454,3454,,65.95,65.95,Lincoln,Lincoln County SD,Lincoln City Career Technical High School,
614,7/1/14,21,2097,8,5237,5237,,3041,3041,,413,413,0,3454,3454,,65.95,65.95,Lincoln,Lincoln County SD,Olalla Center for Children & Families,
2811,7/1/14,21,2097,,5237,5237,,3041,3041,,413,413,0,3454,3454,0,65.95,65.95,Lincoln,Lincoln County SD,Lincoln County Jail,
627,7/1/14,21,2097,616,5237,5237,293,3041,3041,40,413,413,333,3454,3454,54.06,65.95,65.95,Lincoln,Lincoln County SD,Newport High School,
3361,7/1/14,21,2097,208,5237,5237,100,3041,3041,20,413,413,120,3454,3454,57.69,65.95,65.95,Lincoln,Lincoln County SD,Eddyville Charter School,
625,7/1/14,21,2097,404,5237,5237,213,3041,3041,24,413,413,237,3454,3454,58.66,65.95,65.95,Lincoln,Lincoln County SD,Newport Intermediate School,
618,7/1/14,21,2097,561,5237,5237,304,3041,3041,26,413,413,330,3454,3454,58.82,65.95,65.95,Lincoln,Lincoln County SD,Sam Case Elementary School,
617,7/1/14,21,2097,437,5237,5237,258,3041,3041,32,413,413,290,3454,3454,66.36,65.95,65.95,Lincoln,Lincoln County SD,Oceanlake Elementary School,
615,7/1/14,21,2097,185,5237,5237,112,3041,3041,12,413,413,124,3454,3454,67.03,65.95,65.95,Lincoln,Lincoln County SD,Newport Preparatory Academy,
630,7/1/14,21,2097,174,5237,5237,110,3041,3041,10,413,413,120,3454,3454,68.97,65.95,65.95,Lincoln,Lincoln County SD,Waldport High School,
628,7/1/14,21,2097,692,5237,5237,403,3041,3041,79,413,413,482,3454,3454,69.65,65.95,65.95,Lincoln,Lincoln County SD,Taft High School,
