SchoolID,SchoolYearStart,CountyID,DistrictID,Enrollment,DistrictEnrollment,CountyEnrollment,FreeLunches,DistrictFreeLunches,CountyFreeLunches,ReducedLunches,DistrictReducedLunches,CountyReducedLunches,EligibleStudents,DistrictEligibleStudents,CountyEligibleStudents,PercentEligible,DistrictPercentEligible,CountyPercentEligible,County,District,School,Spacer
131,7/1/14,3,1930,599,2745,58044,284,723,17130,44,108,3572,328,831,20702,54.76,30.27,35.67,Clackamas,Estacada SD 108,Clackamas River Elementary School,
130,7/1/14,3,1930,246,2745,58044,139,723,17130,12,108,3572,151,831,20702,61.38,30.27,35.67,Clackamas,Estacada SD 108,Eagle Creek Elementary School,
507,7/1/14,20,2082,224,16891,44726,,5762,20342,,967,3367,0,6729,23709,,39.84,53.01,Lane,Eugene SD 4J,Coburg Community Charter School,
1339,7/1/14,20,2082,163,16891,44726,,5762,20342,,967,3367,0,6729,23709,,39.84,53.01,Lane,Eugene SD 4J,Family School,
3233,7/1/14,20,2082,229,16891,44726,,5762,20342,,967,3367,0,6729,23709,,39.84,53.01,Lane,Eugene SD 4J,Ridgeline Montessori,
2316,7/1/14,20,2082,13,16891,44726,,5762,20342,,967,3367,13,6729,23709,,39.84,53.01,Lane,Eugene SD 4J,Stepping Stone Lodge,
1259,7/1/14,20,2082,270,16891,44726,,5762,20342,,967,3367,0,6729,23709,,39.84,53.01,Lane,Eugene SD 4J,Yujin Gakuen Elementary School,
2810,7/1/14,20,2082,,16891,44726,,5762,20342,,967,3367,0,6729,23709,0,39.84,53.01,Lane,Eugene SD 4J,Lane County Jail,
1240,7/1/14,20,2082,324,16891,44726,45,5762,20342,11,967,3367,56,6729,23709,17.28,39.84,53.01,Lane,Eugene SD 4J,Charlemagne at Fox Hollow Elementary School,
526,7/1/14,20,2082,582,16891,44726,130,5762,20342,11,967,3367,141,6729,23709,24.23,39.84,53.01,Lane,Eugene SD 4J,Roosevelt Middle School,
538,7/1/14,20,2082,1415,16891,44726,283,5762,20342,62,967,3367,345,6729,23709,24.38,39.84,53.01,Lane,Eugene SD 4J,Sheldon High School,
539,7/1/14,20,2082,1435,16891,44726,306,5762,20342,55,967,3367,361,6729,23709,25.16,39.84,53.01,Lane,Eugene SD 4J,South Eugene High School,
506,7/1/14,20,2082,527,16891,44726,109,5762,20342,33,967,3367,142,6729,23709,26.94,39.84,53.01,Lane,Eugene SD 4J,Cal Young Middle School,
1241,7/1/14,20,2082,399,16891,44726,95,5762,20342,17,967,3367,112,6729,23709,28.07,39.84,53.01,Lane,Eugene SD 4J,Buena Vista Elementary School,
1774,7/1/14,20,2082,386,16891,44726,86,5762,20342,25,967,3367,111,6729,23709,28.76,39.84,53.01,Lane,Eugene SD 4J,Edgewood Community Elementary School,
537,7/1/14,20,2082,310,16891,44726,84,5762,20342,10,967,3367,94,6729,23709,30.32,39.84,53.01,Lane,Eugene SD 4J,Eugene Education Options,
510,7/1/14,20,2082,345,16891,44726,88,5762,20342,19,967,3367,107,6729,23709,31.01,39.84,53.01,Lane,Eugene SD 4J,Edison Elementary School,
528,7/1/14,20,2082,448,16891,44726,109,5762,20342,33,967,3367,142,6729,23709,31.7,39.84,53.01,Lane,Eugene SD 4J,Spencer Butte Middle School,
513,7/1/14,20,2082,495,16891,44726,154,5762,20342,30,967,3367,184,6729,23709,37.17,39.84,53.01,Lane,Eugene SD 4J,Gilham Elementary School,
524,7/1/14,20,2082,506,16891,44726,180,5762,20342,21,967,3367,201,6729,23709,39.72,39.84,53.01,Lane,Eugene SD 4J,Monroe Middle School,
4739,7/1/14,20,2082,418,16891,44726,151,5762,20342,17,967,3367,168,6729,23709,40.19,39.84,53.01,Lane,Eugene SD 4J,Camas Ridge Community Elementary ,
503,7/1/14,20,2082,444,16891,44726,162,5762,20342,18,967,3367,180,6729,23709,40.54,39.84,53.01,Lane,Eugene SD 4J,Adams Elementary School,
534,7/1/14,20,2082,497,16891,44726,200,5762,20342,18,967,3367,218,6729,23709,43.86,39.84,53.01,Lane,Eugene SD 4J,Willagillespie Elementary School,
540,7/1/14,20,2082,1139,16891,44726,419,5762,20342,93,967,3367,512,6729,23709,44.95,39.84,53.01,Lane,Eugene SD 4J,Churchill High School,
519,7/1/14,20,2082,499,16891,44726,181,5762,20342,50,967,3367,231,6729,23709,46.29,39.84,53.01,Lane,Eugene SD 4J,Kennedy Middle School,
530,7/1/14,20,2082,222,16891,44726,90,5762,20342,14,967,3367,104,6729,23709,46.85,39.84,53.01,Lane,Eugene SD 4J,Twin Oaks Elementary School,
520,7/1/14,20,2082,459,16891,44726,182,5762,20342,39,967,3367,221,6729,23709,48.15,39.84,53.01,Lane,Eugene SD 4J,Madison Middle School,
536,7/1/14,20,2082,961,16891,44726,416,5762,20342,63,967,3367,479,6729,23709,49.84,39.84,53.01,Lane,Eugene SD 4J,North Eugene High School,
4157,7/1/14,20,2082,548,16891,44726,263,5762,20342,30,967,3367,293,6729,23709,53.47,39.84,53.01,Lane,Eugene SD 4J,Holt Elementary School,
504,7/1/14,20,2082,383,16891,44726,198,5762,20342,17,967,3367,215,6729,23709,56.14,39.84,53.01,Lane,Eugene SD 4J,Awbrey Park Elementary School,
518,7/1/14,20,2082,399,16891,44726,193,5762,20342,39,967,3367,232,6729,23709,58.15,39.84,53.01,Lane,Eugene SD 4J,Kelly Middle School,
3229,7/1/14,20,2082,215,16891,44726,99,5762,20342,31,967,3367,130,6729,23709,60.47,39.84,53.01,Lane,Eugene SD 4J,Village School,
529,7/1/14,20,2082,343,16891,44726,180,5762,20342,28,967,3367,208,6729,23709,60.64,39.84,53.01,Lane,Eugene SD 4J,Spring Creek Elementary School,
525,7/1/14,20,2082,331,16891,44726,200,5762,20342,17,967,3367,217,6729,23709,65.56,39.84,53.01,Lane,Eugene SD 4J,River Road/El Camino del Rio Elementary School,
522,7/1/14,20,2082,338,16891,44726,206,5762,20342,25,967,3367,231,6729,23709,68.34,39.84,53.01,Lane,Eugene SD 4J,McCornack Elementary School,
4041,7/1/14,20,2082,120,16891,44726,72,5762,20342,13,967,3367,85,6729,23709,70.83,39.84,53.01,Lane,Eugene SD 4J,Network Charter School,
1242,7/1/14,20,2082,277,16891,44726,144,5762,20342,53,967,3367,197,6729,23709,71.12,39.84,53.01,Lane,Eugene SD 4J,Corridor Elementary School,
4554,7/1/14,20,2082,296,16891,44726,195,5762,20342,18,967,3367,213,6729,23709,71.96,39.84,53.01,Lane,Eugene SD 4J,Arts and Technology Academy at Jefferson,
4146,7/1/14,20,2082,420,16891,44726,281,5762,20342,28,967,3367,309,6729,23709,73.57,39.84,53.01,Lane,Eugene SD 4J,Cesar Chavez Elementary School,
515,7/1/14,20,2082,373,16891,44726,248,5762,20342,29,967,3367,277,6729,23709,74.26,39.84,53.01,Lane,Eugene SD 4J,Howard Elementary School,
1006,7/1/14,27,2193,46,143,6739,20,82,2937,,10,414,24,92,3351,,64.34,49.73,Polk,Falls City SD 57,Falls City High School,
1005,7/1/14,27,2193,97,143,6739,62,82,2937,6,10,414,68,92,3351,70.1,64.34,49.73,Polk,Falls City SD 57,Falls City Elementary School,
4045,7/1/14,20,2084,66,1439,44726,,552,20342,,115,3367,0,667,23709,,46.35,53.01,Lane,Fern Ridge SD 28J,West Lane Technology Learning Center,
567,7/1/14,20,2084,441,1439,44726,168,552,20342,36,115,3367,204,667,23709,46.26,46.35,53.01,Lane,Fern Ridge SD 28J,Elmira High School,
564,7/1/14,20,2084,307,1439,44726,126,552,20342,26,115,3367,152,667,23709,49.51,46.35,53.01,Lane,Fern Ridge SD 28J,Fern Ridge Middle School,
566,7/1/14,20,2084,373,1439,44726,159,552,20342,26,115,3367,185,667,23709,49.6,46.35,53.01,Lane,Fern Ridge SD 28J,Veneta Elementary School,
563,7/1/14,20,2084,252,1439,44726,99,552,20342,27,115,3367,126,667,23709,50,46.35,53.01,Lane,Fern Ridge SD 28J,Elmira Elementary School,
1129,7/1/14,34,2241,272,6101,85670,62,3088,28924,6,400,4603,68,3488,33527,25,57.17,39.14,Washington,Forest Grove SD 15,Dilley Elementary School,
4595,7/1/14,34,2241,197,6101,85670,41,3088,28924,10,400,4603,51,3488,33527,25.89,57.17,39.14,Washington,Forest Grove SD 15,Forest Grove Community School,
1132,7/1/14,34,2241,489,6101,85670,164,3088,28924,24,400,4603,188,3488,33527,38.45,57.17,39.14,Washington,Forest Grove SD 15,Harvey Clarke Elementary School,
1134,7/1/14,34,2241,1892,6101,85670,840,3088,28924,117,400,4603,957,3488,33527,50.58,57.17,39.14,Washington,Forest Grove SD 15,Forest Grove High School,
1133,7/1/14,34,2241,347,6101,85670,190,3088,28924,22,400,4603,212,3488,33527,61.1,57.17,39.14,Washington,Forest Grove SD 15,Joseph Gale Elementary School,
1126,7/1/14,34,2241,844,6101,85670,445,3088,28924,72,400,4603,517,3488,33527,61.26,57.17,39.14,Washington,Forest Grove SD 15,Neil Armstrong Middle School,
1127,7/1/14,34,2241,841,6101,85670,477,3088,28924,72,400,4603,549,3488,33527,65.28,57.17,39.14,Washington,Forest Grove SD 15,Tom McCall Upper Elementary,
3986,7/1/14,34,2241,358,6101,85670,271,3088,28924,9,400,4603,280,3488,33527,78.21,57.17,39.14,Washington,Forest Grove SD 15,Fern Hill Elementary School,
1128,7/1/14,34,2241,448,6101,85670,340,3088,28924,35,400,4603,375,3488,33527,83.71,57.17,39.14,Washington,Forest Grove SD 15,Cornelius Elementary School,
1130,7/1/14,34,2241,336,6101,85670,258,3088,28924,33,400,4603,291,3488,33527,86.61,57.17,39.14,Washington,Forest Grove SD 15,Echo Shaw Elementary School,
1205,7/1/14,35,2248,264,264,372,39,39,95,10,10,18,49,49,113,18.56,18.56,30.38,Wheeler,Fossil SD 21J,Fossil Charter School,
351,7/1/14,13,2020,13,129,1110,,,433,,,131,0,0,564,,,50.81,Harney,Frenchglen SD 16,Frenchglen Elementary School,
4702,7/1/14,13,2020,116,129,1110,,,433,,,131,0,0,564,,,50.81,Harney,Frenchglen SD 16,Silvies River Charter School,
5061,7/1/14,34,2245,,560,85670,,175,28924,,50,4603,0,225,33527,0,40.18,39.14,Washington,Gaston SD 511J,Oregon Virtual Education - West,
1195,7/1/14,34,2245,295,560,85670,73,175,28924,18,50,4603,91,225,33527,30.85,40.18,39.14,Washington,Gaston SD 511J,Gaston Jr/Sr High School,
1194,7/1/14,34,2245,265,560,85670,102,175,28924,32,50,4603,134,225,33527,50.57,40.18,39.14,Washington,Gaston SD 511J,Gaston Elementary School,
4024,7/1/14,24,2137,62,1056,60991,45,734,32986,,101,4619,45,835,37605,,79.07,61.66,Marion,Gervais SD 1,Samuel Brown Academy,
808,7/1/14,24,2137,331,1056,60991,200,734,32986,39,101,4619,239,835,37605,72.21,79.07,61.66,Marion,Gervais SD 1,Gervais High School,
786,7/1/14,24,2137,219,1056,60991,156,734,32986,21,101,4619,177,835,37605,80.82,79.07,61.66,Marion,Gervais SD 1,Gervais Middle School,
776,7/1/14,24,2137,444,1056,60991,333,734,32986,41,101,4619,374,835,37605,84.23,79.07,61.66,Marion,Gervais SD 1,Gervais Elementary School,
138,7/1/14,3,1931,737,2191,58044,229,863,17130,68,177,3572,297,1040,20702,40.3,47.47,35.67,Clackamas,Gladstone SD 115,Gladstone High School,
136,7/1/14,3,1931,791,2191,58044,350,863,17130,47,177,3572,397,1040,20702,50.19,47.47,35.67,Clackamas,Gladstone SD 115,John Wetten Elementary School,
137,7/1/14,3,1931,494,2191,58044,206,863,17130,47,177,3572,253,1040,20702,51.21,47.47,35.67,Clackamas,Gladstone SD 115,Walter L Kraxberger Middle School,
4719,7/1/14,3,1931,163,2191,58044,78,863,17130,15,177,3572,93,1040,20702,57.06,47.47,35.67,Clackamas,Gladstone SD 115,Gladstone Center for Children and Families,
306,7/1/14,10,2000,244,343,13935,172,233,7598,15,33,1101,187,266,8699,76.64,77.55,62.43,Douglas,Glendale SD 77,Glendale Elementary School,
307,7/1/14,10,2000,99,343,13935,61,233,7598,18,33,1101,79,266,8699,79.8,77.55,62.43,Douglas,Glendale SD 77,Glendale Community Charter School,
285,7/1/14,10,1992,226,670,13935,103,341,7598,14,48,1101,117,389,8699,51.77,58.06,62.43,Douglas,Glide SD 12,Glide High School,
282,7/1/14,10,1992,350,670,13935,182,341,7598,28,48,1101,210,389,8699,60,58.06,62.43,Douglas,Glide SD 12,Glide Elementary School,
284,7/1/14,10,1992,94,670,13935,56,341,7598,6,48,1101,62,389,8699,65.96,58.06,62.43,Douglas,Glide SD 12,Glide Middle School,
1275,7/1/14,17,2054,13,5935,10566,,3155,5688,,506,922,11,3661,6610,,61.68,62.56,Josephine,Grants Pass SD 7,Family Solutions - Grants Pass,
2807,7/1/14,17,2054,,5935,10566,,3155,5688,,506,922,0,3661,6610,0,61.68,62.56,Josephine,Grants Pass SD 7,Josephine County Jail,
442,7/1/14,17,2054,1780,5935,10566,773,3155,5688,126,506,922,899,3661,6610,50.51,61.68,62.56,Josephine,Grants Pass SD 7,Grants Pass High School,
436,7/1/14,17,2054,407,5935,10566,201,3155,5688,20,506,922,221,3661,6610,54.3,61.68,62.56,Josephine,Grants Pass SD 7,Highland Elementary School,
435,7/1/14,17,2054,494,5935,10566,250,3155,5688,37,506,922,287,3661,6610,58.1,61.68,62.56,Josephine,Grants Pass SD 7,Allen Dale Elementary School,
441,7/1/14,17,2054,636,5935,10566,318,3155,5688,69,506,922,387,3661,6610,60.85,61.68,62.56,Josephine,Grants Pass SD 7,South Middle School,
439,7/1/14,17,2054,483,5935,10566,263,3155,5688,45,506,922,308,3661,6610,63.77,61.68,62.56,Josephine,Grants Pass SD 7,Redwood Elementary School,
438,7/1/14,17,2054,702,5935,10566,390,3155,5688,80,506,922,470,3661,6610,66.95,61.68,62.56,Josephine,Grants Pass SD 7,North Middle School,
437,7/1/14,17,2054,465,5935,10566,294,3155,5688,51,506,922,345,3661,6610,74.19,61.68,62.56,Josephine,Grants Pass SD 7,Lincoln Elementary School,
440,7/1/14,17,2054,431,5935,10566,321,3155,5688,27,506,922,348,3661,6610,80.74,61.68,62.56,Josephine,Grants Pass SD 7,Riverside Elementary School,
1351,7/1/14,17,2054,468,5935,10566,334,3155,5688,51,506,922,385,3661,6610,82.26,61.68,62.56,Josephine,Grants Pass SD 7,Parkside Elementary,
2812,7/1/14,22,2100,,9399,22354,,3603,8629,,551,1283,0,4154,9912,0,44.2,44.34,Linn,Greater Albany Public SD 8J,Linn County Jail,
639,7/1/14,22,2100,335,9399,22354,35,3603,8629,7,551,1283,42,4154,9912,12.54,44.2,44.34,Linn,Greater Albany Public SD 8J,Oak Grove Elementary School,
637,7/1/14,22,2100,289,9399,22354,47,3603,8629,11,551,1283,58,4154,9912,20.07,44.2,44.34,Linn,Greater Albany Public SD 8J,North Albany Elementary School,
649,7/1/14,22,2100,1370,9399,22354,294,3603,8629,62,551,1283,356,4154,9912,25.99,44.2,44.34,Linn,Greater Albany Public SD 8J,West Albany High School,
641,7/1/14,22,2100,347,9399,22354,76,3603,8629,25,551,1283,101,4154,9912,29.11,44.2,44.34,Linn,Greater Albany Public SD 8J,Liberty Elementary School,
3950,7/1/14,22,2100,381,9399,22354,115,3603,8629,14,551,1283,129,4154,9912,33.86,44.2,44.34,Linn,Greater Albany Public SD 8J,Albany Options School,
633,7/1/14,22,2100,304,9399,22354,96,3603,8629,13,551,1283,109,4154,9912,35.86,44.2,44.34,Linn,Greater Albany Public SD 8J,Clover Ridge Elementary School,
638,7/1/14,22,2100,566,9399,22354,179,3603,8629,34,551,1283,213,4154,9912,37.63,44.2,44.34,Linn,Greater Albany Public SD 8J,North Albany Middle School,
4744,7/1/14,22,2100,681,9399,22354,224,3603,8629,46,551,1283,270,4154,9912,39.65,44.2,44.34,Linn,Greater Albany Public SD 8J,Timber Ridge School,
643,7/1/14,22,2100,332,9399,22354,117,3603,8629,17,551,1283,134,4154,9912,40.36,44.2,44.34,Linn,Greater Albany Public SD 8J,Oak Elementary School,
642,7/1/14,22,2100,556,9399,22354,218,3603,8629,28,551,1283,246,4154,9912,44.24,44.2,44.34,Linn,Greater Albany Public SD 8J,Memorial Middle School,
647,7/1/14,22,2100,160,9399,22354,65,3603,8629,11,551,1283,76,4154,9912,47.5,44.2,44.34,Linn,Greater Albany Public SD 8J,Takena Elementary School,
650,7/1/14,22,2100,1325,9399,22354,544,3603,8629,96,551,1283,640,4154,9912,48.3,44.2,44.34,Linn,Greater Albany Public SD 8J,South Albany High School,
636,7/1/14,22,2100,374,9399,22354,176,3603,8629,20,551,1283,196,4154,9912,52.41,44.2,44.34,Linn,Greater Albany Public SD 8J,Periwinkle Elementary School,
631,7/1/14,22,2100,151,9399,22354,75,3603,8629,8,551,1283,83,4154,9912,54.97,44.2,44.34,Linn,Greater Albany Public SD 8J,Central Elementary School,
632,7/1/14,22,2100,592,9399,22354,301,3603,8629,58,551,1283,359,4154,9912,60.64,44.2,44.34,Linn,Greater Albany Public SD 8J,Calapooia Middle School,
646,7/1/14,22,2100,152,9399,22354,92,3603,8629,9,551,1283,101,4154,9912,66.45,44.2,44.34,Linn,Greater Albany Public SD 8J,Tangent Elementary School,
645,7/1/14,22,2100,474,9399,22354,302,3603,8629,28,551,1283,330,4154,9912,69.62,44.2,44.34,Linn,Greater Albany Public SD 8J,South Shore Elementary School,
648,7/1/14,22,2100,237,9399,22354,158,3603,8629,15,551,1283,173,4154,9912,73,44.2,44.34,Linn,Greater Albany Public SD 8J,Waverly Elementary School,
644,7/1/14,22,2100,397,9399,22354,275,3603,8629,18,551,1283,293,4154,9912,73.8,44.2,44.34,Linn,Greater Albany Public SD 8J,Sunrise Elementary School,
640,7/1/14,22,2100,326,9399,22354,214,3603,8629,31,551,1283,245,4154,9912,75.15,44.2,44.34,Linn,Greater Albany Public SD 8J,Lafayette Elementary School,
4740,7/1/14,26,2183,414,12020,91940,,6049,44444,,980,6010,0,7029,50454,,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Metro East Web Academy,
3553,7/1/14,26,2183,,12020,91940,,6049,44444,,980,6010,0,7029,50454,0,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Center for Advanced Learning,
4667,7/1/14,26,2183,272,12020,91940,52,6049,44444,24,980,6010,76,7029,50454,27.94,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Lewis and Clark Montessori Charter School,
941,7/1/14,26,2183,401,12020,91940,104,6049,44444,28,980,6010,132,7029,50454,32.92,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,East Orient Elementary School,
90,7/1/14,26,2183,166,12020,91940,41,6049,44444,15,980,6010,56,7029,50454,33.73,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Damascus Middle School,
91,7/1/14,26,2183,239,12020,91940,78,6049,44444,10,980,6010,88,7029,50454,36.82,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Deep Creek Elementary School,
942,7/1/14,26,2183,434,12020,91940,147,6049,44444,26,980,6010,173,7029,50454,39.86,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,West Orient Middle School,
987,7/1/14,26,2183,1720,12020,91940,568,6049,44444,156,980,6010,724,7029,50454,42.09,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Sam Barlow High School,
4601,7/1/14,26,2183,172,12020,91940,55,6049,44444,20,980,6010,75,7029,50454,43.6,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Gresham Arthur Academy,
934,7/1/14,26,2183,770,12020,91940,376,6049,44444,49,980,6010,425,7029,50454,55.19,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Gordon Russell Middle School,
939,7/1/14,26,2183,475,12020,91940,246,6049,44444,36,980,6010,282,7029,50454,59.37,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Powell Valley Elementary School,
986,7/1/14,26,2183,1683,12020,91940,842,6049,44444,172,980,6010,1014,7029,50454,60.25,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Gresham High School,
940,7/1/14,26,2183,287,12020,91940,168,6049,44444,13,980,6010,181,7029,50454,63.07,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,West Gresham Elementary School,
932,7/1/14,26,2183,591,12020,91940,325,6049,44444,61,980,6010,386,7029,50454,65.31,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Dexter McCarty Middle School,
1313,7/1/14,26,2183,561,12020,91940,331,6049,44444,36,980,6010,367,7029,50454,65.42,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Kelly Creek Elementary School,
3543,7/1/14,26,2183,573,12020,91940,391,6049,44444,32,980,6010,423,7029,50454,73.82,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Hogan Cedars Elementary School,
1312,7/1/14,26,2183,637,12020,91940,404,6049,44444,70,980,6010,474,7029,50454,74.41,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Clear Creek Middle School,
938,7/1/14,26,2183,552,12020,91940,369,6049,44444,49,980,6010,418,7029,50454,75.72,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,North Gresham Elementary School,
937,7/1/14,26,2183,429,12020,91940,280,6049,44444,51,980,6010,331,7029,50454,77.16,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Hollydale Elementary School,
936,7/1/14,26,2183,508,12020,91940,380,6049,44444,49,980,6010,429,7029,50454,84.45,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Hall Elementary School,
3577,7/1/14,26,2183,163,12020,91940,122,6049,44444,19,980,6010,141,7029,50454,86.5,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Springwater Trail High School,
933,7/1/14,26,2183,440,12020,91940,362,6049,44444,29,980,6010,391,7029,50454,88.86,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,East Gresham Elementary School,
935,7/1/14,26,2183,497,12020,91940,408,6049,44444,35,980,6010,443,7029,50454,89.13,58.48,54.88,Multnomah,Gresham-Barlow SD 10J,Highland Elementary School,
3740,7/1/14,13,2014,26,825,1110,,395,433,,125,131,24,520,564,,63.03,50.81,Harney,Harney County SD 3,Burns Alternative School,
2803,7/1/14,13,2014,,825,1110,,395,433,,125,131,0,520,564,0,63.03,50.81,Harney,Harney County SD 3,Harney County Jail,
359,7/1/14,13,2014,236,825,1110,95,395,433,36,125,131,131,520,564,55.51,63.03,50.81,Harney,Harney County SD 3,Burns High School,
342,7/1/14,13,2014,396,825,1110,187,395,433,65,125,131,252,520,564,63.64,63.03,50.81,Harney,Harney County SD 3,Henry L Slater Elementary School,
355,7/1/14,13,2014,166,825,1110,91,395,433,22,125,131,113,520,564,68.07,63.03,50.81,Harney,Harney County SD 3,Hines Middle School,
346,7/1/14,13,2015,53,53,1110,26,26,433,,,131,29,29,564,,,50.81,Harney,Harney County SD 4,Crane Elementary School,
358,7/1/14,13,2023,54,54,1110,12,12,433,,,131,15,15,564,,,50.81,Harney,Harney County Union High SD 1J,Crane Union High School,
3362,7/1/14,23,2114,95,95,5007,50,50,3147,13,13,405,63,63,3552,66.32,66.32,70.94,Malheur,Harper SD 66,Harper Charter School,
689,7/1/14,22,2099,304,858,22354,127,439,8629,34,91,1283,161,530,9912,52.96,61.77,44.34,Linn,Harrisburg SD 7J,Harrisburg High School,
659,7/1/14,22,2099,354,858,22354,203,439,8629,31,91,1283,234,530,9912,66.1,61.77,44.34,Linn,Harrisburg SD 7J,Harrisburg Elementary School,
2723,7/1/14,22,2099,200,858,22354,109,439,8629,26,91,1283,135,530,9912,67.5,61.77,44.34,Linn,Harrisburg SD 7J,Harrisburg Middle School,
3364,7/1/14,30,2201,181,181,13686,41,41,7408,18,18,1355,59,59,8763,32.6,32.6,64.03,Umatilla,Helix SD 1,Helix School,
4743,7/1/14,30,2206,136,5297,13686,,2924,7408,,553,1355,0,3477,8763,,65.64,64.03,Umatilla,Hermiston SD 8,Innovative Learning Center,
1034,7/1/14,30,2206,409,5297,13686,182,2924,7408,43,553,1355,225,3477,8763,55.01,65.64,64.03,Umatilla,Hermiston SD 8,Highland Hills Elementary School,
3426,7/1/14,30,2206,550,5297,13686,278,2924,7408,49,553,1355,327,3477,8763,59.45,65.64,64.03,Umatilla,Hermiston SD 8,Desert View Elementary School,
1040,7/1/14,30,2206,1401,5297,13686,734,2924,7408,164,553,1355,898,3477,8763,64.1,65.64,64.03,Umatilla,Hermiston SD 8,Hermiston High School,
1333,7/1/14,30,2206,518,5297,13686,278,2924,7408,62,553,1355,340,3477,8763,65.64,65.64,64.03,Umatilla,Hermiston SD 8,Sandstone Middle School,
1039,7/1/14,30,2206,665,5297,13686,377,2924,7408,61,553,1355,438,3477,8763,65.86,65.64,64.03,Umatilla,Hermiston SD 8,Armand Larive Middle School,
1036,7/1/14,30,2206,501,5297,13686,304,2924,7408,43,553,1355,347,3477,8763,69.26,65.64,64.03,Umatilla,Hermiston SD 8,Rocky Heights Elementary School,
1037,7/1/14,30,2206,579,5297,13686,387,2924,7408,68,553,1355,455,3477,8763,78.58,65.64,64.03,Umatilla,Hermiston SD 8,Sunset Elementary School,
1038,7/1/14,30,2206,538,5297,13686,384,2924,7408,63,553,1355,447,3477,8763,83.09,65.64,64.03,Umatilla,Hermiston SD 8,West Park Elementary School,
4105,7/1/14,9,1975,,,25161,,,10679,,,1973,0,,12652,0,,50.28,Deschutes,High Desert ESD,Central Oregon Even Start Program,
2293,7/1/14,9,1975,,,25161,,,10679,,,1973,0,,12652,0,,50.28,Deschutes,High Desert ESD,Central Oregon Regional Program,
2294,7/1/14,9,1975,,,25161,,,10679,,,1973,0,,12652,0,,50.28,Deschutes,High Desert ESD,High Desert ESD EI/ECSE - Deschutes (Area 2),
2298,7/1/14,9,2294,,,25161,,,10679,,,1973,0,,12652,0,,50.28,Deschutes,High Desert ESD EI/ECSE - Deschutes (Area 2),Harney ESD EI/ECSE,
2307,7/1/14,9,2294,,,25161,,,10679,,,1973,0,,12652,0,,50.28,Deschutes,High Desert ESD EI/ECSE - Deschutes (Area 2),High Desert ESD EI/ECSE-Warm Springs Early Childhood Center,
2296,7/1/14,9,2294,,,25161,,,10679,,,1973,0,,12652,0,,50.28,Deschutes,High Desert ESD EI/ECSE - Deschutes (Area 2),North Central ESD EI/ECSE - Gilliam,
2364,7/1/14,9,2294,,,25161,,,10679,,,1973,0,,12652,0,,50.28,Deschutes,High Desert ESD EI/ECSE - Deschutes (Area 2),North Central ESD EI/ECSE-Sherman,
2380,7/1/14,9,2294,,,25161,,,10679,,,1973,0,,12652,0,,50.28,Deschutes,High Desert ESD EI/ECSE - Deschutes (Area 2),North Central ESD EI/ECSE-Wheeler,
4206,7/1/14,34,2239,192,20884,85670,,8258,28924,,1360,4603,0,9618,33527,,46.05,39.14,Washington,Hillsboro SD 1J,City View Charter School,
1152,7/1/14,34,2239,138,20884,85670,65,8258,28924,,1360,4603,70,9618,33527,,46.05,39.14,Washington,Hillsboro SD 1J,Groner Elementary School,
4973,7/1/14,34,2239,180,20884,85670,,8258,28924,,1360,4603,0,9618,33527,,46.05,39.14,Washington,Hillsboro SD 1J,Hillsboro Online Academy,
2821,7/1/14,34,2239,,20884,85670,,8258,28924,,1360,4603,0,9618,33527,0,46.05,39.14,Washington,Hillsboro SD 1J,Washington County Jail,
1285,7/1/14,34,2239,550,20884,85670,87,8258,28924,13,1360,4603,100,9618,33527,18.18,46.05,39.14,Washington,Hillsboro SD 1J,Jackson Elementary School,
1190,7/1/14,34,2239,298,20884,85670,50,8258,28924,19,1360,4603,69,9618,33527,23.15,46.05,39.14,Washington,Hillsboro SD 1J,North Plains Elementary School,
3159,7/1/14,34,2239,475,20884,85670,103,8258,28924,17,1360,4603,120,9618,33527,25.26,46.05,39.14,Washington,Hillsboro SD 1J,Paul L Patterson Elementary School,
