County,Agr.,Site.,Sponsor.Name,Site.Name,SchoolID,Area.Eligible.School,Street.Address,Addr2,City,State,Zip.Code,Opening.Date,Closing.Date,Operating.Days,Breakfasts.Served,AM.Snacks.Served,Lunches.Served,PM.Snacks.Served,Suppers.Served,X
Umatilla,3003004,14568,City of Hermiston,Hermiston Family Aquatic Center,1036,Rocky Heights,879 W Elm,,Hermiston,OR,97838,17-Jun-13,16-Aug-13,44,0,0,1469,0,0,NA
Umatilla,3003004,14999,City of Hermiston,Rocky Heights Elementary,1036,Rocky Heights,650 W Standard,,Hermiston,OR,97838,17-Jun-13,16-Aug-13,44,1338,0,1964,0,0,NA
Multnomah,2604001,13660,David Douglas SD 40,Ron Russell Middle School,4232,Ron Russell,3955 SE 112th,,Portland,OR,97266,24-Jun-13,16-Aug-13,42,2864,0,4657,0,0,NA
Multnomah,2616011,10980,Portland SD,Roosevelt High,918,Roosevelt High,6941 N Central Ave,,Portland,OR,97203,15-Jul-13,2-Aug-13,15,555,0,937,0,0,NA
Multnomah,2616011,12365,Portland SD,Columbia Park,829,Rosa Parks,N Lombard & Woolsey,,"Portland, OR",OR,97203,18-Jun-13,23-Aug-13,47,0,0,6973,0,0,NA
Multnomah,2616011,14065,Portland SD,McCoy Park,829,Rosa Parks,N Fiske and Fessenden,,Portland,OR,97203,18-Jun-13,23-Aug-13,48,0,0,8462,0,0,NA
Multnomah,2616011,13804,Portland SD,Rosa Parks Elem,829,Rosa Parks Elem,8960 N Woolsey,,Portland,OR,97203,18-Jun-13,16-Aug-13,43,0,0,0,0,3662,NA
Multnomah,2616011,12375,Portland SD,University Park Community Center,829,Rosa Parks Elem,9009 N Foss,,Portland,OR,97203,18-Jun-13,23-Aug-13,48,0,0,5517,0,0,NA
Douglas,1018004,10437,Roseburg SD 4,Rose Elem,,Rose Elementary School,948 SE Roberts,,Roseburg,OR,97470,17-Jun-13,11-Jul-13,15,69,0,193,0,0,NA
Deschutes,902001,14922,Bend/LaPine SD,Finley Butte Park,4793,Rosland Elementary,Finley Butte Rd & Walling Lane,,La Pine,OR,97739,24-Jun-13,16-Aug-13,38,734,0,1926,0,0,NA
Clackamas,314001,10246,North Clackamas SD 12,Rowe Middle,84,Rowe Middle School,3606 SE Lake Road,,Milwaukie,OR,97222,8-Jul-13,1-Aug-13,15,0,0,862,0,0,NA
Morrow,2513001,10921,Morrow Co SD,Sam Boardman Elem,814,Sam Boardman Elementary,301 Wilson Lane,,Boardman,OR,97818,12-Jun-13,28-Jun-13,13,1718,0,1392,0,0,NA
Lincoln,2112001,14562,Lincoln Co SD,Frank Wade Park,618,Sam Case Elementary,1445 NE Big Creek Rd,,Newport,OR,97365,17-Jun-13,30-Aug-13,54,0,0,1491,1489,0,NA
Lincoln,2112001,13342,Lincoln Co SD,Newport Parks and Rec,618,Sam Case Elementary,225 SE Avery St,,Newport,OR,97365,17-Jun-13,30-Aug-13,54,0,0,557,446,0,NA
Lincoln,2112001,13340,Lincoln Co SD,Ocean Spray Family Center,618,Sam Case Elementary,PO Box 1062,,Newport,OR,97365,17-Jun-13,30-Aug-13,42,170,0,442,0,0,NA
Lincoln,2112001,14526,Lincoln Co SD,Rock Program,618,Sam Case Elementary,"1039 NW Nye St, Room #2",,Newport,OR,97365,25-Jun-13,1-Aug-13,3,0,0,0,0,0,NA
Lincoln,2112001,13759,Lincoln Co SD,Salmon Run Apts.,618,Sam Case Elementary,7034 NE Echo Ct,,Newport,OR,97365,17-Jun-13,30-Aug-13,42,0,0,191,0,0,NA
Lincoln,2112001,15290,Lincoln Co SD,South Apts.,618,Sam Case Elementary,448 SW Surf Street,,Newport,OR,97365,24-Jun-13,30-Aug-13,32,10,0,289,0,0,NA
Lincoln,2112001,14528,Lincoln Co SD,Agate Heights,618,Sam Case Elementary School,150 NE 60th St,,Newport,OR,97365,17-Jun-13,30-Aug-13,41,0,0,241,0,0,NA
Umatilla,3003004,14567,City of Hermiston,Bliss/Orchard,1333,Sandstone,900 W Eskimo,,Hermiston,OR,97838,17-Jun-13,16-Aug-13,44,0,0,1390,0,0,NA
Umatilla,3003004,15269,City of Hermiston,Victory Square,1333,Sandstone ,150 SW 10th St.,,Hermiston,OR,97838,17-Jun-13,16-Aug-13,44,0,0,1106,0,0,NA
Linn,2219001,10774,Santiam Canyon SD 129,Santiam Junior/Senior High School,683,Santiam Jr./Sr. High School,265 SW Evergreen St,,Mill City,OR,97360,24-Jun-13,15-Aug-13,19,0,0,1560,0,0,NA
Linn,2219005,14643,Scio Youth Club,Scio Youth Club,677,Scio Middle School,39001 NE 4th AVE,,Scio,OR,97374,17-Jun-13,30-Aug-13,50,375,0,0,562,0,NA
Multnomah,2616011,14067,Portland SD,Ortiz Center,887,Scott Elem,6736 NE Killingsworth,,Portland,OR,97218,18-Jun-13,23-Aug-13,47,0,0,3655,0,0,NA
Multnomah,2616011,11050,Portland SD,Scott Elem,887,Scott Elem,6700 NE Prescott,,Portland,OR,97218,24-Jun-13,15-Aug-13,30,1134,0,0,0,0,NA
Multnomah,2616011,14957,Portland SD,Wellington Park,887,Scott Elem,NE 66th Ave & Mason,,Portland,OR,97218,18-Jun-13,23-Aug-13,48,0,0,3306,0,0,NA
Marion,2419006,15103,Silver Falls SD 4,Friends Church,785,Scotts Mills School,520 Grand View Ave NE,,Scotts Mills,OR,97375,17-Jun-13,23-Aug-13,49,0,0,863,0,0,NA
Clatsop,419001,15309,Seaside SD 10,Goodman Park,152,Seaside Heights Elementary,12th Avenue,,Seaside,OR,97138,1-Aug-13,23-Aug-13,17,0,0,184,0,0,NA
Clatsop,419001,15246,Seaside SD 10,North Coast Family Fellowship,152,Seaside Heights Elementary,2245 N Wahanna Road,,Seaside,OR,97138,17-Jun-13,23-Aug-13,49,0,0,193,0,0,NA
Deschutes,902001,13982,Bend/LaPine SD,Boys & Girls Club - Bend,,Second Chance,520 NW Wall Street,,Bend,OR,97701,17-Jun-13,28-Aug-13,51,12122,0,11831,0,0,NA
Linn,2212001,10762,Lebanon Community SD 9,Seven Oak Middle,674,Seven Oak Middle School,550 Cascade Dr,,Lebanon,OR,97355,13-Aug-13,14-Aug-13,2,100,0,63,0,0,NA
Jackson,1505001,15138,Eagle Point SD,Outback,393,Shady Cove,140 E Main St.,,Eagle Point,OR,97524,17-Jun-13,16-Aug-13,3,0,0,0,0,0,NA
Jackson,1505001,11618,Eagle Point SD,Shady Cove Elem,393,Shady Cove,37 School House Lane,,Shady Cove,OR,97539,17-Jun-13,22-Aug-13,12,107,0,129,0,0,NA
Jackson,1505001,14224,Eagle Point SD,Upper Rogue Community Center,393,Shady Cove School ,22465 Hwy 62,,Shady Cove,OR,97539,1-Jul-13,9-Aug-13,28,0,0,411,0,0,NA
Klamath,1809001,14747,Integral Youth Services of Klamath Falls,Arthur Village Townhouses,478,Shasta Elem.,1408 Arthur Street,,Klamath Falls,OR,97603,17-Jun-13,23-Aug-13,49,0,0,552,0,0,NA
Klamath,1809001,13507,Integral Youth Services of Klamath Falls,Crestview Commons,478,Shasta Elem.,3900 Hillyard Ave,,Klamath Falls,OR,97603,17-Jun-13,23-Aug-13,49,0,0,335,0,0,NA
Klamath,1809001,13088,Integral Youth Services of Klamath Falls,Etna Park,478,Shasta Elem.,Etna Street & Bryant Ave.,,Klamath Falls,OR,97603,17-Jun-13,23-Aug-13,49,0,0,453,0,0,NA
Klamath,1809001,14748,Integral Youth Services of Klamath Falls,Shasta Elementary,478,Shasta Elem.,1951 Madison Street,,Klamath Falls,OR,97603,17-Jun-13,23-Aug-13,49,0,0,910,0,0,NA
Klamath,1809001,13295,Integral Youth Services of Klamath Falls,Skate Park,478,Shasta Elem.,4500 Foothills Blvd,,Klamath Falls,OR,97603,17-Jun-13,23-Aug-13,49,0,0,276,0,0,NA
Klamath,1811002,15097,Klamath Co SD,Wiseman RV & Mobile Park,478,shasta school,6800 South Sixth Street,,Klamath Falls,OR,97603,17-Jun-13,9-Aug-13,35,0,0,187,0,0,NA
Multnomah,2603006,15108,Centennial SD 28J,Argay Park,928,Shaver Elem,NE 141 and Failing st,,Portland,OR,97230,18-Jun-13,23-Aug-13,47,0,0,1471,0,0,NA
Lincoln,2112001,10732,Lincoln Co SD,Siletz Valley School,,Siletz Elementary,245 NW James Frank Ave,,Siletz,OR,97380,1-Jul-13,30-Aug-13,20,130,0,154,0,0,NA
Deschutes,919001,10404,Sisters SD 6,Sisters Elem,264,Sisters Elementary School,611 E. Cascade Ave,,Sisters,OR,97759,17-Jun-13,23-Aug-13,43,0,0,1628,0,0,NA
Deschutes,919001,14802,Sisters SD 6,Sisters Parks & Recreation,264,Sisters Elementary School,1750 W. McKinney Butte Rd,,Sisters,OR,97759,17-Jun-13,16-Aug-13,40,402,0,0,0,0,NA
Multnomah,2616011,11051,Portland SD,Sitton Elementary,889,Sitton Elem,9930 N Smith St,,Portland,OR,97203,24-Jun-13,16-Aug-13,38,729,0,1648,0,0,NA
Multnomah,2616011,12373,Portland SD,St. Johns CC,889,Sitton Elem,8602 N Swift Way #120,,Portland,OR,97203,18-Jun-13,23-Aug-13,47,0,0,1621,0,0,NA
Lane,2006004,14124,Food For Lane County,Siuslaw Elementary,609,Siuslaw Elementary School,2221 Oak Street,,Florence,OR,97439,17-Jun-13,16-Aug-13,44,1888,0,3493,0,0,NA
Harney,1308001,10098,Harney Co SD 3,Henry L Slater Elementary,,Slater Elementary,800 N. Fairview Ave,,Burns,OR,97720,17-Jun-13,31-Jul-13,26,0,0,1142,0,0,NA
Harney,1308001,10096,Harney Co SD 3,High Desert Swimming Pool,,Slater Elementary,800 N. Fairview Ave,,Burns,OR,97720,17-Jun-13,31-Jul-13,26,0,0,166,0,0,NA
Harney,1308001,12924,Harney Co SD 3,Hines City Park,,Slater Elementary,128 Circle Drive,,Hines,OR,97738,17-Jun-13,31-Jul-13,26,0,0,626,0,0,NA
Harney,1308001,14454,Harney Co SD 3,Triangle Park,,Slater Elementary,Foley Drive & Hwy  20,,Burns,OR,97720,17-Jun-13,31-Jul-13,26,0,0,314,0,0,NA
Harney,1308001,15115,Harney Co SD 3,Tu-Wa-Kii Nobi,,Slater Elementary,1 radar lane,,Burns,OR,97720,17-Jun-13,31-Jul-13,26,0,0,306,0,0,NA
Harney,1308001,12925,Harney Co SD 3,Washington Park,,Slater Elementary,485 E. Washington Street,,Burns,OR,97720,17-Jun-13,31-Jul-13,26,0,0,593,0,0,NA
Linn,2207001,10739,Greater Albany SD 8J,South Albany High,650,South Albany High School,3705 Columbus Street SE,,Albany,OR,97321,17-Jun-13,16-Aug-13,43,0,0,636,0,0,NA
Josephine,1707001,15090,Grants Pass SD,Morrison Centennial Park,441,South Middle/Allen Dale,1187 Rogue River Highway,,Grants Pass,OR,97527,17-Jun-13,23-Aug-13,48,0,0,1805,0,0,NA
Douglas,1019001,10441,South Umpqua SD 19,South Umpqua High,293,South Umpqua High School,501 NW Chadwick Ln,,Myrtle Creek,OR,97457,17-Jun-13,10-Jul-13,10,0,0,0,0,0,NA
Lane,2006004,13730,Food For Lane County,Santa Clara Place,529,Spring Creek Elementary,150 Santa Clara Place,,Eugene,OR,97404,24-Jun-13,23-Aug-13,44,0,0,943,0,0,NA
Multnomah,2607003,13851,Gresham-Barlow SD 10J,Springwater Trail High,3577,Springwater Trail,1440 SE Fleming,,Gresham,OR,97080,15-Jul-13,18-Jul-13,4,86,0,99,0,0,NA
Columbia,519003,14716,St. Helens SD 502,Campbell Park,184,St. Helens Middle School,474 N 16th St.,,St Helens,OR,97051,17-Jun-13,16-Aug-13,42,0,0,3399,0,0,NA
Columbia,519003,10344,St. Helens SD 502,Lewis & Clark Elem,184,St. Helens Middle School,111 S. 9th St.,,St. Helens,OR,97051,17-Jun-13,16-Aug-13,42,756,0,4306,0,0,NA
Marion,2413003,10825,Mt. Angel SD 91,St Mary's Public School,793,St. Mary's Public Elementary School,590 E College St,,Mt. Angel,OR,97362,24-Jun-13,9-Aug-13,33,791,0,3202,0,0,NA
Marion,2414003,12409,North Santiam SD 29,Learning Tree Daycare,809,Stayton High School,287 E Washington St,,Stayton,OR,97383,24-Jun-13,1-Aug-13,22,749,0,730,0,0,NA
Linn,2414003,10832,North Santiam SD 29,Mari-Linn Elem,809,Stayton High School,641 5th St,,Lyons,OR,97358,24-Jun-13,1-Aug-13,22,0,0,342,0,0,NA
Marion,2414003,14946,North Santiam SD 29,Rise & Shine Daycare,809,STAYTON HIGH SCHOOL,2350 Martin Dr.,,Stayton,OR,97383,24-Jun-13,1-Aug-13,22,641,0,0,0,0,NA
Marion,2414003,14902,North Santiam SD 29,Santiam Park,809,STAYTON HIGH SCHOOL,3rd & Wildflower Dr,,Stayton,OR,97383,24-Jun-13,1-Aug-13,22,0,0,870,0,0,NA
Marion,2414003,13558,North Santiam SD 29,Stayton City Pool,809,STAYTON HIGH SCHOOL,333 W BURNETT,,Stayton,OR,97383,24-Jun-13,1-Aug-13,22,0,0,1730,0,0,NA
Marion,2414003,13557,North Santiam SD 29,Sublimity Park,809,STAYTON HIGH SCHOOL,245 NW JOHNSON ST,,SUBLIMITY,OR,97385,24-Jun-13,1-Aug-13,22,0,0,1071,0,0,NA
Klamath,1809001,14784,Integral Youth Services of Klamath Falls,Applegate Trails Apartments,479,Stearns Elem.,4520 Bristol Ave.,,Klamath Falls,OR,97603,17-Jun-13,23-Aug-13,49,0,0,964,0,0,NA
Klamath,1809001,13087,Integral Youth Services of Klamath Falls,Crest Park,479,Stearns Elem.,5801 Hilyard,,Klamath Falls,OR,97603,17-Jun-13,23-Aug-13,49,0,0,998,0,0,NA
Klamath,1809001,14446,Integral Youth Services of Klamath Falls,Klein Part,479,Stearns Elem.,Austin and Barry Ave.,,Klamath Falls,OR,97601,17-Jun-13,23-Aug-13,49,0,0,418,0,0,NA
Klamath,1809001,12954,Integral Youth Services of Klamath Falls,Wiard Park,479,Stearns Elem.,2800 Wiard,,Klamath Falls,OR,97603,17-Jun-13,23-Aug-13,44,0,0,1169,0,0,NA
Union,3105002,11154,Elgin SD 23,Stella Mayfield Elem,1082,stella mayfield,po box 63,,elgin,OR,97827,10-Jun-13,15-Aug-13,39,295,0,3166,0,0,NA
Yamhill,3613001,14226,McMinnville SD 40,Sue Buel Elementary,4639,Sue Buel Elementary,1985 SE Davis Street,,McMinnville,OR,97128,17-Jun-13,16-Aug-13,44,285,0,3097,0,0,NA
Douglas,1018004,10440,Roseburg SD 4,Sunnyslope Elementary,276,Sunnyslope Elementary,2230 SW Carnes Rd,,Roseburg,OR,97471,17-Jun-13,23-Aug-13,39,615,0,1631,0,0,NA
Linn,2207001,12357,Greater Albany SD 8J,Boys & Girls Club,644,Sunrise Elementary School,1215 Hill St SE,,Albany,OR,97322,17-Jun-13,16-Aug-13,43,2108,0,4968,0,0,NA
Linn,2207001,15106,Greater Albany SD 8J,Sunrise - Migrant Education Program,644,Sunrise Elementary School,730 19th Ave,,Albany,OR,97322,17-Jun-13,16-Aug-13,43,438,0,176,0,0,NA
Linn,2207001,10752,Greater Albany SD 8J,Sunrise Elem,644,Sunrise Elementary School,730 19th Ave SE,,Albany,OR,97322,17-Jun-13,16-Aug-13,43,0,0,2896,0,0,NA
Douglas,1019003,12987,Sutherlin SD 130,Sutherlin Community Resource Center,319,Sutherlin Middle School,104 E Central,,Sutherlin,OR,97479,17-Jun-13,8-Aug-13,25,568,0,501,0,0,NA
Linn,2202002,14617,Boys & Girls Club of Lebanon,Boys and Girls Club of Sweet Home,669,Sweet Home High School,890 18th Ave,,Sweet Home,OR,97386,17-Jun-13,23-Aug-13,48,0,0,2408,2452,0,NA
Linn,2219004,10782,Sweet Home SD 55,SH High School Dist #55,669,Sweet Home High School,1641 Long Street,,Sweet Home,OR,97386,17-Jun-13,23-Aug-13,47,0,0,1398,0,0,NA
Marion,2402002,13071,Boys & Girls Club of Salem,Swegle,762,Swegle ,4445 Market St,,salem,OR,97301,17-Jun-13,31-Aug-13,53,0,0,4784,4628,0,NA
Lincoln,2114002,14384,Neighbors for Kids,Depoe Bay Kids Zone,620,Taft Elementary ,634 SE Hwy 101,,Depoe Bay,OR,97341,25-Jun-13,23-Aug-13,36,1338,0,1484,0,0,NA
Jackson,1516001,13729,Phoenix-Talent SD,Anderson Vista,372,Talent Elementary,571 Talent Ave,,Talent,OR,97540,17-Jun-13,15-Aug-13,27,0,0,449,0,0,NA
Jackson,1516001,10514,Phoenix-Talent SD,Talent Middle,373,Talent Middle School,102 Christian Ave.,,Talent,OR,97540,25-Jun-13,1-Aug-13,16,330,0,318,0,0,NA
Polk,2703001,12999,Central SD 13J,Ash Creek,1001,Talmadge Middle School,1360 16th St.,,Monmouth,OR,97361,10-Jun-13,21-Aug-13,52,0,0,1155,0,0,NA
Polk,2703001,14464,Central SD 13J,Colonia Amistad,1001,Talmadge Middle School,Gun Club Rd.,,Independence,OR,97351,10-Jun-13,21-Aug-13,47,0,0,1122,0,0,NA
Polk,2703001,11091,Central SD 13J,Henry Hill Elem,1001,Talmadge Middle School,750 South Fifth St.,,Independence,OR,97351,10-Jun-13,21-Aug-13,52,2336,0,3338,0,0,NA
Polk,2703001,11092,Central SD 13J,Independence Elem,1001,Talmadge Middle School,150 South 4th St.,,Independence,OR,97351,10-Jun-13,21-Aug-13,52,1516,0,3936,0,0,NA
Polk,2703001,11093,Central SD 13J,Monmouth Elem,1001,Talmadge Middle School,958 East Church St.,,Monmouth,OR,97361,10-Jun-13,21-Aug-13,52,0,0,2199,0,0,NA
Polk,2703001,14539,Central SD 13J,Park West Apartments,1001,Talmadge Middle School,1036 E. Street,,Independence,OR,97351,10-Jun-13,21-Aug-13,52,0,0,1437,0,0,NA
Polk,2703001,11090,Central SD 13J,Talmadge  Middle,1001,Talmadge Middle School,51 16th St.,,Independence,OR,97351,1-Aug-13,30-Aug-13,2,127,0,284,0,0,NA
Linn,2207001,14928,Greater Albany SD 8J,Albany Meadows Apartments,646,Tangent Elementary School,5001 Pacific Blvd SW,,Albany,OR,97321,17-Jun-13,16-Aug-13,43,0,0,1074,0,0,NA
Washington,3420001,11285,Tigard-Tualatin SD 23J,James Templeton Elem,,Templeton Elem,9500 SW Murdock,,Tigard,OR,97224,17-Jun-13,23-Aug-13,49,551,0,2366,0,0,NA
Deschutes,918002,10398,Redmond SD 2J,Terrebonne Elem,260,Terrebonne,1199 B Street,,Redmond,OR,97756,10-Jun-13,23-Aug-13,53,1674,0,2136,0,0,NA
Wasco,3314003,13360,North Wasco Co. SD,The Dalles Middle,1100,The Dalles Middle school,1100 E. 12th Street,,The Dalles,OR,97058,17-Jun-13,26-Jul-13,28,0,0,1091,0,0,NA
Wasco,3314003,13359,North Wasco Co. SD,The Dalles High,5250,The Dalles Wahtonka High School-TD Campus,220 E. 10th Street,,The Dalles,OR,97058,25-Jun-13,18-Jul-13,16,0,0,271,0,0,NA
Tillamook,2920004,13585,Tillamook United Methodist Church,Meadowglen Apartments,1016,Tillamook Jr. High,4210 Marolf Place,,Tillamook,OR,97141,10-Jun-13,16-Aug-13,47,0,0,273,0,0,NA
Tillamook,2920004,13584,Tillamook United Methodist Church,Pine Apartments,1016,Tillamook Jr. High,403 Pine Avenue,,Tillamook,OR,97141,10-Jun-13,16-Aug-13,47,0,0,655,0,0,NA
Tillamook,2920004,15117,Tillamook United Methodist Church,Tillamook High School,1016,Tillamook Jr. High,2605 12th Street,,Tillamook,OR,97141,12-Aug-13,15-Aug-13,14,0,0,365,0,0,NA
Tillamook,2920004,13581,Tillamook United Methodist Church,Tillamook United Methodist,1016,Tillamook Jr. High,3808 12th Street,,Tillamook,OR,97141,10-Jun-13,16-Aug-13,41,0,0,165,0,0,NA
Tillamook,2920004,13583,Tillamook United Methodist Church,YMCA,1016,Tillamook Jr. High,610 Stillwell,,Tillamook,OR,97141,10-Jun-13,16-Aug-13,47,0,0,2754,0,0,NA
Tillamook,2920004,14774,Tillamook United Methodist Church,Good News Ministries Sports Camp,1016,Tillamook Jr. High School,Lifechange Christian Fellowship,3500 Alder Lane,Tillamook,OR,97141,12-Aug-13,15-Aug-13,4,0,0,416,0,0,NA
Tillamook,2920004,14536,Tillamook United Methodist Church,The Barn Community Playhouse,1016,Tillamook Jr. High School,12th & Ivy St.,,Tillamook,OR,97141,8-Jul-13,12-Jul-13,5,0,0,120,0,0,NA
Tillamook,2920004,15111,Tillamook United Methodist Church,Tillamook Bay Community College,1016,Tillamook Jr. High School,4301 Third Street,,Tillamook,OR,97141,17-Jun-13,20-Jun-13,4,0,0,120,0,0,NA
Tillamook,2920004,13582,Tillamook United Methodist Church,Champion Parkway Apartments,1016,Tillamook Junior High School,4317 Brookfield Avenue,,Tillamook,OR,97141,10-Jun-13,16-Aug-13,47,0,0,1053,0,0,NA
Tillamook,2920004,14771,Tillamook United Methodist Church,Food Roots - Tillamook Jr. High,1016,Tillamook Junior High School,3906 Alder Ln,,Tillamook,OR,97141,10-Jun-13,16-Aug-13,8,0,0,62,0,0,NA
Lincoln,2112001,15297,Lincoln Co SD,Floweree Kids Club,611,Toledo Elementary,321 E Third Street,,Toledo,OR,97391,17-Jun-13,30-Aug-13,47,681,0,758,0,0,NA
Lincoln,2112001,15087,Lincoln Co SD,Toledo Public Library,611,Toledo Elementary,173 NW 7th Street,,Toledo,OR,97391,17-Jun-13,30-Aug-13,49,0,0,415,0,0,NA
Washington,3406001,11239,Forest Grove SD 15,Tom McCall Upper Elem,1127,Tom McCall Upper Elementary,1341 Pacific Avenue,,Forest Grove,OR,97116,24-Jun-13,25-Jul-13,19,737,0,1403,0,0,NA
Douglas,1019001,10444,South Umpqua SD 19,Tri City Elem,292,Tri City Elementary,546 SW Chadwick Lane,,Myrtle Creek,OR,97457,17-Jun-13,23-Aug-13,48,1033,0,941,0,0,NA
Washington,3420001,11288,Tigard-Tualatin SD 23J,Tualatin Elem,1143,Tualatin Elem,20405 SW 95th Ave,,Tualatin,OR,97062,17-Jun-13,23-Aug-13,31,319,0,686,0,0,NA
Washington,3420001,11276,Tigard-Tualatin SD 23J,Tualatin High,1143,Tualatin Elem,22300 SW Boones Ferry Rd.,,Tualatin,OR,97062,17-Jun-13,26-Jul-13,24,761,0,1367,0,0,NA
Washington,3420001,14882,Tigard-Tualatin SD 23J,Atfalati Park,1143,Tualatin Elementary,6600 SW Sagert St,,Tualatin,OR,97062,17-Jun-13,23-Aug-13,49,0,0,3603,0,0,NA
Deschutes,918002,13527,Redmond SD 2J,Sam Johnson Park,258,John Tuck Elementary School,Antler,,Redmond,OR,97756,10-Jun-13,23-Aug-13,53,2590,0,4118,0,0,NA
Lane,2006004,12670,Food For Lane County,Churchill Youth Park,530,Twin Oaks Elementary,1800 block Bailey Hill Road,,Eugene,OR,97402,24-Jun-13,23-Aug-13,44,0,0,2145,0,0,NA
Umatilla,3021002,11147,Umatilla SD 6,Umatilla High,1033,Umatilla High School ,1400 7th Street,,Umatilla,OR,97882,17-Jun-13,16-Aug-13,33,0,0,1931,0,104,NA
Washington,3408001,14161,Hillsboro SD 1J,Mckinney Park,1114,V. McKinney Elementary ,375 NW Dennis Ave.,,Hillsboro,OR,97124,17-Jun-13,16-Aug-13,44,0,0,2646,0,0,NA
Malheur,2308002,14706,"Harvest House Missions, Inc.",Faith and Hope Assembly of God Church,701,Vale Elementary,477 Oak St,,Vale,OR,97913,10-Jun-13,16-Aug-13,48,0,0,1055,0,0,NA
Malheur,2308002,14449,"Harvest House Missions, Inc.",Vale City Park,701,Vale Elementary,C Street W,,Vale,OR,97918,10-Jun-13,16-Aug-13,48,0,0,928,0,0,NA
Lane,2006004,12451,Food For Lane County,Veneta City Park,566,Veneta Elementary School,25192 Broadway,,Veneta,OR,97487,24-Jun-13,23-Aug-13,44,0,0,1948,0,0,NA
Multnomah,2616011,12362,Portland SD,Alberta Park-PP&R,895,Vernon,NE 22nd & Killingsworth,,Portland,OR,97211,18-Jun-13,23-Aug-13,48,0,0,2570,0,0,NA
Multnomah,2616011,11056,Portland SD,Vernon Elem,895,Vernon Elem,2044 NE Killingsworth,,Portland,OR,97211,1-Jul-13,2-Aug-13,19,523,0,634,0,0,NA
Multnomah,2616011,12697,Portland SD,Montavilla Park,895,Vestal Elem,NE 82nd & Glisan,,Portland,OR,97220,18-Jun-13,23-Aug-13,48,0,0,6775,0,0,NA
Washington,3402002,13303,Beaverton SD 48J,PALS,1177,Vose Elementary School,12500 SW Allen Blvd,,Beaverton,OR,97005,18-Jun-13,16-Aug-13,43,571,0,2384,0,0,NA
Washington,3402002,14563,Beaverton SD 48J,South Minster Church,1177,Vose Elementary School,18640 SW Walker Rd.,,Beaverton,OR,97006,24-Jun-13,28-Jun-13,5,0,0,230,0,0,NA
Washington,3402002,11228,Beaverton SD 48J,Vose Elem,1177,Vose Elementary School,113500 SW Denney Rd.,,Beaverton,OR,97008,18-Jun-13,15-Aug-13,34,1602,0,3512,0,0,NA
Washington,3406002,14705,"Faith Cafe, Inc.",Vose Elementary School - Faith Cafe,1177,Vose Elementary School,11350 SW Denney Road,,Beaverton,OR,97008,15-Jun-13,24-Aug-13,10,0,0,268,0,0,NA
Washington,3408001,13714,Hillsboro SD 1J,Shute Park,1119,W. L. Henry Elementary,775 SE 10th AVE,,Hillsboro,OR,97124-6008,17-Jun-13,16-Aug-13,44,0,0,13838,0,0,NA
Washington,3408001,13734,Hillsboro SD 1J,Walnut Street Park,1119,W. L. Henry Elementary,1717 SE Walnut St.,,Hillsboro,OR,97123,17-Jun-13,16-Aug-13,44,0,0,2623,0,0,NA
Washington,3408001,12678,Hillsboro SD 1J,Sunset Garden Apts.,1119,W.L. Henry Elementary,951 SE 13th,,Hillsboro,OR,97123,17-Jun-13,16-Aug-13,44,0,0,1581,0,0,NA
Lincoln,2119001,13330,Seashore Family Literacy,Seashore Family Literacy Center,630,Waldport High School,P.O. Box 266,,Waldport,OR,97394,24-Jun-13,23-Aug-13,35,696,0,974,0,0,NA
Wallowa,3103004,12682,"Community Connection of NE Oregon, Inc.",Enterprise City Park,1088,Wallowa Elementary,Depot Street,,Enterprise,OR,97828,17-Jun-13,16-Aug-13,43,0,0,1048,0,0,NA
Wallowa,3103004,12681,"Community Connection of NE Oregon, Inc.",Wallowa City Park,1088,Wallowa Elementary,Hwy 82,,Wallowa,OR,97885,17-Jun-13,16-Aug-13,43,0,0,879,0,0,NA
Jefferson,1610001,12769,Jefferson Co SD 509,Warm Springs Elementary School,432,Warm Springs Elementary,445 SE Buff Street,,Madras,OR,97741,24-Jun-13,23-Aug-13,42,0,0,3957,0,0,NA
Clatsop,423001,15214,Warrenton-Hammond SD 30,Fort  Stevens - Hammond,156,Warrenton Grade School,5th Ave & Russell Place,,Hammond,OR,97121,10-Jun-13,30-Aug-13,54,0,0,630,0,0,NA
Clatsop,423001,15008,Warrenton-Hammond SD 30,Warrenton City Park (Community Center),156,Warrenton Grade School,170 SW 3rd Street,,Warrenton,OR,97146,10-Jun-13,30-Aug-13,59,0,0,794,0,0,NA
Clatsop,423001,10324,Warrenton-Hammond SD 30,Warrenton Grade,156,Warrenton Grade School,820 SW Cedar Ave,,Warrenton,OR,97146,10-Jun-13,30-Aug-13,54,0,0,1299,0,0,NA
Yamhill,3613001,11309,McMinnville SD 40,Wascher Elem,1232,Wascher Elementary School,986 7th St. Ext.,,Lafayette,OR,97127,17-Jun-13,9-Aug-13,39,0,0,2130,0,0,NA
Marion,2419004,10887,Salem/Keizer SD 24J,Washington Elem,763,Washington Elementary,3165 Lansing Ave. NE,,Salem,OR,97301,13-Jun-13,30-Aug-13,57,0,0,3198,0,0,NA
Marion,2423006,10913,Woodburn SD 103,Washington Elem,797,Washington Elementary ,777 E Lincoln St,,Woodburn,OR,97071,5-Aug-13,22-Aug-13,14,1351,0,2465,0,0,NA
