District ID,District Name,Superintendent,School ID,School Name,Principal,Grades Offered,School Type,County,Total Enrollment,Enrollment K-3,Enrollment 4-5,Enrollment 6-8,Pct of Students Attending Regularly,Pct Mobile Students 2014-15,School Self-Contained Class Size,Oregon Self-Contained Class Size,School Departmentalized Class Size,Oregon Departmentalized Class Size,School ELA Class Size,Oregon ELA Class Size,School Math Class Size,Oregon Math Class Size,School Science Class Size,Oregon Science Class Size,School Social Studies Class Size,Oregon Social Studies Class Size,Pct Ever English Learners,Pct Economically Disadvantaged,Pct Students with Disabilities,Pct Asian,Pct Black,Pct Hispanic,Pct Native American,Pct Multi-racial,Pct Pacific Islander,Pct White,Number of Languages Spoken,School Rating,ESEA Designation,Rating Compared to Similar Schools,ELA Pct Met 2014-15,State ELA Pct Met,Like Schools ELA Pct Met,Math Pct Met 2014-15,State Math Pct Met,Like Schools Math Pct Met,Science Pct Met 2011-12,Science Pct Met 2012-13,Science Pct Met 2013-14,Science Pct Met 2014-15,State Science Pct Met,Like Schools Science Pct Met,Freshmen On Track 2013-14,Freshmen On Track 2014-15,State Freshman On Track,Like Schools Freshman On Track,SAT Participation 2011-12,SAT Participation 2012-13,SAT Participation 2013-14,SAT Participation 2014-15,State SAT Participation,Like Schools SAT Participation,Four Year Graduation Rate 2010-11,Four Year Graduation Rate 2011-12,Four Year Graduation Rate 2012-13,Four Year Graduation Rate 2013-14,State Four Year Graduation Rate,Like Schools Four Year Graduation Rate,Five Year Completion Rate 2010-11,Five Year Completion Rate 2011-12,Five Year Completion Rate 2012-13,Five Year Completion Rate 2013-14,State Five Year Completion Rate,Like Schools Five Year Completion Rate,Dropout Rate 2010-11,Dropout Rate 2011-12,Dropout Rate 2012-13,Dropout Rate 2013-14,State Dropout Rate,Like Schools Dropout Rate,Continuing Education Rate 2009-10,Continuing Education Rate 2010-11,Continuing Education Rate 2011-12,Continuing Education Rate 2012-13,State Continuing Education Rate,Like Schools Continuing Education Rate
1969,Bandon SD 54,Doug Ardiana,218,Bandon Senior High School,Sabrina Belletti,Grade(s) 9-12,H,Coos,225,,,,76.2%,17.5%,--,--,,,20.0,24.0,20.0,24.0,19.0,26.0,22.0,26.0,<5%,62%,15%,3%,0,11%,<1%,15%,0,71%,2,Not Rated,,Not Rated,59.3,68.5,69.5,37.3,31.6,26.5,76.9,70.4,71.1,64.3,62.6,60.2,77.4,78.0,79.9,79.4,31.7,38.5,41.2,30.2,31.7,34.0,71.6,72.9,70.7,77.3,72.0,73.6,88.5,79.0,86.4,78.0,82.1,85.3,3.4,2.5,5.0,4.1,4.0,2.8,70.1,65.6,59.6,64.4,60.5,52.2
1969,Bandon SD 54,Doug Ardiana,216,Harbor Lights Middle School,Michelle Inskeep,Grade(s) 5-8,M,Coos,241,,,,74.1%,22.4%,29.0,25.0,,,22.0,24.0,21.0,24.0,23.0,26.0,27.0,26.0,*,63%,14%,2%,0,11%,1%,9%,0,78%,2,Not Rated,Model,Not Rated,62.8,56.1,52.9,39.4,42.4,38.1,92.4,80.6,85.1,72.0,65.9,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Bandon SD 54,Doug Ardiana,217,Ocean Crest Elementary School,Becky Armistead,Grade(s) K-4,E,Coos,264,212,52,--,71.3%,19.2%,25.0,25.0,--,--,,,,,,,,,*,57%,15%,1%,0,8%,2%,9%,<1%,79%,2,Not Rated,,Not Rated,48.5,49.1,46.1,37.0,46.1,38.5,*,*,*,*,*,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,Banks SD 13,Jeff Leo,1120,Banks Elementary School,Darla Waite-Larkin,Grade(s) K-5,E,Washington,440,271,169,--,91.1%,11.1%,23.0,25.0,1.0,25.0,,,,,,,,,<5%,33%,16%,1%,0,6%,<1%,7%,<1%,86%,4,Not Rated,,Not Rated,50.9,51.1,65.2,39.7,44.8,60.0,76.2,68.6,75.9,64.4,66.8,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,Banks SD 13,Jeff Leo,1124,Banks High School,Mark Everett,Grade(s) 9-12,H,Washington,377,,,,86.1%,10.9%,--,--,,,26.0,24.0,20.0,24.0,28.0,26.0,34.5,26.0,<5%,23%,12%,2%,0,5%,<1%,3%,1%,90%,5,Not Rated,,Not Rated,74.1,68.5,72.5,35.1,31.6,31.4,83.3,81.1,>95,81.4,62.6,71.6,92.7,92.2,79.9,85.3,46.4,43.4,28.0,46.7,31.7,39.7,75.9,80.6,87.3,84.8,72.0,79.9,89.6,83.7,89.8,92.0,82.1,89.1,2.1,0.5,1.3,1.6,4.0,2.2,60.7,64.7,64.9,67.0,60.5,56.4
2240,Banks SD 13,Jeff Leo,1123,Banks Middle School,Shelley Mitchell,Grade(s) 6-8,M,Washington,289,,,,94.4%,4.7%,33.0,25.0,,,28.5,24.0,27.5,24.0,33.0,26.0,32.5,26.0,<5%,31%,16%,2%,0,9%,<1%,4%,<1%,84%,4,Not Rated,,Not Rated,51.1,56.4,70.9,44.5,42.5,57.6,78.0,70.0,78.9,75.3,65.0,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1186,Aloha High School,Ken Yarnell,Grade(s) 9-12,H,Washington,1974,,,,71.9%,17.0%,--,--,,,29.0,24.0,30.0,24.0,28.0,26.0,32.0,26.0,32%,60%,16%,7%,4%,34%,1%,7%,1%,47%,40,Not Rated,,Not Rated,44.6,68.5,64.5,19.9,31.6,28.4,59.5,60.2,>95,*,62.6,59.2,71.5,73.2,79.9,78.9,31.5,18.0,17.7,18.1,31.7,33.7,72.3,72.7,67.9,72.9,72.0,78.5,84.3,81.2,82.6,81.2,82.1,86.6,1.6,3.8,3.2,3.0,4.0,2.1,66.1,60.8,64.8,66.4,60.5,62.5
2243,Beaverton SD 48J,Jeff Rose,1153,Aloha-Huber Park School,Scott Drue,Grade(s) PK-8,E,Washington,987,541,273,173,88.8%,15.0%,28.0,25.0,26.0,25.0,,,,,,,,,56%,85%,10%,6%,5%,57%,1%,4%,1%,26%,30,Not Rated,,Not Rated,46.8,53.8,37.1,46.6,43.6,30.6,51.6,46.5,43.8,51.1,65.9,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,4805,Arco Iris Spanish Immersion School,Erin Miles,Grade(s) 1-8,E,Washington,236,146,66,24,90.6%,9.4%,24.0,25.0,--,--,,,,,,,,,9%,17%,7%,6%,4%,33%,1%,11%,1%,44%,10,Not Rated,,Not Rated,80.9,53.8,58.8,74.0,43.6,50.3,>95,81.8,>95,86.0,65.9,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1304,Arts and Communication Magnet Academy,Michael Johnson,Grade(s) 6-12,H,Washington,706,,,,84.9%,4.9%,--,--,,,26.0,24.0,28.0,24.0,28.0,26.0,29.0,26.0,9%,26%,10%,6%,1%,15%,1%,10%,<1%,67%,16,Not Rated,,Not Rated,78.9,59.2,68.8,45.2,40.0,58.6,83.5,82.5,*,*,63.9,69.8,79.6,81.9,79.9,88.7,75.9,66.2,49.3,47.6,31.7,66.5,93.9,90.9,93.4,85.7,72.0,89.7,97.2,98.5,94.3,96.1,82.1,96.0,0.9,0.3,0.3,2.1,4.0,0.8,76.8,92.1,61.0,84.5,60.5,71.4
2243,Beaverton SD 48J,Jeff Rose,1154,Barnes Elementary School,Veronica Jones,Grade(s) K-5,E,Washington,713,459,254,--,85.0%,17.8%,25.0,25.0,--,--,,,,,,,,,52%,73%,14%,5%,4%,54%,1%,5%,<1%,30%,23,Not Rated,,Not Rated,35.6,51.1,37.1,32.1,44.8,28.6,58.8,60.9,51.6,50.0,66.8,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1155,Beaver Acres Elementary School,Stacy Geale,Grade(s) K-5,E,Washington,774,499,275,--,88.8%,13.1%,26.0,25.0,--,--,,,,,,,,,34%,64%,14%,10%,4%,37%,1%,9%,2%,39%,25,Not Rated,,Not Rated,47.5,51.1,42.3,46.5,44.8,34.3,46.7,52.9,57.5,50.0,66.8,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1187,Beaverton High School,Anne Erwin,Grade(s) 9-12,H,Washington,1616,,,,78.8%,14.2%,--,--,,,26.0,24.0,28.0,24.0,29.0,26.0,30.0,26.0,29%,44%,14%,6%,2%,27%,<1%,7%,1%,57%,29,Not Rated,,Not Rated,57.8,68.5,69.8,38.2,31.6,33.1,64.6,65.4,>95,*,62.6,61.9,78.7,80.6,79.9,81.3,41.0,36.9,46.0,37.8,31.7,37.0,75.6,74.2,72.6,73.7,72.0,81.5,85.4,84.9,81.4,83.5,82.1,88.4,1.9,2.5,4.4,3.7,4.0,1.7,77.4,72.2,73.9,75.2,60.5,65.6
2243,Beaverton SD 48J,Jeff Rose,1156,Bethany Elementary School,Rafael Montelongo,Grade(s) K-5,E,Washington,547,380,167,--,>95%,13.1%,28.0,25.0,--,--,,,,,,,,,17%,20%,8%,29%,3%,9%,<1%,8%,1%,49%,28,Not Rated,,Not Rated,82.3,51.1,65.7,81.8,44.8,59.1,>95,85.3,92.8,86.1,66.8,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,4671,Bonny Slope Elementary School,Janet Maza,Grade(s) K-5,E,Washington,657,435,222,--,93.8%,10.7%,25.0,25.0,--,--,,,,,,,,,8%,11%,8%,16%,1%,5%,<1%,12%,<1%,65%,27,Not Rated,,Not Rated,87.5,51.1,81.2,83.6,44.8,77.0,94.0,90.8,93.9,90.2,66.8,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1158,Cedar Mill Elementary School,Brian Horne,Grade(s) K-5,E,Washington,347,239,108,--,93.1%,11.7%,24.0,25.0,--,--,,,,,,,,,14%,14%,11%,12%,3%,9%,0,12%,1%,63%,20,Not Rated,,Not Rated,85.2,51.1,71.4,81.8,44.8,63.5,87.9,85.1,79.1,90.9,66.8,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1180,Cedar Park Middle School,Ken Struckmeier,Grade(s) 6-8,M,Washington,1042,,,,87.3%,10.3%,--,--,,,5.0,24.0,32.0,24.0,33.0,26.0,--,--,21%,32%,14%,9%,3%,20%,<1%,6%,1%,60%,33,Not Rated,,Not Rated,66.6,56.4,64.5,57.2,42.5,50.6,78.4,76.5,*,*,65.0,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1159,Chehalem Elementary School,Angee Silliman,Grade(s) K-5,E,Washington,498,339,159,--,89.0%,15.3%,23.0,25.0,--,--,,,,,,,,,37%,65%,16%,6%,3%,41%,0,10%,1%,39%,20,Not Rated,,Not Rated,49.1,51.1,40.8,41.5,44.8,34.9,71.4,73.2,58.5,80.0,66.8,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1305,Community School,Mary Jean Katz,Grade(s) 9-12,H,Washington,169,,,,59.6%,39.5%,--,--,,,--,--,--,--,--,--,--,--,43%,82%,37%,2%,4%,53%,0,3%,0,38%,4,Not Rated,Priority,Not Rated,52.3,68.5,--,9.3,31.6,--,27.8,*,*,*,62.6,--,33.3,25.0,79.9,--,--,--,--,0.0,31.7,--,24.6,35.4,41.2,40.0,72.0,--,60.3,63.2,60.4,68.8,82.1,--,3.5,7.5,10.1,8.3,4.0,--,51.9,34.8,39.4,58.1,60.5,--
2243,Beaverton SD 48J,Jeff Rose,1319,Conestoga Middle School,Zan Hess,Grade(s) 6-8,M,Washington,875,,,,85.3%,10.3%,--,--,,,12.0,24.0,28.0,24.0,36.5,26.0,--,--,23%,40%,17%,10%,3%,20%,1%,7%,1%,58%,33,Not Rated,,Not Rated,63.0,56.4,61.8,60.7,42.5,48.3,75.6,*,*,*,65.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1160,Cooper Mountain Elementary School,Kristin LeMon,Grade(s) K-5,E,Washington,527,337,190,--,94.3%,11.5%,25.0,25.0,--,--,,,,,,,,,12%,18%,14%,15%,2%,10%,1%,10%,<1%,63%,22,Not Rated,,Not Rated,68.6,51.1,70.4,70.6,44.8,62.4,90.6,81.6,87.5,88.0,66.8,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1162,Elmonica Elementary School,Cynthia Moffett,Grade(s) K-5,E,Washington,564,383,181,--,92.6%,19.3%,24.0,25.0,--,--,,,,,,,,,39%,51%,12%,26%,3%,33%,1%,7%,<1%,30%,33,Not Rated,,Not Rated,59.4,51.1,46.9,61.0,44.8,38.8,73.5,68.0,72.3,77.3,66.8,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1161,Errol Hassell Elementary School,Scarlet Valentine,Grade(s) K-5,E,Washington,483,308,175,--,88.6%,9.6%,24.0,25.0,--,--,,,,,,,,,20%,40%,17%,8%,2%,21%,<1%,10%,1%,57%,18,Not Rated,,Not Rated,61.4,51.1,60.1,63.1,44.8,51.6,84.0,84.0,89.6,87.3,66.8,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1370,Findley Elementary,Kathleen Skidmore Dee,Grade(s) K-5,E,Washington,840,537,303,--,>95%,11.1%,29.0,25.0,--,--,,,,,,,,,12%,<5%,6%,55%,<1%,4%,<1%,7%,0,33%,33,Not Rated,,Not Rated,88.7,51.1,82.3,89.8,44.8,77.7,>95,>95,94.7,93.5,66.8,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1163,Fir Grove Elementary School,Erica Marson,Grade(s) K-5,E,Washington,498,324,174,--,87.6%,15.4%,27.0,25.0,--,--,,,,,,,,,25%,60%,13%,2%,3%,30%,<1%,10%,1%,52%,14,Not Rated,,Not Rated,52.5,51.1,50.1,45.4,44.8,42.0,63.8,57.7,62.8,55.4,66.8,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1181,Five Oaks Middle School,Shirley Brock,Grade(s) 6-8,M,Washington,1005,,,,84.1%,17.9%,--,--,,,10.0,24.0,29.0,24.0,31.0,26.0,--,--,38%,65%,17%,9%,5%,39%,<1%,4%,1%,41%,30,Not Rated,,Not Rated,48.5,56.4,52.7,41.2,42.5,38.4,61.3,*,94.7,*,65.0,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1157,Greenway Elementary School,Renee Caballero,Grade(s) K-5,E,Washington,402,263,139,--,87.2%,19.7%,23.0,25.0,--,--,,,,,,,,,39%,70%,21%,4%,3%,43%,2%,6%,1%,42%,14,Not Rated,,Not Rated,50.3,51.1,45.1,42.8,44.8,37.7,65.6,72.1,62.7,66.7,66.8,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1164,Hazeldale Elementary School,Angela Tran,Grade(s) K-5,E,Washington,450,312,138,--,87.8%,18.0%,27.0,25.0,--,--,,,,,,,,,34%,58%,14%,11%,1%,32%,1%,7%,1%,48%,16,Not Rated,,Not Rated,68.2,51.1,45.8,70.1,44.8,37.1,86.7,75.0,73.2,60.3,66.8,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,4638,Health & Science School,Brian Sica,Grade(s) 6-12,H,Washington,656,,,,83.6%,9.0%,--,--,,,22.0,24.0,26.0,24.0,26.0,26.0,29.0,26.0,38%,50%,12%,12%,3%,32%,0,6%,<1%,46%,35,Not Rated,,Not Rated,66.3,59.2,51.4,53.7,40.0,21.7,68.2,66.9,59.2,73.6,63.9,45.2,65.7,68.8,79.9,90.3,26.1,39.0,37.9,35.3,31.7,39.4,81.5,65.1,72.0,86.0,72.0,79.0,--,91.1,84.2,88.3,82.1,93.8,0.0,1.0,0.6,1.6,4.0,1.3,--,69.7,82.8,77.0,60.5,68.3
2243,Beaverton SD 48J,Jeff Rose,1184,Highland Park Middle School,David Nieslanik,Grade(s) 6-8,M,Washington,875,,,,86.7%,8.5%,--,--,,,9.5,24.0,31.0,24.0,32.0,26.0,--,--,24%,35%,15%,10%,3%,19%,<1%,9%,1%,57%,33,Not Rated,,Not Rated,61.4,56.4,61.9,53.9,42.5,48.7,72.5,*,*,*,65.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1165,Hiteon Elementary School,Meghan Warren,Grade(s) K-5,E,Washington,697,448,249,--,93.0%,8.4%,27.0,25.0,--,--,,,,,,,,,13%,30%,15%,8%,1%,12%,<1%,10%,2%,67%,19,Not Rated,,Not Rated,67.9,51.1,70.3,65.9,44.8,64.6,89.5,84.3,91.6,85.7,66.8,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,4867,Hope Chinese Charter School,Julie Rickman,Grade(s) K-3,E,Washington,116,116,--,--,94.8%,3.4%,24.0,25.0,--,--,,,,,,,,,9%,*,10%,40%,1%,8%,1%,16%,0,34%,9,Not Rated,,Not Rated,78.9,47.4,--,89.5,47.1,--,*,*,*,*,*,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,4474,International School of Beaverton,Jill O'Neill,Grade(s) 6-12,H,Washington,857,,,,93.8%,2.6%,--,--,,,31.0,24.0,29.0,24.0,33.0,26.0,30.0,26.0,21%,21%,<5%,25%,2%,15%,<1%,12%,<1%,46%,38,Not Rated,,Not Rated,94.9,59.2,78.9,84.2,40.0,45.2,>95,84.4,*,*,63.9,*,>95,>95,79.9,81.9,100.0,83.6,76.0,70.1,31.7,60.1,96.6,100.0,98.6,100.0,72.0,85.7,100.0,96.6,100.0,98.6,82.1,96.1,0.0,0.3,0.0,0.0,4.0,2.1,73.7,75.0,83.0,95.8,60.5,84.5
2243,Beaverton SD 48J,Jeff Rose,3437,Jacob Wismer Elementary School,Joan McFadden,Grade(s) K-5,E,Washington,735,442,293,--,>95%,12.2%,27.0,25.0,--,--,,,,,,,,,19%,<5%,<5%,60%,1%,4%,<1%,5%,<1%,30%,33,Not Rated,,Not Rated,91.5,51.1,75.4,92.2,44.8,69.3,95.0,90.4,87.2,88.6,66.8,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1166,Kinnaman Elementary School,Michael Crandall,Grade(s) K-5,E,Washington,715,483,232,--,86.5%,12.5%,27.0,25.0,--,--,,,,,,,,,35%,72%,15%,5%,5%,41%,<1%,6%,<1%,43%,22,Not Rated,,Not Rated,51.7,51.1,40.4,44.8,44.8,34.7,80.0,66.4,50.0,46.7,66.8,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1168,McKay Elementary School,Megan Clifford,Grade(s) K-5,E,Washington,361,235,126,--,88.9%,17.0%,23.0,25.0,--,--,,,,,,,,,33%,64%,21%,5%,3%,31%,1%,6%,1%,53%,18,Not Rated,,Not Rated,53.4,51.1,46.9,54.0,44.8,37.7,91.4,71.2,65.6,65.5,66.8,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1169,McKinley Elementary School,Annie Pleau,Grade(s) K-5,E,Washington,648,431,217,--,88.9%,22.1%,23.0,25.0,--,--,,,,,,,,,35%,66%,13%,14%,6%,32%,<1%,6%,1%,40%,31,Not Rated,,Not Rated,48.7,51.1,47.9,42.8,44.8,38.4,70.1,60.2,53.9,47.7,66.8,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1182,Meadow Park Middle School,Jared Freeman,Grade(s) 6-8,M,Washington,830,,,,85.4%,13.0%,--,--,,,9.0,24.0,31.0,24.0,29.0,26.0,--,--,36%,48%,16%,17%,3%,30%,1%,8%,1%,40%,31,Not Rated,,Not Rated,61.8,56.4,55.4,54.4,42.5,42.6,78.9,94.5,*,66.7,65.0,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1170,Montclair Elementary School,Sean Leverty,Grade(s) K-5,E,Washington,360,237,123,--,94.0%,10.3%,21.0,25.0,--,--,,,,,,,,,11%,34%,8%,5%,2%,11%,<1%,7%,1%,74%,22,Not Rated,,Not Rated,68.7,51.1,64.5,62.6,44.8,58.1,>95,91.5,88.2,89.7,66.8,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1183,Mountain View Middle School,Matt Pedersen,Grade(s) 6-8,M,Washington,877,,,,82.0%,14.8%,--,--,,,9.0,24.0,26.0,24.0,32.0,26.0,--,--,33%,64%,20%,5%,4%,35%,<1%,6%,1%,49%,23,Not Rated,,Not Rated,53.7,56.4,52.5,37.5,42.5,38.7,76.2,*,69.1,*,65.0,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1303,Nancy Ryles Elementary School,Kayla Bell,Grade(s) K-5,E,Washington,559,379,180,--,94.5%,17.3%,24.0,25.0,--,--,,,,,,,,,14%,27%,9%,11%,2%,14%,<1%,12%,1%,60%,21,Not Rated,,Not Rated,73.3,51.1,57.3,64.8,44.8,49.3,90.5,80.4,84.1,82.2,66.8,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1171,Oak Hills Elementary School,Cheryl Hagseth,Grade(s) K-5,E,Washington,578,375,203,--,92.4%,8.8%,25.0,25.0,--,--,,,,,,,,,12%,20%,12%,15%,3%,11%,<1%,9%,<1%,62%,28,Not Rated,,Not Rated,79.2,51.1,72.1,77.4,44.8,67.7,88.2,92.7,87.1,>95,66.8,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1172,Raleigh Hills Elementary School,Angela Freeman,Grade(s) K-8,E,Washington,580,277,122,181,91.9%,13.6%,22.0,25.0,30.0,25.0,,,,,,,,,25%,44%,11%,3%,1%,26%,0,5%,<1%,65%,13,Not Rated,,Not Rated,63.4,53.8,55.4,61.1,43.6,46.5,72.7,87.3,79.4,74.6,65.9,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1173,Raleigh Park Elementary School,Brian Curl,Grade(s) K-5,E,Washington,397,264,133,--,92.1%,15.2%,22.0,25.0,--,--,,,,,,,,,24%,40%,12%,2%,1%,25%,<1%,7%,2%,63%,14,Not Rated,,Not Rated,65.7,51.1,56.4,70.2,44.8,46.4,85.2,80.3,76.3,71.9,66.8,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1174,Ridgewood Elementary School,Cary Meier,Grade(s) K-5,E,Washington,458,325,133,--,89.8%,8.7%,26.0,25.0,--,--,,,,,,,,,8%,25%,16%,3%,3%,13%,1%,10%,1%,70%,13,Not Rated,,Not Rated,72.8,51.1,70.4,75.4,44.8,65.0,93.2,80.9,88.5,81.0,66.8,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1175,Rock Creek Elementary School,Jared Cordon,Grade(s) K-5,E,Washington,543,363,180,--,93.8%,11.2%,26.0,25.0,--,--,,,,,,,,,14%,27%,14%,17%,1%,13%,<1%,8%,1%,60%,28,Not Rated,,Not Rated,77.6,51.1,65.2,74.0,44.8,59.2,>95,>95,93.8,90.9,66.8,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,2781,Scholls Heights Elementary School,Sheila Baumgardner,Grade(s) K-5,E,Washington,537,341,196,--,93.9%,5.6%,26.0,25.0,--,--,,,,,,,,,14%,16%,14%,14%,1%,10%,0,11%,<1%,63%,20,Not Rated,,Not Rated,79.6,51.1,74.9,79.6,44.8,69.8,92.7,>95,89.0,89.3,66.8,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,1314,School of Science & Technology,Brian Sica,Grade(s) 9-12,H,Washington,153,,,,89.5%,4.4%,--,--,,,19.0,24.0,14.5,24.0,17.5,26.0,21.5,26.0,12%,20%,18%,15%,3%,9%,0,3%,0,70%,18,Not Rated,,Not Rated,>95,68.5,70.7,83.3,31.6,28.6,90.6,*,*,*,62.6,70.3,70.8,93.0,79.9,88.0,52.5,58.8,55.8,48.6,31.7,27.3,89.2,81.1,84.8,86.0,72.0,79.7,96.0,91.9,91.4,100.0,82.1,89.5,0.0,0.6,0.0,0.6,4.0,1.7,79.2,82.4,80.6,89.3,60.5,52.1
2243,Beaverton SD 48J,Jeff Rose,1270,Sexton Mountain Elementary School,Teresa Clemens-Brower,Grade(s) K-5,E,Washington,510,316,194,--,>95%,8.5%,26.0,25.0,--,--,,,,,,,,,15%,19%,14%,18%,2%,9%,<1%,9%,<1%,62%,22,Not Rated,,Not Rated,65.6,51.1,74.3,62.5,44.8,70.3,88.1,82.6,86.6,71.9,66.8,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,2783,Southridge High School,Todd Corsetti,Grade(s) 9-12,H,Washington,1615,,,,81.2%,10.6%,--,--,,,33.0,24.0,29.0,24.0,32.0,26.0,34.0,26.0,18%,27%,13%,12%,2%,14%,1%,8%,1%,61%,31,Not Rated,,Not Rated,86.7,68.5,77.6,58.6,31.6,43.0,74.9,68.9,*,>95,62.6,69.1,83.0,89.1,79.9,88.1,50.9,46.5,40.7,48.3,31.7,45.7,85.1,88.5,83.2,88.7,72.0,84.5,93.7,93.7,93.8,89.5,82.1,91.5,0.9,1.0,1.4,2.1,4.0,1.6,80.0,76.6,77.1,82.9,60.5,71.3
2243,Beaverton SD 48J,Jeff Rose,4712,Springville K-8 School,Cheryl Ames,Grade(s) K-8,E,Washington,908,490,255,163,94.3%,11.3%,26.0,25.0,28.0,25.0,,,,,,,,,17%,22%,12%,30%,1%,13%,1%,5%,<1%,50%,33,Not Rated,,Not Rated,73.6,53.8,69.5,77.4,43.6,63.3,81.2,78.2,83.2,81.4,65.9,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,Beaverton SD 48J,Jeff Rose,2782,Stoller Middle School,Florence Richey,Grade(s) 6-8,M,Washington,1389,,,,90.8%,7.2%,--,--,,,7.5,24.0,29.0,24.0,32.0,26.0,--,--,20%,12%,10%,40%,2%,7%,<1%,6%,<1%,46%,40,Not Rated,,Not Rated,83.3,56.4,70.4,81.8,42.5,54.9,88.7,89.0,*,*,65.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
