District ID,District Name,Superintendent,School ID,School Name,Principal,Grades Offered,School Type,County,Total Enrollment,Enrollment K-3,Enrollment 4-5,Enrollment 6-8,Pct of Students Attending Regularly,Pct Mobile Students 2014-15,School Self-Contained Class Size,Oregon Self-Contained Class Size,School Departmentalized Class Size,Oregon Departmentalized Class Size,School ELA Class Size,Oregon ELA Class Size,School Math Class Size,Oregon Math Class Size,School Science Class Size,Oregon Science Class Size,School Social Studies Class Size,Oregon Social Studies Class Size,Pct Ever English Learners,Pct Economically Disadvantaged,Pct Students with Disabilities,Pct Asian,Pct Black,Pct Hispanic,Pct Native American,Pct Multi-racial,Pct Pacific Islander,Pct White,Number of Languages Spoken,School Rating,ESEA Designation,Rating Compared to Similar Schools,ELA Pct Met 2014-15,State ELA Pct Met,Like Schools ELA Pct Met,Math Pct Met 2014-15,State Math Pct Met,Like Schools Math Pct Met,Science Pct Met 2011-12,Science Pct Met 2012-13,Science Pct Met 2013-14,Science Pct Met 2014-15,State Science Pct Met,Like Schools Science Pct Met,Freshmen On Track 2013-14,Freshmen On Track 2014-15,State Freshman On Track,Like Schools Freshman On Track,SAT Participation 2011-12,SAT Participation 2012-13,SAT Participation 2013-14,SAT Participation 2014-15,State SAT Participation,Like Schools SAT Participation,Four Year Graduation Rate 2010-11,Four Year Graduation Rate 2011-12,Four Year Graduation Rate 2012-13,Four Year Graduation Rate 2013-14,State Four Year Graduation Rate,Like Schools Four Year Graduation Rate,Five Year Completion Rate 2010-11,Five Year Completion Rate 2011-12,Five Year Completion Rate 2012-13,Five Year Completion Rate 2013-14,State Five Year Completion Rate,Like Schools Five Year Completion Rate,Dropout Rate 2010-11,Dropout Rate 2011-12,Dropout Rate 2012-13,Dropout Rate 2013-14,State Dropout Rate,Like Schools Dropout Rate,Continuing Education Rate 2009-10,Continuing Education Rate 2010-11,Continuing Education Rate 2011-12,Continuing Education Rate 2012-13,State Continuing Education Rate,Like Schools Continuing Education Rate
4131,North Wasco County SD 21,Candy Armstrong,1100,The Dalles Middle School,Sandra Harris,Grade(s) 6-8,M,Wasco,616,,,,76.8%,13.9%,4.0,25.0,,,30.0,24.0,25.0,24.0,25.0,26.0,29.0,26.0,26%,***,15%,<1%,<1%,33%,1%,4%,2%,59%,5,Not Rated,,Not Rated,45.2,56.4,51.7,29.0,42.5,37.5,68.4,72.5,79.0,75.5,65.0,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,North Wasco County SD 21,Candy Armstrong,5250,Wahtonka Community School,Brian Goodwin,Grade(s) 9-12,H,Wasco,72,,,,50.0%,61.8%,--,--,,,25.0,24.0,16.0,24.0,6.0,26.0,19.5,26.0,13%,***,13%,0,1%,17%,3%,4%,6%,69%,3,Not Rated,,Not Rated,<5,68.5,21.4,*,31.6,<5,*,*,*,42.9,62.6,6.5,--,*,79.9,*,--,--,--,0.0,31.7,0.5,--,--,--,--,72.0,13.4,--,--,--,--,82.1,56.0,--,--,--,--,4.0,24.7,--,--,--,--,60.5,15.9
2110,Nyssa SD 26,Janine Weeks,702,Nyssa Elementary School,Matthew Murray,Grade(s) K-5,E,Malheur,539,366,173,--,88.9%,11.8%,25.0,25.0,--,--,,,,,,,,,44%,***,16%,<1%,0,63%,0,2%,0,34%,2,Not Rated,,Not Rated,41.1,51.1,38.3,35.6,44.8,30.3,77.2,67.9,77.9,75.6,66.8,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,Nyssa SD 26,Janine Weeks,704,Nyssa High School,Shawn Jensen,Grade(s) 9-12,H,Malheur,315,,,,79.6%,10.7%,--,--,,,15.0,24.0,17.0,24.0,17.0,26.0,20.5,26.0,52%,***,16%,<1%,0,66%,1%,3%,<1%,30%,3,Not Rated,,Not Rated,68.4,68.5,65.2,28.9,31.6,14.2,77.2,60.9,84.8,64.3,62.6,51.8,93.0,>95,79.9,76.9,5.2,11.9,10.3,8.7,31.7,29.3,79.1,77.3,78.6,76.7,72.0,82.5,84.9,86.1,86.0,79.7,82.1,88.3,0.0,0.3,0.3,5.1,4.0,2.3,68.4,70.4,68.5,54.4,60.5,46.9
2110,Nyssa SD 26,Janine Weeks,703,Nyssa Middle School,Luke Cleaver,Grade(s) 6-8,M,Malheur,247,,,,88.1%,9.1%,--,--,,,20.0,24.0,20.5,24.0,23.0,26.0,22.0,26.0,52%,***,19%,1%,0,68%,0,1%,0,30%,4,Not Rated,,Not Rated,41.7,56.4,44.1,24.4,42.5,22.7,59.1,53.5,51.8,60.9,65.0,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Oakland SD 1,Nanette Hagen,266,Lincoln Middle School,Diana Sweeden,Grade(s) 5-8,M,Douglas,161,,,,88.2%,12.4%,26.0,25.0,,,20.0,24.0,17.0,24.0,20.0,26.0,19.5,26.0,*,52%,17%,0,0,4%,2%,3%,1%,89%,2,Not Rated,,Not Rated,71.4,56.1,52.9,50.6,42.4,38.0,80.8,74.1,81.6,83.3,65.9,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Oakland SD 1,Nanette Hagen,267,Oakland Elementary School,Nanette Hagen,Grade(s) K-4,E,Douglas,183,143,40,--,83.7%,12.4%,24.0,25.0,--,--,,,,,,,,,*,56%,14%,1%,0,4%,2%,4%,0,89%,1,Not Rated,,Not Rated,56.2,49.1,53.1,42.5,46.1,44.9,*,*,*,*,*,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Oakland SD 1,Nanette Hagen,268,Oakland High School,Jeff Clark,Grade(s) 9-12,H,Douglas,175,,,,76.8%,17.6%,--,--,,,16.0,24.0,14.0,24.0,15.0,26.0,19.0,26.0,*,41%,14%,0,0,6%,5%,6%,0,84%,1,Not Rated,,Not Rated,80.0,68.5,68.4,42.2,31.6,27.3,72.2,83.0,58.8,73.3,62.6,65.8,80.4,91.1,79.9,80.5,50.0,53.6,51.0,41.2,31.7,30.8,76.6,86.1,93.1,95.8,72.0,79.0,86.4,85.1,94.4,98.3,82.1,88.3,1.6,1.0,0.0,0.0,4.0,1.9,68.6,52.5,69.7,63.2,60.5,52.2
2093,Oakridge SD 76,Donald Kordosky,600,Oakridge Elementary School,Tiffany O'Donnell,Grade(s) K-6,E,Lane,294,183,79,32,77.3%,20.5%,28.0,25.0,--,--,,,,,,,,,<5%,74%,18%,1%,4%,6%,3%,0,<1%,85%,3,Not Rated,Focus,Not Rated,30.1,51.9,44.6,28.0,43.5,36.3,78.9,65.7,82.4,70.3,66.8,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,Oakridge SD 76,Donald Kordosky,602,Oakridge High School,Tamara Skordahl,Grade(s) 9-12,H,Lane,143,,,,78.2%,24.7%,--,--,,,15.5,24.0,16.0,24.0,14.5,26.0,15.0,26.0,*,65%,15%,0,2%,8%,2%,3%,0,85%,1,Not Rated,,Not Rated,55.2,68.5,67.0,<5,31.6,25.4,55.6,48.5,50.0,33.3,62.6,63.9,69.2,57.6,79.9,78.9,47.1,19.4,12.5,29.4,31.7,35.4,75.0,63.4,64.7,78.1,72.0,76.2,89.3,92.3,90.2,94.6,82.1,85.9,1.9,5.5,1.4,3.8,4.0,2.1,50.0,57.4,52.9,48.3,60.5,53.1
2093,Oakridge SD 76,Donald Kordosky,601,Oakridge Junior High School,Tamara Skordahl,Grade(s) 7-8,M,Lane,81,,,,82.9%,21.7%,--,--,,,17.0,24.0,14.5,24.0,16.5,26.0,21.0,26.0,*,68%,20%,0,4%,7%,2%,0,0,86%,2,Not Rated,,Not Rated,28.2,57.5,53.1,21.6,44.0,41.2,67.6,44.2,*,48.5,65.0,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,ODE YCEP District,,2258,Monroe School,Ronald Wassom,Grade(s) 6-12,H,Harney,29,,,,>95%,66.7%,--,--,,,--,--,--,--,--,--,--,--,*,***,62%,0,7%,21%,3%,0,0,69%,2,Not Rated,,Not Rated,*,59.2,--,*,40.0,--,*,28.6,*,*,63.9,--,*,*,79.9,--,--,--,--,0.0,31.7,--,27.3,17.6,14.3,28.6,72.0,--,78.6,83.3,78.9,16.7,82.1,--,4.1,0.0,11.9,2.8,4.0,--,25.0,20.0,0.0,100.0,60.5,--
3477,ODE YCEP District,,2260,Newbridge High School,Brent Workley,Grade(s) 6-12,H,Josephine,76,,,,>95%,85.7%,--,--,,,13.5,24.0,10.0,24.0,13.0,26.0,12.0,26.0,14%,***,43%,1%,7%,25%,0,3%,0,64%,3,Not Rated,,Not Rated,28.6,59.2,38.7,14.3,40.0,<5,<5,28.6,42.9,28.6,63.9,22.6,*,*,79.9,66.7,--,--,--,0.0,31.7,30.0,15.8,25.7,20.5,17.9,72.0,24.3,78.1,86.8,85.7,68.2,82.1,60.9,1.0,6.0,8.1,3.7,4.0,67.1,21.1,3.8,11.1,15.0,60.5,22.4
3477,ODE YCEP District,,2387,Ocean Dunes High School,Joan Baratta,Grade(s) 9-12,H,Lane,7,,,,*,93.8%,--,--,,,--,--,--,--,--,--,--,--,*,***,*,0,43%,29%,0,0,0,29%,2,Not Rated,,Not Rated,*,68.5,--,*,31.6,--,*,*,*,*,62.6,--,*,*,79.9,--,--,--,--,0.0,31.7,--,9.1,28.6,80.0,0.0,72.0,--,92.3,100.0,50.0,85.7,82.1,--,8.7,11.1,9.1,8.3,4.0,--,28.6,12.5,0.0,0.0,60.5,--
3477,ODE YCEP District,,2386,RiverBend High School,Eric Volger,Grade(s) 9-12,H,Union,16,,,,>95%,88.4%,--,--,,,--,--,--,--,--,--,--,--,*,***,50%,0,19%,19%,0,0,0,63%,2,Not Rated,,Not Rated,*,68.5,--,*,31.6,--,*,*,*,*,62.6,--,*,*,79.9,--,--,--,--,0.0,31.7,--,13.3,20.0,34.8,11.1,72.0,--,84.4,76.7,77.3,88.0,82.1,--,13.6,4.2,21.6,12.0,4.0,--,10.5,28.6,30.0,7.1,60.5,--
3477,ODE YCEP District,,1827,Robert S Farrell High School,Michael Conn,Grade(s) 6-12,H,Marion,113,,,,>95%,92.9%,--,--,,,9.0,24.0,8.5,24.0,8.0,26.0,10.0,26.0,16%,***,50%,0,25%,26%,7%,2%,2%,39%,4,Not Rated,,Not Rated,11.1,59.2,28.6,<5,40.0,14.3,50.0,28.6,*,*,63.9,28.6,*,*,79.9,*,--,--,--,0.0,31.7,0.0,11.5,11.1,8.1,17.5,72.0,17.9,72.5,66.7,67.7,58.8,82.1,68.2,4.8,5.7,7.4,5.0,4.0,--,31.0,34.8,13.3,33.3,60.5,15.0
3477,ODE YCEP District,,2385,South Jetty High School,Richard Glinert,Grade(s) 6-12,H,Clatsop,43,,,,>95%,92.3%,--,--,,,--,--,--,--,--,--,--,--,21%,***,47%,0,14%,35%,0,7%,0,44%,2,Not Rated,,Not Rated,*,59.2,37.5,*,40.0,14.3,*,42.9,*,*,63.9,17.6,*,*,79.9,*,--,--,--,0.0,31.7,53.8,24.1,36.7,21.7,30.0,72.0,36.9,62.1,50.0,88.5,53.3,82.1,70.8,3.9,0.0,4.3,16.4,4.0,--,33.3,36.4,26.7,44.4,60.5,15.6
3477,ODE YCEP District,,4609,Three Lakes High School,Joan Baratta,Grade(s) 6-12,H,Linn,46,,,,>95%,88.0%,--,--,,,11.0,24.0,6.0,24.0,10.0,26.0,--,--,*,***,39%,0,22%,9%,7%,2%,0,61%,2,Not Rated,,Not Rated,*,59.2,42.9,*,40.0,7.4,*,16.7,*,10.0,63.9,28.6,*,*,79.9,71.4,--,75.0,100.0,79.2,31.7,0.0,40.0,21.1,28.6,51.4,72.0,17.6,93.8,73.9,91.7,76.2,82.1,61.3,0.0,1.7,14.9,7.5,4.0,53.4,20.0,28.6,20.0,16.7,60.5,19.7
3477,ODE YCEP District,,4588,Trask River High School,Jerry Dorland,Grade(s) 6-12,H,Tillamook,53,,,,>95%,77.5%,--,--,,,10.0,24.0,9.0,24.0,4.0,26.0,10.5,26.0,*,***,42%,0,8%,21%,8%,0,0,64%,4,Not Rated,,Not Rated,*,59.2,47.6,*,40.0,10.0,*,*,*,*,63.9,23.3,*,*,79.9,71.4,--,--,--,0.0,31.7,41.7,63.2,53.8,52.9,41.2,72.0,21.4,82.6,82.6,80.6,89.5,82.1,60.6,4.4,3.3,3.3,4.2,4.0,42.5,35.7,38.5,26.7,40.0,60.5,11.9
3477,ODE YCEP District,,1828,William P Lord High School,Michael Conn,Grade(s) 6-12,H,Marion,27,,,,>95%,93.5%,--,--,,,5.0,24.0,5.0,24.0,--,--,4.5,26.0,*,***,67%,0,22%,19%,7%,7%,0,44%,2,Not Rated,,Not Rated,*,59.2,--,*,40.0,--,*,*,*,*,63.9,--,*,*,79.9,--,--,--,--,0.0,31.7,--,11.9,12.0,6.5,22.2,72.0,--,55.1,45.5,50.0,76.0,82.1,--,5.6,10.8,11.4,18.6,4.0,--,38.1,42.1,12.5,0.0,60.5,--
2108,Ontario SD 8C,Nicole Albisu,694,Aiken Elementary School,Andrea Buchholz,Grade(s) K-5,E,Malheur,273,198,75,--,89.5%,25.0%,24.5,25.0,--,--,,,,,,,,,15%,***,11%,0,2%,57%,<1%,7%,0,34%,4,Not Rated,,Not Rated,35.0,51.1,40.9,36.8,44.8,32.0,61.1,37.2,47.8,47.1,66.8,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,Ontario SD 8C,Nicole Albisu,692,Alameda Elementary School,Jenny Dayton,Grade(s) K-6,E,Malheur,413,242,102,69,90.9%,17.4%,24.0,25.0,--,--,,,,,,,,,20%,***,12%,0,0,62%,<1%,1%,0,36%,2,Not Rated,,Not Rated,40.6,51.9,43.4,28.4,43.5,36.0,48.9,57.1,38.6,31.9,66.8,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,Ontario SD 8C,Nicole Albisu,693,Cairo Elementary School,Frances Ramirez,Grade(s) K-5,E,Malheur,129,94,35,--,89.1%,11.3%,22.0,25.0,--,--,,,,,,,,,24%,***,10%,0,0,67%,0,2%,0,31%,2,Not Rated,,Not Rated,35.1,51.1,41.6,33.3,44.8,33.6,32.0,65.0,34.8,36.8,66.8,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,Ontario SD 8C,Nicole Albisu,696,May Roberts Elementary School,Marshell Hooker,Grade(s) K-6,E,Malheur,375,192,92,91,85.2%,24.5%,23.0,25.0,--,--,,,,,,,,,25%,***,15%,<1%,2%,72%,<1%,2%,0,24%,4,Not Rated,,Not Rated,34.1,51.9,35.2,34.6,43.5,26.3,63.4,48.0,58.8,46.7,66.8,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,Ontario SD 8C,Nicole Albisu,699,Ontario High School,Andrew Kovach,Grade(s) 9-12,H,Malheur,650,,,,80.2%,18.4%,--,--,,,22.0,24.0,18.0,24.0,24.0,26.0,26.0,26.0,28%,***,12%,2%,1%,61%,1%,1%,0,35%,6,Not Rated,Priority,Not Rated,45.0,68.5,53.9,14.1,31.6,17.2,60.0,60.9,50.8,47.0,62.6,48.4,70.1,72.3,79.9,78.4,24.7,15.4,17.7,14.1,31.7,30.7,60.6,52.0,67.0,64.5,72.0,75.1,77.2,70.3,71.6,75.0,82.1,82.2,5.8,5.9,6.9,7.6,4.0,1.9,57.3,58.0,56.9,54.0,60.5,61.0
2108,Ontario SD 8C,Nicole Albisu,698,Ontario Middle School,Lisa Estrada,Grade(s) 7-8,M,Malheur,328,,,,82.4%,15.1%,--,--,,,20.0,24.0,19.5,24.0,25.0,26.0,26.5,26.0,27%,***,13%,<1%,2%,60%,1%,1%,0,36%,3,Not Rated,,Not Rated,43.5,57.5,41.7,28.9,44.0,27.0,43.9,46.6,43.6,46.3,65.0,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,Ontario SD 8C,Nicole Albisu,697,Pioneer Elementary School,Frances Ramirez,Grade(s) K-5,E,Malheur,124,81,43,--,82.9%,24.7%,23.0,25.0,--,--,,,,,,,,,21%,***,10%,0,0,57%,1%,6%,0,35%,2,Not Rated,,Not Rated,23.3,51.1,36.3,23.7,44.8,30.7,60.0,63.2,66.7,39.1,66.8,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Oregon City SD 62,Larry Didway,4585,Alliance Charter Academy,Lara Fabrycki,Grade(s) 1-12,H,Clackamas,365,,,,*,14.8%,--,--,,,14.0,24.0,15.0,24.0,14.0,26.0,16.0,26.0,<5%,14%,12%,3%,0,4%,1%,4%,0,88%,1,Not Rated,,Not Rated,73.0,55.7,60.3,51.1,42.1,42.2,70.9,75.0,77.7,78.3,64.9,70.3,86.7,88.9,79.9,77.1,23.7,20.6,26.7,27.9,31.7,44.2,54.8,69.0,64.0,57.1,72.0,83.2,77.8,92.9,93.1,88.5,82.1,89.2,0.8,0.0,0.7,0.0,4.0,1.4,66.7,63.2,66.7,56.3,60.5,58.0
1928,Oregon City SD 62,Larry Didway,105,Beavercreek Elementary School,Scott Curtis,Grade(s) K-5,E,Clackamas,537,354,183,--,89.7%,14.1%,30.0,25.0,--,--,,,,,,,,,<5%,36%,16%,1%,1%,7%,1%,8%,0,82%,6,Not Rated,,Not Rated,58.6,51.1,59.7,51.8,44.8,52.2,77.8,>95,78.1,93.0,66.8,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Oregon City SD 62,Larry Didway,106,Candy Lane Elementary School,Michael Sweeten,Grade(s) 2-5,E,Clackamas,301,143,158,--,84.4%,9.9%,28.0,25.0,--,--,,,,,,,,,30%,59%,11%,2%,1%,36%,1%,9%,1%,50%,13,Not Rated,,Not Rated,43.7,51.1,50.1,41.6,44.8,41.5,63.2,72.1,72.0,76.1,66.8,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Oregon City SD 62,Larry Didway,4802,Clackamas Academy of Industrial Sciences,Kyle Laier,Grade(s) 8-12,H,Clackamas,194,,,,76.5%,29.1%,--,--,,,18.5,24.0,19.5,24.0,31.0,26.0,29.0,26.0,5%,33%,23%,1%,1%,5%,0,2%,1%,90%,4,Not Rated,,Not Rated,46.3,63.0,69.5,27.7,38.3,28.1,81.5,92.6,68.9,60.9,63.9,63.4,58.7,80.4,79.9,80.2,--,--,14.3,7.3,31.7,29.9,--,--,82.1,58.3,72.0,71.4,--,--,--,89.7,82.1,85.1,0.0,0.0,0.0,3.0,4.0,2.5,--,--,--,21.7,60.5,50.7
1928,Oregon City SD 62,Larry Didway,109,Gaffney Lane Elementary School,Cyndi Borgmeier,Grade(s) K-5,E,Clackamas,572,387,185,--,86.0%,11.4%,28.0,25.0,--,--,,,,,,,,,10%,41%,19%,1%,1%,13%,1%,4%,0,81%,7,Not Rated,,Not Rated,56.9,51.1,64.6,51.4,44.8,56.6,71.2,72.6,80.3,73.3,66.8,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Oregon City SD 62,Larry Didway,115,Gardiner Middle School,Kelly Schmidt,Grade(s) 6-8,M,Clackamas,761,,,,80.7%,10.7%,9.0,25.0,,,23.5,24.0,25.0,24.0,29.0,26.0,27.5,26.0,15%,40%,17%,1%,1%,16%,1%,7%,1%,73%,16,Not Rated,,Not Rated,66.8,56.4,63.8,45.6,42.5,47.7,78.4,73.1,78.5,71.7,65.0,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Oregon City SD 62,Larry Didway,107,Holcomb Elementary School,Kelli Rhea,Grade(s) K-5,E,Clackamas,497,337,160,--,84.4%,17.0%,26.0,25.0,--,--,,,,,,,,,9%,55%,18%,1%,1%,11%,0,8%,1%,79%,10,Not Rated,,Not Rated,47.0,51.1,50.1,40.5,44.8,41.7,82.1,75.3,80.0,78.9,66.8,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Oregon City SD 62,Larry Didway,110,Jennings Lodge Elementary School,Michael Sweeten,Grade(s) K-2,E,Clackamas,244,244,--,--,80.8%,16.3%,22.0,25.0,--,--,,,,,,,,,30%,64%,9%,1%,3%,34%,1%,7%,1%,54%,7,Not Rated,,Not Rated,*,*,*,*,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Oregon City SD 62,Larry Didway,114,John McLoughlin Elementary School,Lisa Normand,Grade(s) K-5,E,Clackamas,557,380,177,--,90.4%,10.0%,28.0,25.0,--,--,,,,,,,,,<5%,27%,9%,2%,<1%,8%,0,6%,0,83%,8,Not Rated,,Not Rated,69.9,51.1,70.1,68.5,44.8,63.6,90.1,77.1,85.1,90.5,66.8,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Oregon City SD 62,Larry Didway,116,Ogden Middle School,Peter Danner,Grade(s) 6-8,M,Clackamas,854,,,,83.0%,11.3%,10.0,25.0,,,26.5,24.0,28.0,24.0,28.0,26.0,29.0,26.0,10%,43%,15%,1%,1%,10%,1%,6%,<1%,80%,11,Not Rated,,Not Rated,62.7,56.4,62.6,40.2,42.5,48.1,82.5,79.1,79.1,74.7,65.0,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Oregon City SD 62,Larry Didway,118,Oregon City Senior High School,Tom Lovell,Grade(s) 9-12,H,Clackamas,2090,,,,80.5%,11.7%,--,--,,,28.0,24.0,30.0,24.0,30.0,26.0,31.0,26.0,8%,31%,14%,2%,1%,11%,1%,5%,1%,80%,22,Not Rated,,Not Rated,82.3,68.5,75.9,47.0,31.6,41.0,81.6,76.7,81.0,91.2,62.6,70.6,87.3,91.2,79.9,87.1,40.7,47.6,43.4,40.1,31.7,47.1,78.8,83.0,85.8,87.9,72.0,84.3,85.6,90.2,92.8,93.1,82.1,90.6,0.6,0.6,0.6,0.9,4.0,1.5,60.9,61.1,61.7,66.6,60.5,68.8
1928,Oregon City SD 62,Larry Didway,2735,Oregon City Service Learning Academy,Tim Graham,Grade(s) 9-12,H,Clackamas,200,,,,28.4%,48.9%,--,--,,,17.0,24.0,15.0,24.0,19.0,26.0,19.5,26.0,7%,61%,14%,1%,1%,14%,6%,6%,1%,73%,3,Not Rated,Priority,Not Rated,63.3,68.5,33.6,<5,31.6,<5,35.7,27.0,25.6,46.3,62.6,31.0,79.3,70.6,79.9,58.8,--,--,--,1.6,31.7,1.4,23.1,35.6,6.5,47.9,72.0,22.8,50.0,58.3,57.8,50.0,82.1,52.8,23.0,11.8,12.8,11.5,4.0,34.5,33.3,31.8,31.6,16.7,60.5,30.5
1928,Oregon City SD 62,Larry Didway,139,Redland Elementary School,April Albers,Grade(s) K-5,E,Clackamas,530,345,185,--,89.7%,11.7%,28.0,25.0,--,--,,,,,,,,,12%,44%,16%,2%,0,12%,0,7%,<1%,78%,12,Not Rated,,Not Rated,50.0,51.1,64.7,40.3,44.8,56.7,83.6,66.0,79.3,74.2,66.8,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Oregon City SD 62,Larry Didway,4480,Springwater Environmental Sciences School,Dawn Bolotow,Grade(s) K-8,E,Clackamas,195,93,46,56,94.2%,4.0%,23.0,25.0,--,--,,,,,,,,,*,*,14%,0,1%,6%,0,9%,0,85%,1,Not Rated,,Not Rated,75.6,53.8,72.9,56.8,43.6,66.8,91.4,92.5,>95,91.4,65.9,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,Oregon Department of Education,,4850,Eagle Charter School,Cliff Monroe,Grade(s) K-5,E,Marion,143,96,47,--,82.2%,13.1%,24.0,25.0,--,--,,,,,,,,,6%,57%,17%,0,2%,13%,0,9%,0,76%,4,Not Rated,,Not Rated,32.8,51.1,56.1,29.5,44.8,49.1,56.3,42.9,87.5,65.2,66.8,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,Oregon Department of Education,,4040,Four Rivers Community School,Chelle Robins,Grade(s) K-8,E,Malheur,253,119,49,85,93.5%,4.6%,49.0,25.0,29.0,25.0,,,,,,,,,43%,77%,9%,0,0,77%,0,1%,0,23%,2,Not Rated,,Not Rated,44.9,53.8,35.2,25.6,43.6,26.2,47.5,49.0,68.0,65.4,65.9,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,Oregon Department of Education,,4604,Southwest Charter School,Anne Gurnee,Grade(s) K-8,E,Multnomah,204,90,48,66,93.2%,12.6%,24.0,25.0,--,--,,,,,,,,,*,20%,14%,2%,<1%,9%,1%,7%,1%,79%,4,Not Rated,,Not Rated,63.5,53.8,66.7,52.4,43.6,60.4,90.3,77.5,91.2,83.3,65.9,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,Oregon Department of Education,,4720,The Ivy School,Liz Caravaca,Grade(s) 1-8,E,Multnomah,255,127,66,62,88.4%,12.1%,32.5,25.0,--,--,,,,,,,,,*,29%,11%,2%,5%,7%,2%,5%,0,78%,2,Not Rated,,Not Rated,66.0,53.8,62.3,40.8,43.6,56.0,50.0,80.8,77.3,79.5,65.9,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Oregon Trail SD 46,Aaron Bayer,97,Boring Middle School,Tim Werner,Grade(s) 6-8,M,Clackamas,390,,,,80.4%,11.5%,--,--,,,24.0,24.0,26.0,24.0,37.0,26.0,33.0,26.0,12%,46%,9%,2%,1%,15%,2%,5%,<1%,76%,5,Not Rated,,Not Rated,72.5,56.4,60.3,57.9,42.5,44.1,79.6,70.1,76.8,79.2,65.0,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Oregon Trail SD 46,Aaron Bayer,102,Cedar Ridge Middle School,Nicole Johnston,Grade(s) 6-8,M,Clackamas,367,,,,83.6%,11.4%,--,--,,,24.0,24.0,26.0,24.0,35.0,26.0,31.5,26.0,14%,54%,12%,<1%,1%,16%,2%,4%,1%,75%,5,Not Rated,,Not Rated,52.2,56.4,56.3,38.5,42.5,39.4,70.5,69.0,63.5,72.7,65.0,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Oregon Trail SD 46,Aaron Bayer,101,Firwood Elementary School,Tara Black,Grade(s) K-5,E,Clackamas,482,326,156,--,88.2%,13.6%,29.0,25.0,--,--,,,,,,,,,13%,49%,11%,1%,0,15%,0,2%,1%,82%,6,Not Rated,,Not Rated,59.2,51.1,55.1,49.8,44.8,46.1,86.8,72.9,85.3,78.8,66.8,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Oregon Trail SD 46,Aaron Bayer,99,Kelso Elementary School,Katie Schweitzer,Grade(s) K-5,E,Clackamas,338,231,107,--,93.6%,11.1%,32.0,25.0,--,--,,,,,,,,,9%,39%,7%,1%,1%,11%,1%,2%,0,83%,5,Not Rated,,Not Rated,50.0,51.1,63.1,40.3,44.8,55.7,89.3,66.7,76.6,69.0,66.8,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Oregon Trail SD 46,Aaron Bayer,96,Naas Elementary School,Kimberly Brooks,Grade(s) K-5,E,Clackamas,352,234,118,--,88.0%,12.9%,30.0,25.0,--,--,,,,,,,,,15%,49%,12%,2%,0,16%,1%,2%,1%,79%,7,Not Rated,,Not Rated,56.3,51.1,54.8,42.5,44.8,46.7,76.5,69.2,74.4,71.4,66.8,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
