SchoolID,School,District,SchoolType,No_of_Program,Summer_2015_Activities,FrRedLnch_PercentEligible,PercentofStudentsNotChronicallyAbsent,Subject,ParticipationRate2014to2015,PercentageMeetsORExceeds2014to2015
862,James John Elementary School,Portland SD 1J,E,2,Enrichment activities such as reading writing playing games sports art and crafts. ,78.08,79.1,English Language Arts,95.5,29.4
862,James John Elementary School,Portland SD 1J,E,2,Enrichment activities such as reading writing playing games sports art and crafts. ,78.08,79.1,Mathematics,97.8,23.6
862,James John Elementary School,Portland SD 1J,E,2,Enrichment activities such as reading writing playing games sports art and crafts. ,78.08,79.1,Science,100,28.3
1139,James Templeton Elementary School,Tigard-Tualatin SD 23J,E,2,Summer School Program Arts and Crafts,47.51,89.8,English Language Arts,99.6,63.3
1139,James Templeton Elementary School,Tigard-Tualatin SD 23J,E,2,Summer School Program Arts and Crafts,47.51,89.8,Mathematics,99.6,51.8
1139,James Templeton Elementary School,Tigard-Tualatin SD 23J,E,2,Summer School Program Arts and Crafts,47.51,89.8,Science,100,73.4
1773,Jefferson County Middle School,Jefferson County SD 509J,M,1,Sig Grant ESY Summer School Migrant Program,78.41,82.1,English Language Arts,97.7,36
1773,Jefferson County Middle School,Jefferson County SD 509J,M,1,Sig Grant ESY Summer School Migrant Program,78.41,82.1,Mathematics,97.5,18.8
1773,Jefferson County Middle School,Jefferson County SD 509J,M,1,Sig Grant ESY Summer School Migrant Program,78.41,82.1,Science,100,32.9
721,Jefferson Elementary School,Jefferson SD 14J,E,2,,64.66,81.1,English Language Arts,98.4,36.3
721,Jefferson Elementary School,Jefferson SD 14J,E,2,,64.66,81.1,Mathematics,97.8,27.6
721,Jefferson Elementary School,Jefferson SD 14J,E,2,,64.66,81.1,Science,98.3,62.7
913,Jefferson High School,Portland SD 1J,H,3,tutoring reading art and physical recreation.,68.09,69.5,English Language Arts,92.2,52.8
913,Jefferson High School,Portland SD 1J,H,3,tutoring reading art and physical recreation.,68.09,69.5,Mathematics,86.1,10.1
913,Jefferson High School,Portland SD 1J,H,3,tutoring reading art and physical recreation.,68.09,69.5,Science,44.3,37.3
3352,Jewell School,Jewell SD 8,H,0,Summer Library ,62.04,87,English Language Arts,100,64.5
3352,Jewell School,Jewell SD 8,H,0,Summer Library ,62.04,87,Mathematics,98.7,41.3
3352,Jewell School,Jewell SD 8,H,0,Summer Library ,62.04,87,Science,97.3,52.8
383,Jewett Elementary School,Central Point SD 6,E,4,The school is on a grant.  They provide summer school for identified kids as per the grant.  However we serve all kids that come to the school for lunch.  The kids who are in school just eat with the rest of the guests we have.,66.41,87.6,English Language Arts,100,42.1
383,Jewett Elementary School,Central Point SD 6,E,4,The school is on a grant.  They provide summer school for identified kids as per the grant.  However we serve all kids that come to the school for lunch.  The kids who are in school just eat with the rest of the guests we have.,66.41,87.6,Mathematics,100,38.1
383,Jewett Elementary School,Central Point SD 6,E,4,The school is on a grant.  They provide summer school for identified kids as per the grant.  However we serve all kids that come to the school for lunch.  The kids who are in school just eat with the rest of the guests we have.,66.41,87.6,Science,100,55.4
459,Joseph Conger Elementary School,Klamath Falls City Schools,E,1,,69.59,77.9,English Language Arts,98.5,34.2
459,Joseph Conger Elementary School,Klamath Falls City Schools,E,1,,69.59,77.9,Mathematics,98,44.6
459,Joseph Conger Elementary School,Klamath Falls City Schools,E,1,,69.59,77.9,Science,100,59.1
1133,Joseph Gale Elementary School,Forest Grove SD 15,E,2,Community Based Activity Program and Extended School Year program recreational activities and educational activities.,61.1,85.2,English Language Arts,99.2,30.6
1133,Joseph Gale Elementary School,Forest Grove SD 15,E,2,Community Based Activity Program and Extended School Year program recreational activities and educational activities.,61.1,85.2,Mathematics,99.2,34.7
279,Joseph Lane Middle School,Douglas County SD 4,M,2,,63.21,82,English Language Arts,99.7,56.5
279,Joseph Lane Middle School,Douglas County SD 4,M,2,,63.21,82,Mathematics,98.1,37.1
279,Joseph Lane Middle School,Douglas County SD 4,M,2,,63.21,82,Science,97.8,62
765,Judson Middle School,Salem-Keizer SD 24J,M,1,,45.49,86.4,English Language Arts,97.8,69.9
765,Judson Middle School,Salem-Keizer SD 24J,M,1,,45.49,86.4,Mathematics,97.2,52.3
765,Judson Middle School,Salem-Keizer SD 24J,M,1,,45.49,86.4,Science,99,76.7
3566,Kalapuya High School,Bethel SD 52,H,1,Summer School for high school students,57.69,62.8,English Language Arts,87.2,32.4
3566,Kalapuya High School,Bethel SD 52,H,1,Summer School for high school students,57.69,62.8,Mathematics,,5
3566,Kalapuya High School,Bethel SD 52,H,1,Summer School for high school students,57.69,62.8,Science,82.1,15.6
746,Kennedy Elementary School,Salem-Keizer SD 24J,E,2,,85.78,80.7,English Language Arts,99.5,31.9
746,Kennedy Elementary School,Salem-Keizer SD 24J,E,2,,85.78,80.7,Mathematics,99.5,25.6
746,Kennedy Elementary School,Salem-Keizer SD 24J,E,2,,85.78,80.7,Science,98.2,53.6
474,Keno Elementary School,Klamath County SD,E,2,,64.2,80.8,English Language Arts,100,52.3
474,Keno Elementary School,Klamath County SD,E,2,,64.2,80.8,Mathematics,100,44.3
474,Keno Elementary School,Klamath County SD,E,2,,64.2,80.8,Science,100,79.2
866,King Elementary School,Portland SD 1J,E,5,reading art and physical recreation activities,88.86,87.5,English Language Arts,95,17.4
866,King Elementary School,Portland SD 1J,E,5,reading art and physical recreation activities,88.86,87.5,Mathematics,97.2,10.8
866,King Elementary School,Portland SD 1J,E,5,reading art and physical recreation activities,88.86,87.5,Science,93.9,22.7
1166,Kinnaman Elementary School,Beaverton SD 48J,E,2,THPRD Rec Mobile,68.15,86.5,English Language Arts,100,51.7
1166,Kinnaman Elementary School,Beaverton SD 48J,E,2,THPRD Rec Mobile,68.15,86.5,Mathematics,99.7,44.9
1166,Kinnaman Elementary School,Beaverton SD 48J,E,2,THPRD Rec Mobile,68.15,86.5,Science,99.1,45.8
994,LaCreole Middle School,Dallas SD 2,M,0,,42.3,78.7,English Language Arts,99,51.5
994,LaCreole Middle School,Dallas SD 2,M,0,,42.3,78.7,Mathematics,99.4,44.8
994,LaCreole Middle School,Dallas SD 2,M,0,,42.3,78.7,Science,99.1,69.3
640,Lafayette Elementary School,Greater Albany Public SD 8J,E,2,,75.15,88.6,English Language Arts,98.2,42.8
640,Lafayette Elementary School,Greater Albany Public SD 8J,E,2,,75.15,88.6,Mathematics,98.2,37.7
640,Lafayette Elementary School,Greater Albany Public SD 8J,E,2,,75.15,88.6,Science,98,69.4
1243,Lane Middle School,Portland SD 1J,M,2,Enrichment activities such as reading sports games arts and crafts. ,75.58,82.6,English Language Arts,99.3,39.7
1243,Lane Middle School,Portland SD 1J,M,2,Enrichment activities such as reading sports games arts and crafts. ,75.58,82.6,Mathematics,99.3,32.6
1243,Lane Middle School,Portland SD 1J,M,2,Enrichment activities such as reading sports games arts and crafts. ,75.58,82.6,Science,96.1,34.7
595,Laurel Elementary School,Junction City SD 69,E,1,,57.01,89.7,English Language Arts,100,39.1
595,Laurel Elementary School,Junction City SD 69,E,1,,57.01,89.7,Mathematics,100,42.2
688,Lebanon High School,Lebanon Community SD 9,H,1,Summer School(runs Monday thru Thurs June 15 to July 9) and Drama Camp(Monday thru Friday June 15 to June 26),60.26,66.2,English Language Arts,83.5,56.5
688,Lebanon High School,Lebanon Community SD 9,H,1,Summer School(runs Monday thru Thurs June 15 to July 9) and Drama Camp(Monday thru Friday June 15 to June 26),60.26,66.2,Mathematics,82.5,27.3
688,Lebanon High School,Lebanon Community SD 9,H,1,Summer School(runs Monday thru Thurs June 15 to July 9) and Drama Camp(Monday thru Friday June 15 to June 26),60.26,66.2,Science,,95
869,Lee Elementary School,Portland SD 1J,E,1,Reading art and physical recreation activities.,74.01,87.7,English Language Arts,97.3,43.6
869,Lee Elementary School,Portland SD 1J,E,1,Reading art and physical recreation activities.,74.01,87.7,Mathematics,97.3,32.4
869,Lee Elementary School,Portland SD 1J,E,1,Reading art and physical recreation activities.,74.01,87.7,Science,93.8,46.1
870,Lent Elementary School,Portland SD 1J,E,3,reading writing art physical recreation activities,82.11,86.9,English Language Arts,97.3,24
870,Lent Elementary School,Portland SD 1J,E,3,reading writing art physical recreation activities,82.11,86.9,Mathematics,97,17.8
870,Lent Elementary School,Portland SD 1J,E,3,reading writing art physical recreation activities,82.11,86.9,Science,96.5,35.2
4764,Lewelling Elementary School,North Clackamas SD 12,E,1,A Title program will be offered at this site,70.26,90,English Language Arts,98.3,50.6
4764,Lewelling Elementary School,North Clackamas SD 12,E,1,A Title program will be offered at this site,70.26,90,Mathematics,97.7,39.6
4764,Lewelling Elementary School,North Clackamas SD 12,E,1,A Title program will be offered at this site,70.26,90,Science,98.4,66.1
3569,Lewis & Clark Elementary School,St Helens SD 502,E,0,,68.54,85.4,English Language Arts,99.1,43.8
3569,Lewis & Clark Elementary School,St Helens SD 502,E,0,,68.54,85.4,Mathematics,99.3,38
3569,Lewis & Clark Elementary School,St Helens SD 502,E,0,,68.54,85.4,Science,100,69.5
1267,Lincoln Elementary School,Woodburn SD 103,E,2,They are having a Kindergarden Jump Start program with skill & placement testings.,75.19,81.4,English Language Arts,98.9,20.6
1267,Lincoln Elementary School,Woodburn SD 103,E,2,They are having a Kindergarden Jump Start program with skill & placement testings.,75.19,81.4,Mathematics,98.9,19.7
1267,Lincoln Elementary School,Woodburn SD 103,E,2,They are having a Kindergarden Jump Start program with skill & placement testings.,75.19,81.4,Science,98.2,30.2
36,Lincoln Elementary School,Corvallis SD 509J,E,2,Summer School,61.56,85.3,English Language Arts,99.4,46.1
36,Lincoln Elementary School,Corvallis SD 509J,E,2,Summer School,61.56,85.3,Mathematics,98.8,35.5
36,Lincoln Elementary School,Corvallis SD 509J,E,2,Summer School,61.56,85.3,Science,100,50.8
975,Lincoln Park Elementary School,David Douglas SD 40,E,4,Sun Program,88.82,86.8,English Language Arts,98,46.5
975,Lincoln Park Elementary School,David Douglas SD 40,E,4,Sun Program,88.82,86.8,Mathematics,98,38.5
975,Lincoln Park Elementary School,David Douglas SD 40,E,4,Sun Program,88.82,86.8,Science,100,37.9
448,Lincoln Savage Middle School,Three Rivers/Josephine County SD,M,1,,63.16,83.2,English Language Arts,99.4,62.4
448,Lincoln Savage Middle School,Three Rivers/Josephine County SD,M,1,,63.16,83.2,Mathematics,98.6,39.4
448,Lincoln Savage Middle School,Three Rivers/Josephine County SD,M,1,,63.16,83.2,Science,100,82.5
4642,Lincoln Street Elementary School,Hillsboro SD 1J,E,4,Pre-K and K-6 summer education program.,86.8,88.9,English Language Arts,99,26.9
4642,Lincoln Street Elementary School,Hillsboro SD 1J,E,4,Pre-K and K-6 summer education program.,86.8,88.9,Mathematics,98.7,21.5
4642,Lincoln Street Elementary School,Hillsboro SD 1J,E,4,Pre-K and K-6 summer education program.,86.8,88.9,Science,100,38
599,Lowell Junior/Senior High School,Lowell SD 71,H,1,,63.85,87.7,English Language Arts,100,49.2
599,Lowell Junior/Senior High School,Lowell SD 71,H,1,,63.85,87.7,Mathematics,100,31.7
599,Lowell Junior/Senior High School,Lowell SD 71,H,1,,63.85,87.7,Science,100,78.6
598,Lundy Elementary School,Lowell SD 71,E,1,,83.33,79.8,English Language Arts,98.4,32.3
598,Lundy Elementary School,Lowell SD 71,E,1,,83.33,79.8,Mathematics,98.4,29
598,Lundy Elementary School,Lowell SD 71,E,1,,83.33,79.8,Science,100,30
989,Lyle Elementary School,Dallas SD 2,E,2,,51.71,83.9,English Language Arts,100,35.3
989,Lyle Elementary School,Dallas SD 2,E,2,,51.71,83.9,Mathematics,100,47.9
959,Lynch Meadows Elementary School,Centennial SD 28J,E,2,Arts and Sports,83.37,81.7,English Language Arts,100,30.9
959,Lynch Meadows Elementary School,Centennial SD 28J,E,2,Arts and Sports,83.37,81.7,Mathematics,99.3,20.5
959,Lynch Meadows Elementary School,Centennial SD 28J,E,2,Arts and Sports,83.37,81.7,Science,100,24.3
964,Lynch View Elementary School,Centennial SD 28J,E,3,academic,87.56,89.1,English Language Arts,99.2,37.5
964,Lynch View Elementary School,Centennial SD 28J,E,3,academic,87.56,89.1,Mathematics,98.8,32.4
964,Lynch View Elementary School,Centennial SD 28J,E,3,academic,87.56,89.1,Science,98.7,28.8
965,Lynch Wood Elementary School,Centennial SD 28J,E,3,academic,81.7,80.8,English Language Arts,97.7,25.5
965,Lynch Wood Elementary School,Centennial SD 28J,E,3,academic,81.7,80.8,Mathematics,98,17
965,Lynch Wood Elementary School,Centennial SD 28J,E,3,academic,81.7,80.8,Science,100,33.3
196,Madison Elementary School,Coos Bay SD 9,E,3,,77.55,78.9,English Language Arts,100,40.2
196,Madison Elementary School,Coos Bay SD 9,E,3,,77.55,78.9,Mathematics,100,46.1
915,Madison High School,Portland SD 1J,H,1,tutoring reading art and physical recreation,63.04,71.6,English Language Arts,70,47.3
915,Madison High School,Portland SD 1J,H,1,tutoring reading art and physical recreation,63.04,71.6,Mathematics,69.6,25.3
915,Madison High School,Portland SD 1J,H,1,tutoring reading art and physical recreation,63.04,71.6,Science,,95
520,Madison Middle School,Eugene SD 4J,M,1,,48.15,77.3,English Language Arts,98.3,55.2
520,Madison Middle School,Eugene SD 4J,M,1,,48.15,77.3,Mathematics,97.9,41.6
520,Madison Middle School,Eugene SD 4J,M,1,,48.15,77.3,Science,97.8,79.4
475,Malin Elementary School,Klamath County SD,E,3,,76.87,91.3,English Language Arts,100,47.4
475,Malin Elementary School,Klamath County SD,E,3,,76.87,91.3,Mathematics,100,33.3
475,Malin Elementary School,Klamath County SD,E,3,,76.87,91.3,Science,100,33.3
550,Maple Elementary School,Springfield SD 19,E,3,,88.13,87.7,English Language Arts,100,41.7
550,Maple Elementary School,Springfield SD 19,E,3,,88.13,87.7,Mathematics,100,35.4
550,Maple Elementary School,Springfield SD 19,E,3,,88.13,87.7,Science,100,65
603,Marcola Elementary School,Marcola SD 79J,E,1,Library open arts & crafts,64.23,95,English Language Arts,97.4,35.5
603,Marcola Elementary School,Marcola SD 79J,E,1,Library open arts & crafts,64.23,95,Mathematics,97.4,28.9
603,Marcola Elementary School,Marcola SD 79J,E,1,Library open arts & crafts,64.23,95,Science,,95
948,Margaret Scott Elementary School,Reynolds SD 7,E,1,Boys & Girls Club runs activities during meal time as well as   Early Kindergarten Connect through RSD,76.43,85.8,English Language Arts,99.1,33.2
948,Margaret Scott Elementary School,Reynolds SD 7,E,1,Boys & Girls Club runs activities during meal time as well as   Early Kindergarten Connect through RSD,76.43,85.8,Mathematics,98.2,29.5
948,Margaret Scott Elementary School,Reynolds SD 7,E,1,Boys & Girls Club runs activities during meal time as well as   Early Kindergarten Connect through RSD,76.43,85.8,Science,100,30.8
656,Mari-Linn Elementary School,North Santiam SD 29J,E,1,,60.91,84.6,English Language Arts,95.3,52
656,Mari-Linn Elementary School,North Santiam SD 29J,E,1,,60.91,84.6,Mathematics,97.7,45.2
656,Mari-Linn Elementary School,North Santiam SD 29J,E,1,,60.91,84.6,Science,100,80.4
715,Mark Twain Middle School,Silver Falls SD 4J,M,1,Public School,47.96,81.7,English Language Arts,99.3,56.9
715,Mark Twain Middle School,Silver Falls SD 4J,M,1,Public School,47.96,81.7,Mathematics,98.6,34.3
715,Mark Twain Middle School,Silver Falls SD 4J,M,1,Public School,47.96,81.7,Science,99.3,47.5
1338,Marshall High School,Bend-LaPine Administrative SD 1,H,1,Enrichment activities such a reading writing games sports arts & crafts. ,73.78,19.5,English Language Arts,84.1,45.9
1338,Marshall High School,Bend-LaPine Administrative SD 1,H,1,Enrichment activities such a reading writing games sports arts & crafts. ,73.78,19.5,Mathematics,95.5,7.1
1338,Marshall High School,Bend-LaPine Administrative SD 1,H,1,Enrichment activities such a reading writing games sports arts & crafts. ,73.78,19.5,Science,,
875,Marysville Elementary School,Portland SD 1J,E,2,art reading and physical recreation,80.3,88.8,English Language Arts,94.1,48.5
875,Marysville Elementary School,Portland SD 1J,E,2,art reading and physical recreation,80.3,88.8,Mathematics,94.1,30.9
875,Marysville Elementary School,Portland SD 1J,E,2,art reading and physical recreation,80.3,88.8,Science,94.3,32.9
696,May Roberts Elementary School,Ontario SD 8C,E,1,Migrant Summer School,92.12,85.2,English Language Arts,100,33.2
696,May Roberts Elementary School,Ontario SD 8C,E,1,Migrant Summer School,92.12,85.2,Mathematics,100,32.7
696,May Roberts Elementary School,Ontario SD 8C,E,1,Migrant Summer School,92.12,85.2,Science,100,46.8
771,McKay High School,Salem-Keizer SD 24J,H,3,Summer School Programs for enrolled students,83.01,67.3,English Language Arts,95.7,67.7
771,McKay High School,Salem-Keizer SD 24J,H,3,Summer School Programs for enrolled students,83.01,67.3,Mathematics,91.9,15.3
771,McKay High School,Salem-Keizer SD 24J,H,3,Summer School Programs for enrolled students,83.01,67.3,Science,76.3,60.4
1169,McKinley Elementary School,Beaverton SD 48J,E,2,,60.95,88.9,English Language Arts,99.4,45.5
1169,McKinley Elementary School,Beaverton SD 48J,E,2,,60.95,88.9,Mathematics,99.1,41.5
1169,McKinley Elementary School,Beaverton SD 48J,E,2,,60.95,88.9,Science,100,48.3
750,McKinley Elementary School,Salem-Keizer SD 24J,E,5,Salem Keizer Education Foundation Enrichment classes offered to enrolled students,53.29,82.8,English Language Arts,98.8,66.9
750,McKinley Elementary School,Salem-Keizer SD 24J,E,5,Salem Keizer Education Foundation Enrichment classes offered to enrolled students,53.29,82.8,Mathematics,98.8,54.7
750,McKinley Elementary School,Salem-Keizer SD 24J,E,5,Salem Keizer Education Foundation Enrichment classes offered to enrolled students,53.29,82.8,Science,100,70.9
422,McLoughlin Middle School,Medford SD 549C,M,1,Continued education curriculum,61.3,78.8,English Language Arts,99.6,50.9
422,McLoughlin Middle School,Medford SD 549C,M,1,Continued education curriculum,61.3,78.8,Mathematics,99.3,34.8
422,McLoughlin Middle School,Medford SD 549C,M,1,Continued education curriculum,61.3,78.8,Science,100,73.9
1032,McNary Heights Elementary School,Umatilla SD 6R,E,1,Umatilla School District in Collaboration with Umatilla-Morrow ESD will host a Regular/Migrant Summer School 7/6/15 to  8/14/15. We will be offering breakfast as well as lunch to support this program. ,76.51,80.3,English Language Arts,99,23
1032,McNary Heights Elementary School,Umatilla SD 6R,E,1,Umatilla School District in Collaboration with Umatilla-Morrow ESD will host a Regular/Migrant Summer School 7/6/15 to  8/14/15. We will be offering breakfast as well as lunch to support this program. ,76.51,80.3,Mathematics,99,19.3
1032,McNary Heights Elementary School,Umatilla SD 6R,E,1,Umatilla School District in Collaboration with Umatilla-Morrow ESD will host a Regular/Migrant Summer School 7/6/15 to  8/14/15. We will be offering breakfast as well as lunch to support this program. ,76.51,80.3,Science,99,36.8
772,McNary High School,Salem-Keizer SD 24J,H,1,Transition School/ Summer School.,54.5,73.9,English Language Arts,98.3,76.3
772,McNary High School,Salem-Keizer SD 24J,H,1,Transition School/ Summer School.,54.5,73.9,Mathematics,94.9,33.3
772,McNary High School,Salem-Keizer SD 24J,H,1,Transition School/ Summer School.,54.5,73.9,Science,98.7,48.6
1182,Meadow Park Middle School,Beaverton SD 48J,M,1,,43.15,85.4,English Language Arts,97.7,60.5
1182,Meadow Park Middle School,Beaverton SD 48J,M,1,,43.15,85.4,Mathematics,98.5,52.5
1182,Meadow Park Middle School,Beaverton SD 48J,M,1,,43.15,85.4,Science,,5
1230,Memorial Elementary School,McMinnville SD 40,E,7,,44.03,88.8,English Language Arts,97.4,65.9
1230,Memorial Elementary School,McMinnville SD 40,E,7,,44.03,88.8,Mathematics,98.1,68.5
1230,Memorial Elementary School,McMinnville SD 40,E,7,,44.03,88.8,Science,100,86.7
642,Memorial Middle School,Greater Albany Public SD 8J,M,1,,44.24,88.3,English Language Arts,98.7,54.6
642,Memorial Middle School,Greater Albany Public SD 8J,M,1,,44.24,88.3,Mathematics,98.5,41.9
642,Memorial Middle School,Greater Albany Public SD 8J,M,1,,44.24,88.3,Science,97.8,68.7
476,Merrill Elementary School,Klamath County SD,E,2,Migrant school program,71.21,92.4,English Language Arts,100,62.3
476,Merrill Elementary School,Klamath County SD,E,2,Migrant school program,71.21,92.4,Mathematics,100,42.9
476,Merrill Elementary School,Klamath County SD,E,2,Migrant school program,71.21,92.4,Science,100,36.8
431,Metolius Elementary School,Jefferson County SD 509J,E,1,,79.5,80,English Language Arts,100,34.6
431,Metolius Elementary School,Jefferson County SD 509J,E,1,,79.5,80,Mathematics,100,23.5
431,Metolius Elementary School,Jefferson County SD 509J,E,1,,79.5,80,Science,100,63.3
1140,Metzger Elementary School,Tigard-Tualatin SD 23J,E,3,Summer School Program Tigard City Library,56.64,88.5,English Language Arts,100,43.6
1140,Metzger Elementary School,Tigard-Tualatin SD 23J,E,3,Summer School Program Tigard City Library,56.64,88.5,Mathematics,100,42.5
1140,Metzger Elementary School,Tigard-Tualatin SD 23J,E,3,Summer School Program Tigard City Library,56.64,88.5,Science,100,62.7
363,Mid Valley Elementary School,Hood River County SD,E,1,Migrant School,83.23,88.8,English Language Arts,99.1,33.3
363,Mid Valley Elementary School,Hood River County SD,E,1,Migrant School,83.23,88.8,Mathematics,98.3,35.4
363,Mid Valley Elementary School,Hood River County SD,E,1,Migrant School,83.23,88.8,Science,100,63
197,Millicoma School,Coos Bay SD 9,E,1,,60.04,82.8,English Language Arts,99.6,43.4
197,Millicoma School,Coos Bay SD 9,E,1,,60.04,82.8,Mathematics,99.1,33.6
197,Millicoma School,Coos Bay SD 9,E,1,,60.04,82.8,Science,98.4,44.4
86,Milwaukie High School,North Clackamas SD 12,H,1,High School Summer School,77.6,79.8,English Language Arts,97.3,61.6
86,Milwaukie High School,North Clackamas SD 12,H,1,High School Summer School,77.6,79.8,Mathematics,98.4,14.6
86,Milwaukie High School,North Clackamas SD 12,H,1,High School Summer School,77.6,79.8,Science,53.3,80.3
94,Molalla Elementary School,Molalla River SD 35,E,3,,73.6,87.4,English Language Arts,98.5,35.7
94,Molalla Elementary School,Molalla River SD 35,E,3,,73.6,87.4,Mathematics,99,39
94,Molalla Elementary School,Molalla River SD 35,E,3,,73.6,87.4,Science,100,71.2
999,Monmouth Elementary School,Central SD 13J,E,4,,55.94,82,English Language Arts,98.9,36.5
999,Monmouth Elementary School,Central SD 13J,E,4,,55.94,82,Mathematics,97,37.5
999,Monmouth Elementary School,Central SD 13J,E,4,,55.94,82,Science,98.8,56.1
1321,Monroe Grade School,Monroe SD 1J,E,1,,63.34,82.9,English Language Arts,100,41.9
1321,Monroe Grade School,Monroe SD 1J,E,1,,63.34,82.9,Mathematics,100,32.5
1321,Monroe Grade School,Monroe SD 1J,E,1,,63.34,82.9,Science,100,81.3
1183,Mountain View Middle School,Beaverton SD 48J,M,0,,55.59,82,English Language Arts,99.2,51.8
1183,Mountain View Middle School,Beaverton SD 48J,M,0,,55.59,82,Mathematics,98.9,35.8
1183,Mountain View Middle School,Beaverton SD 48J,M,0,,55.59,82,Science,,
121,Mulino Elementary School,Molalla River SD 35,E,1,Head Start class schedule,47.33,88.9,English Language Arts,97.6,45.5
121,Mulino Elementary School,Molalla River SD 35,E,1,Head Start class schedule,47.33,88.9,Mathematics,97.6,37.4
121,Mulino Elementary School,Molalla River SD 35,E,1,Head Start class schedule,47.33,88.9,Science,100,66.7
290,Myrtle Creek Elementary School,South Umpqua SD 19,E,1,Crafts games and summer school,77.54,79,English Language Arts,100,29.5
290,Myrtle Creek Elementary School,South Umpqua SD 19,E,1,Crafts games and summer school,77.54,79,Mathematics,100,16.8
290,Myrtle Creek Elementary School,South Umpqua SD 19,E,1,Crafts games and summer school,77.54,79,Science,100,47.9
796,Nellie Muir Elementary School,Woodburn SD 103,E,1,Summer School for migrant elementary students with Math & Reading from June 22 to July 17.,78.76,88.5,English Language Arts,100,15.9
796,Nellie Muir Elementary School,Woodburn SD 103,E,1,Summer School for migrant elementary students with Math & Reading from June 22 to July 17.,78.76,88.5,Mathematics,99.6,12.3
796,Nellie Muir Elementary School,Woodburn SD 103,E,1,Summer School for migrant elementary students with Math & Reading from June 22 to July 17.,78.76,88.5,Science,100,36.3
4004,New Urban High School,North Clackamas SD 12,H,1,High School Summer School,64.39,49.6,English Language Arts,83.3,13.8
4004,New Urban High School,North Clackamas SD 12,H,1,High School Summer School,64.39,49.6,Mathematics,,5
4004,New Urban High School,North Clackamas SD 12,H,1,High School Summer School,64.39,49.6,Science,44.4,12.5
1231,Newby Elementary School,McMinnville SD 40,E,3,,64.08,84.7,English Language Arts,97.7,50.6
1231,Newby Elementary School,McMinnville SD 40,E,3,,64.08,84.7,Mathematics,98.1,49
1231,Newby Elementary School,McMinnville SD 40,E,3,,64.08,84.7,Science,100,73
625,Newport Intermediate School,Lincoln County SD,E,2,Recreational activities includes arts and crafts as well as physical activities such as basketball. Some educational reading time.,58.66,85,English Language Arts,97.6,50
625,Newport Intermediate School,Lincoln County SD,E,2,Recreational activities includes arts and crafts as well as physical activities such as basketball. Some educational reading time.,58.66,85,Mathematics,98.2,43
625,Newport Intermediate School,Lincoln County SD,E,2,Recreational activities includes arts and crafts as well as physical activities such as basketball. Some educational reading time.,58.66,85,Science,97.7,63
205,North Bay Elementary School,North Bend SD 13,E,2,,60.76,76.8,English Language Arts,98.3,47.8
205,North Bay Elementary School,North Bend SD 13,E,2,,60.76,76.8,Mathematics,98.3,37.4
205,North Bay Elementary School,North Bend SD 13,E,2,,60.76,76.8,Science,100,62.2
208,North Bend Middle School,North Bend SD 13,M,1,,66.22,74.5,English Language Arts,98.6,39
208,North Bend Middle School,North Bend SD 13,M,1,,66.22,74.5,Mathematics,97.5,26.3
208,North Bend Middle School,North Bend SD 13,M,1,,66.22,74.5,Science,98,42.3
209,North Bend Senior High School,North Bend SD 13,H,1,,62.32,68.6,English Language Arts,93.1,54.7
209,North Bend Senior High School,North Bend SD 13,H,1,,62.32,68.6,Mathematics,89.9,19.6
209,North Bend Senior High School,North Bend SD 13,H,1,,62.32,68.6,Science,100,66.4
296,North Douglas Elementary School,North Douglas SD 22,E,1,Summer School and Extended School Year Programs at the site(s).,58.49,84.8,English Language Arts,98.6,41.5
296,North Douglas Elementary School,North Douglas SD 22,E,1,Summer School and Extended School Year Programs at the site(s).,58.49,84.8,Mathematics,97.9,41.1
296,North Douglas Elementary School,North Douglas SD 22,E,1,Summer School and Extended School Year Programs at the site(s).,58.49,84.8,Science,100,63.8
536,North Eugene High School,Eugene SD 4J,H,1,,49.84,70.9,English Language Arts,94.4,83.2
536,North Eugene High School,Eugene SD 4J,H,1,,49.84,70.9,Mathematics,85.9,34.4
536,North Eugene High School,Eugene SD 4J,H,1,,49.84,70.9,Science,76.6,50.6
424,North Medford High School,Medford SD 549C,H,1,Continued education curriculum,57.18,70.1,English Language Arts,97.5,64.2
424,North Medford High School,Medford SD 549C,H,1,Continued education curriculum,57.18,70.1,Mathematics,96.4,30.7
424,North Medford High School,Medford SD 549C,H,1,Continued education curriculum,57.18,70.1,Science,98.9,63.9
773,North Salem High School,Salem-Keizer SD 24J,H,2,Migrant 9-12/ Transition Middle and High Summer School.,82.88,68.6,English Language Arts,94.3,56.1
773,North Salem High School,Salem-Keizer SD 24J,H,2,Migrant 9-12/ Transition Middle and High Summer School.,82.88,68.6,Mathematics,94.3,24.4
773,North Salem High School,Salem-Keizer SD 24J,H,2,Migrant 9-12/ Transition Middle and High Summer School.,82.88,68.6,Science,97.3,30
457,North Valley High School,Three Rivers/Josephine County SD,H,1,,46.26,78.8,English Language Arts,94.2,74
457,North Valley High School,Three Rivers/Josephine County SD,H,1,,46.26,78.8,Mathematics,93.5,23.8
457,North Valley High School,Three Rivers/Josephine County SD,H,1,,46.26,78.8,Science,94.2,55
702,Nyssa Elementary School,Nyssa SD 26,E,2,,72.06,88.9,English Language Arts,100,39.5
702,Nyssa Elementary School,Nyssa SD 26,E,2,,72.06,88.9,Mathematics,100,34.4
